"","sex","isced","comuna_name","comuna_datachile_id","year","FUN"
"4490","Hombre","Educación Secundaria","Empedrado",88,2013,298867.110231973
"4491","Hombre","Educación Secundaria","Empedrado",88,2014,251202.88768048
"4492","Hombre","Educación Secundaria","Empedrado",88,2015,462625.157856758
"4493","Hombre","Educación Secundaria","Estación Central",90,2012,311733.172724266
"4494","Hombre","Educación Secundaria","Estación Central",90,2013,322677.817390144
"4495","Hombre","Educación Secundaria","Estación Central",90,2014,418686.876160141
"4496","Hombre","Educación Secundaria","Estación Central",90,2015,363963.735186941
"4497","Hombre","Educación Secundaria","Florida",91,2012,444616.609734762
"4498","Hombre","Educación Secundaria","Florida",91,2013,341905.36615474
"4499","Hombre","Educación Secundaria","Florida",91,2014,274615.505430863
"4500","Hombre","Educación Secundaria","Florida",91,2015,387697.026573717
"4501","Hombre","Educación Secundaria","Freire",92,2012,243013.654180067
"4502","Hombre","Educación Secundaria","Freire",92,2013,217138.093554006
"4503","Hombre","Educación Secundaria","Freire",92,2014,265952.728892348
"4504","Hombre","Educación Secundaria","Freire",92,2015,408922.067439117
"4505","Hombre","Educación Secundaria","Freirina",93,2012,283333.333333333
"4506","Hombre","Educación Secundaria","Freirina",93,2013,320500
"4507","Hombre","Educación Secundaria","Freirina",93,2014,314561.319094932
"4508","Hombre","Educación Secundaria","Freirina",93,2015,183442.215579102
"4509","Hombre","Educación Secundaria","Fresia",94,2012,229417.215948245
"4510","Hombre","Educación Secundaria","Fresia",94,2013,297650.646638134
"4511","Hombre","Educación Secundaria","Fresia",94,2014,255838.999431494
"4512","Hombre","Educación Secundaria","Fresia",94,2015,329157.033106832
"4513","Hombre","Educación Secundaria","Frutillar",95,2012,282323.406547705
"4514","Hombre","Educación Secundaria","Frutillar",95,2013,159818.645931509
"4515","Hombre","Educación Secundaria","Frutillar",95,2014,241983.770548741
"4516","Hombre","Educación Secundaria","Frutillar",95,2015,384334.052994702
"4517","Hombre","Educación Secundaria","Futrono",97,2012,269208.762886598
"4518","Hombre","Educación Secundaria","Galvarino",98,2012,300541.5
"4519","Hombre","Educación Secundaria","Galvarino",98,2013,200000
"4520","Hombre","Educación Secundaria","Galvarino",98,2014,250000
"4521","Hombre","Educación Secundaria","Galvarino",98,2015,198607.294858658
"4522","Hombre","Educación Secundaria","Gorbea",100,2012,173392.024064419
"4523","Hombre","Educación Secundaria","Gorbea",100,2013,263471.658012875
"4524","Hombre","Educación Secundaria","Gorbea",100,2014,211056.807777349
"4525","Hombre","Educación Secundaria","Gorbea",100,2015,490035.30291895
"4526","Hombre","Educación Secundaria","Graneros",101,2012,352578.501230716
"4527","Hombre","Educación Secundaria","Graneros",101,2013,309555.86549781
"4528","Hombre","Educación Secundaria","Graneros",101,2014,437981.58603817
"4529","Hombre","Educación Secundaria","Graneros",101,2015,466409.053625606
"4530","Hombre","Educación Secundaria","Hijuelas",103,2012,393527.074206875
"4531","Hombre","Educación Secundaria","Hijuelas",103,2013,314195.026961311
"4532","Hombre","Educación Secundaria","Hijuelas",103,2014,419888.624936756
"4533","Hombre","Educación Secundaria","Hijuelas",103,2015,395711.365137148
"4534","Hombre","Educación Secundaria","Hualañé",105,2012,274657.422475072
"4535","Hombre","Educación Secundaria","Hualañé",105,2013,386077.807714875
"4536","Hombre","Educación Secundaria","Hualañé",105,2014,350102.125291077
"4537","Hombre","Educación Secundaria","Hualañé",105,2015,381257.991673834
"4538","Hombre","Educación Secundaria","Hualpén",106,2012,332385.099301865
"4539","Hombre","Educación Secundaria","Hualpén",106,2013,367559.659907207
"4540","Hombre","Educación Secundaria","Hualpén",106,2014,384776.272726491
"4541","Hombre","Educación Secundaria","Hualpén",106,2015,325246.065042193
"4542","Hombre","Educación Secundaria","Hualqui",107,2012,340887.168557295
"4543","Hombre","Educación Secundaria","Hualqui",107,2013,339024.742435589
"4544","Hombre","Educación Secundaria","Hualqui",107,2014,372336.480242831
"4545","Hombre","Educación Secundaria","Hualqui",107,2015,552147.659624132
"4546","Hombre","Educación Secundaria","Huara",108,2012,180811.855670103
"4547","Hombre","Educación Secundaria","Huara",108,2013,229131.451177846
"4548","Hombre","Educación Secundaria","Huara",108,2014,365195.592733966
"4549","Hombre","Educación Secundaria","Huara",108,2015,419703.187250998
"4550","Hombre","Educación Secundaria","Huasco",109,2012,482201.858441976
"4551","Hombre","Educación Secundaria","Huasco",109,2013,342149.224327295
"4552","Hombre","Educación Secundaria","Huasco",109,2014,461387.093879066
"4553","Hombre","Educación Secundaria","Huasco",109,2015,505191.732567487
"4554","Hombre","Educación Secundaria","Huechuraba",110,2012,410027.077197044
"4555","Hombre","Educación Secundaria","Huechuraba",110,2013,395168.179355784
"4556","Hombre","Educación Secundaria","Huechuraba",110,2014,460225.191461014
"4557","Hombre","Educación Secundaria","Huechuraba",110,2015,412791.470859288
"4558","Hombre","Educación Secundaria","Illapel",111,2012,359240.145187863
"4559","Hombre","Educación Secundaria","Illapel",111,2013,501210.150123912
"4560","Hombre","Educación Secundaria","Illapel",111,2014,459405.125667688
"4561","Hombre","Educación Secundaria","Illapel",111,2015,489957.41241316
"4562","Hombre","Educación Secundaria","Independencia",112,2012,313593.145518403
"4563","Hombre","Educación Secundaria","Independencia",112,2013,573549.745466435
"4564","Hombre","Educación Secundaria","Independencia",112,2014,488729.305984415
"4565","Hombre","Educación Secundaria","Independencia",112,2015,346562.32035853
"4566","Hombre","Educación Secundaria","Iquique",113,2012,459672.226336844
"4567","Hombre","Educación Secundaria","Iquique",113,2013,549435.551524782
"4568","Hombre","Educación Secundaria","Iquique",113,2014,631093.082566404
"4569","Hombre","Educación Secundaria","Iquique",113,2015,676854.485169857
"4570","Hombre","Educación Secundaria","Isla de Maipo",114,2012,356935.835621567
"4571","Hombre","Educación Secundaria","Isla de Maipo",114,2013,449654.547474992
"4572","Hombre","Educación Secundaria","Isla de Maipo",114,2014,350960.955527161
"4573","Hombre","Educación Secundaria","Isla de Maipo",114,2015,315032.891152838
"4574","Hombre","Educación Secundaria","La Cisterna",117,2012,358631.784861556
"4575","Hombre","Educación Secundaria","La Cisterna",117,2013,498355.630258033
"4576","Hombre","Educación Secundaria","La Cisterna",117,2014,436874.588497649
"4577","Hombre","Educación Secundaria","La Cisterna",117,2015,381410.0714136
"4578","Hombre","Educación Secundaria","La Cruz",118,2012,357731.547973447
"4579","Hombre","Educación Secundaria","La Cruz",118,2013,451655.685591285
"4580","Hombre","Educación Secundaria","La Cruz",118,2014,497720.105880902
"4581","Hombre","Educación Secundaria","La Cruz",118,2015,443680.404694637
"4582","Hombre","Educación Secundaria","La Estrella",119,2012,244386.962309476
"4583","Hombre","Educación Secundaria","La Estrella",119,2013,321425.249820856
"4584","Hombre","Educación Secundaria","La Estrella",119,2014,386662.281188535
"4585","Hombre","Educación Secundaria","La Estrella",119,2015,408877.211070714
"4586","Hombre","Educación Secundaria","La Florida",120,2013,428038.514407311
"4587","Hombre","Educación Secundaria","La Florida",120,2014,455171.529856444
"4588","Hombre","Educación Secundaria","La Florida",120,2015,457182.857509894
"4589","Hombre","Educación Secundaria","LA FLORIDA",NA,2012,371932.220117278
"4590","Hombre","Educación Secundaria","La Granja",121,2012,308874.313667638
"4591","Hombre","Educación Secundaria","La Granja",121,2013,479248.200470632
"4592","Hombre","Educación Secundaria","La Granja",121,2014,423328.604692533
"4593","Hombre","Educación Secundaria","La Granja",121,2015,407165.900090095
"4594","Hombre","Educación Secundaria","La Higuera",122,2012,299409.551798499
"4595","Hombre","Educación Secundaria","La Higuera",122,2013,178470.955870689
"4596","Hombre","Educación Secundaria","La Higuera",122,2014,691367.979612246
"4597","Hombre","Educación Secundaria","La Higuera",122,2015,536813.738960024
"4598","Hombre","Educación Secundaria","La Ligua",123,2012,452397.063518129
"4599","Hombre","Educación Secundaria","La Ligua",123,2013,338811.057560612
"4600","Hombre","Educación Secundaria","La Ligua",123,2014,413619.285506187
"4601","Hombre","Educación Secundaria","La Ligua",123,2015,404802.426553515
"4602","Hombre","Educación Secundaria","La Pintana",124,2012,343525.559462229
"4603","Hombre","Educación Secundaria","La Pintana",124,2013,312032.346542794
"4604","Hombre","Educación Secundaria","La Pintana",124,2014,364007.939401523
"4605","Hombre","Educación Secundaria","La Pintana",124,2015,385377.801476529
"4606","Hombre","Educación Secundaria","La Reina",125,2012,575699.23162349
"4607","Hombre","Educación Secundaria","La Reina",125,2013,503916.17596095
"4608","Hombre","Educación Secundaria","La Reina",125,2014,592047.082378908
"4609","Hombre","Educación Secundaria","La Reina",125,2015,652361.2296608
"4610","Hombre","Educación Secundaria","La Serena",126,2012,429842.148362782
"4611","Hombre","Educación Secundaria","La Serena",126,2013,422322.289717991
"4612","Hombre","Educación Secundaria","La Serena",126,2014,433074.285483637
"4613","Hombre","Educación Secundaria","La Serena",126,2015,482753.563324992
"4614","Hombre","Educación Secundaria","La Unión",127,2012,350353.109803026
"4615","Hombre","Educación Secundaria","La Unión",127,2013,263610.968595896
"4616","Hombre","Educación Secundaria","La Unión",127,2014,317652.392298258
"4617","Hombre","Educación Secundaria","La Unión",127,2015,347751.740437012
"4618","Hombre","Educación Secundaria","Lago Ranco",128,2012,437000
"4619","Hombre","Educación Secundaria","Lago Ranco",128,2013,820000
"4620","Hombre","Educación Secundaria","Lago Ranco",128,2014,100000
"4621","Hombre","Educación Secundaria","Lago Ranco",128,2015,300979.940211915
"4622","Hombre","Educación Secundaria","Lago Verde",129,2012,298956.203372224
"4623","Hombre","Educación Secundaria","Lago Verde",129,2013,419252.968685724
"4624","Hombre","Educación Secundaria","Lago Verde",129,2014,448970.218467726
"4625","Hombre","Educación Secundaria","Lago Verde",129,2015,743993.378734919
"4626","Hombre","Educación Secundaria","Laja",131,2012,488059.367976052
"4627","Hombre","Educación Secundaria","Laja",131,2013,437359.435916006
"4628","Hombre","Educación Secundaria","Laja",131,2014,551384.274313654
"4629","Hombre","Educación Secundaria","Laja",131,2015,358784.300852027
"4630","Hombre","Educación Secundaria","Lampa",346,2012,318101.591436351
"4631","Hombre","Educación Secundaria","Lampa",346,2013,301170.214478631
"4632","Hombre","Educación Secundaria","Lampa",346,2014,356915.388564089
"4633","Hombre","Educación Secundaria","Lampa",346,2015,327262.451114202
"4634","Hombre","Educación Secundaria","Lanco",132,2012,211180.427570954
"4635","Hombre","Educación Secundaria","Lanco",132,2013,232525.015815636
"4636","Hombre","Educación Secundaria","Lanco",132,2014,124032.640177222
"4637","Hombre","Educación Secundaria","Lanco",132,2015,183620.144422311
"4638","Hombre","Educación Secundaria","Las Cabras",133,2012,253007.796277977
"4639","Hombre","Educación Secundaria","Las Cabras",133,2013,312334.979179502
"4640","Hombre","Educación Secundaria","Las Cabras",133,2014,250880.973316981
"4641","Hombre","Educación Secundaria","Las Cabras",133,2015,322542.323325037
"4642","Hombre","Educación Secundaria","Las Condes",134,2012,740878.802263666
"4643","Hombre","Educación Secundaria","Las Condes",134,2013,380885.197788642
"4644","Hombre","Educación Secundaria","Las Condes",134,2014,709415.846361257
"4645","Hombre","Educación Secundaria","Las Condes",134,2015,1159326.78045486
"4646","Hombre","Educación Secundaria","Lautaro",135,2012,239371.326013637
"4647","Hombre","Educación Secundaria","Lautaro",135,2013,418067.072396223
"4648","Hombre","Educación Secundaria","Lautaro",135,2014,286223.518887925
"4649","Hombre","Educación Secundaria","Lautaro",135,2015,311926.305343431
"4650","Hombre","Educación Secundaria","Lebu",136,2012,340053.226878532
"4651","Hombre","Educación Secundaria","Lebu",136,2013,277891.121675376
"4652","Hombre","Educación Secundaria","Lebu",136,2014,379465.044578355
"4653","Hombre","Educación Secundaria","Lebu",136,2015,296249.92647227
"4654","Hombre","Educación Secundaria","Licantén",137,2012,321643.658347371
"4655","Hombre","Educación Secundaria","Licantén",137,2013,353000.76589427
"4656","Hombre","Educación Secundaria","Licantén",137,2014,308035.183765736
"4657","Hombre","Educación Secundaria","Licantén",137,2015,470719.734059396
"4658","Hombre","Educación Secundaria","Limache",138,2012,240960.712887376
"4659","Hombre","Educación Secundaria","Limache",138,2013,336464.17827247
"4660","Hombre","Educación Secundaria","Limache",138,2014,415013.610552478
"4661","Hombre","Educación Secundaria","Limache",138,2015,423689.278504396
"4662","Hombre","Educación Secundaria","Linares",139,2012,339242.754016714
"4663","Hombre","Educación Secundaria","Linares",139,2013,315411.631504047
"4664","Hombre","Educación Secundaria","Linares",139,2014,391756.356515903
"4665","Hombre","Educación Secundaria","Linares",139,2015,372897.161596425
"4666","Hombre","Educación Secundaria","Litueche",140,2012,627065.560567011
"4667","Hombre","Educación Secundaria","Litueche",140,2013,280634.958510801
"4668","Hombre","Educación Secundaria","Litueche",140,2014,232456.403525221
"4669","Hombre","Educación Secundaria","Litueche",140,2015,387813.066048332
"4670","Hombre","Educación Secundaria","Llaillay",142,2012,532511.332141814
"4671","Hombre","Educación Secundaria","Llaillay",142,2013,400696.994079164
"4672","Hombre","Educación Secundaria","Llaillay",142,2014,402837.362120714
"4673","Hombre","Educación Secundaria","Llaillay",142,2015,374978.04499016
"4674","Hombre","Educación Secundaria","Llanquihue",141,2012,305906.836281883
"4675","Hombre","Educación Secundaria","Llanquihue",141,2013,301841.006108739
"4676","Hombre","Educación Secundaria","Llanquihue",141,2014,256227.310358509
"4677","Hombre","Educación Secundaria","Llanquihue",141,2015,427155.335746461
"4678","Hombre","Educación Secundaria","Lo Barnechea",143,2012,1233718.94617782
"4679","Hombre","Educación Secundaria","Lo Barnechea",143,2013,751666.666666667
"4680","Hombre","Educación Secundaria","Lo Barnechea",143,2014,357500.374720963
"4681","Hombre","Educación Secundaria","Lo Barnechea",143,2015,513024.737752202
"4682","Hombre","Educación Secundaria","Lo Espejo",144,2012,298019.061680911
"4683","Hombre","Educación Secundaria","Lo Espejo",144,2013,331578.98914504
"4684","Hombre","Educación Secundaria","Lo Espejo",144,2014,341378.563029727
"4685","Hombre","Educación Secundaria","Lo Espejo",144,2015,377324.530160351
"4686","Hombre","Educación Secundaria","Lo Prado",145,2012,355096.389065742
"4687","Hombre","Educación Secundaria","Lo Prado",145,2013,367704.211616165
"4688","Hombre","Educación Secundaria","Lo Prado",145,2014,376907.418487451
"4689","Hombre","Educación Secundaria","Lo Prado",145,2015,350811.468630222
"4690","Hombre","Educación Secundaria","Lolol",146,2012,469289.839046565
"4691","Hombre","Educación Secundaria","Lolol",146,2013,471137.82196114
"4692","Hombre","Educación Secundaria","Lolol",146,2014,385644.621312613
"4693","Hombre","Educación Secundaria","Lolol",146,2015,463213.087045758
"4694","Hombre","Educación Secundaria","Loncoche",147,2012,125301
"4695","Hombre","Educación Secundaria","Loncoche",147,2013,300000
"4696","Hombre","Educación Secundaria","Loncoche",147,2014,234796.307632182
"4697","Hombre","Educación Secundaria","Loncoche",147,2015,141722.990591403
"4698","Hombre","Educación Secundaria","Longaví",148,2012,239426.580172486
"4699","Hombre","Educación Secundaria","Longaví",148,2013,270439.794148297
"4700","Hombre","Educación Secundaria","Longaví",148,2014,247731.478887996
"4701","Hombre","Educación Secundaria","Longaví",148,2015,264866.611530101
"4702","Hombre","Educación Secundaria","Lonquimay",149,2012,378151.723367784
"4703","Hombre","Educación Secundaria","Lonquimay",149,2013,201818.330424604
"4704","Hombre","Educación Secundaria","Lonquimay",149,2014,293817.551685758
"4705","Hombre","Educación Secundaria","Lonquimay",149,2015,403637.993480625
"4706","Hombre","Educación Secundaria","Los Álamos",150,2012,323870.211827162
"4707","Hombre","Educación Secundaria","Los Álamos",150,2013,329029.59538928
"4708","Hombre","Educación Secundaria","Los Álamos",150,2014,330000.696972135
"4709","Hombre","Educación Secundaria","Los Álamos",150,2015,398129.710192138
"4710","Hombre","Educación Secundaria","Los Andes",151,2012,417121.209570396
"4711","Hombre","Educación Secundaria","Los Andes",151,2013,468024.081103529
"4712","Hombre","Educación Secundaria","Los Andes",151,2014,500756.01003303
"4713","Hombre","Educación Secundaria","Los Andes",151,2015,494871.330471192
"4714","Hombre","Educación Secundaria","Los Ángeles",152,2012,286573.31178001
"4715","Hombre","Educación Secundaria","Los Ángeles",152,2013,315564.590722181
"4716","Hombre","Educación Secundaria","Los Ángeles",152,2014,425402.77287308
"4717","Hombre","Educación Secundaria","Los Ángeles",152,2015,429879.623910536
"4718","Hombre","Educación Secundaria","Los Lagos",153,2012,252903.698730804
"4719","Hombre","Educación Secundaria","Los Lagos",153,2013,318790.325815692
"4720","Hombre","Educación Secundaria","Los Lagos",153,2014,274249.289375099
"4721","Hombre","Educación Secundaria","Los Lagos",153,2015,363568.596385158
"4722","Hombre","Educación Secundaria","Los Muermos",154,2012,463400.827573902
"4723","Hombre","Educación Secundaria","Los Muermos",154,2013,305278.068114679
"4724","Hombre","Educación Secundaria","Los Muermos",154,2014,254362.353279344
"4725","Hombre","Educación Secundaria","Los Muermos",154,2015,2829159.09248396
"4726","Hombre","Educación Secundaria","Los Sauces",155,2013,239093.688185578
"4727","Hombre","Educación Secundaria","Los Sauces",155,2015,56015.1542486021
"4728","Hombre","Educación Secundaria","Los Vilos",156,2012,329947.7012808
"4729","Hombre","Educación Secundaria","Los Vilos",156,2013,355649.554933842
"4730","Hombre","Educación Secundaria","Los Vilos",156,2014,332192.293078758
"4731","Hombre","Educación Secundaria","Los Vilos",156,2015,273611.003764116
"4732","Hombre","Educación Secundaria","Lota",157,2012,322205.920161958
"4733","Hombre","Educación Secundaria","Lota",157,2013,352039.018473373
"4734","Hombre","Educación Secundaria","Lota",157,2014,361820.912785565
"4735","Hombre","Educación Secundaria","Lota",157,2015,348211.674976325
"4736","Hombre","Educación Secundaria","Lumaco",158,2014,172232.324373102
"4737","Hombre","Educación Secundaria","Lumaco",158,2015,173170.070786024
"4738","Hombre","Educación Secundaria","Macul",160,2012,322116.111764786
"4739","Hombre","Educación Secundaria","Macul",160,2013,418564.188195799
"4740","Hombre","Educación Secundaria","Macul",160,2014,589920.851246039
"4741","Hombre","Educación Secundaria","Macul",160,2015,693605.324772812
"4742","Hombre","Educación Secundaria","Máfil",161,2012,330992.996682638
"4743","Hombre","Educación Secundaria","Máfil",161,2013,267896.176683236
"4744","Hombre","Educación Secundaria","Máfil",161,2014,277866.2118628
"4745","Hombre","Educación Secundaria","Máfil",161,2015,467814.559786275
"4746","Hombre","Educación Secundaria","Maipú",162,2012,384452.489415535
"4747","Hombre","Educación Secundaria","Maipú",162,2013,484303.048619895
"4748","Hombre","Educación Secundaria","Maipú",162,2014,459554.241722952
"4749","Hombre","Educación Secundaria","Maipú",162,2015,487200.417375495
"4750","Hombre","Educación Secundaria","Malloa",163,2012,286470.765499447
"4751","Hombre","Educación Secundaria","Marchihue",164,2012,331603.041378829
"4752","Hombre","Educación Secundaria","Marchihue",164,2013,308012.423205709
"4753","Hombre","Educación Secundaria","Marchihue",164,2014,339407.294697026
"4754","Hombre","Educación Secundaria","Marchihue",164,2015,441619.44069869
"4755","Hombre","Educación Secundaria","María Pinto",166,2012,178839.899830227
"4756","Hombre","Educación Secundaria","María Pinto",166,2013,249675.728945375
"4757","Hombre","Educación Secundaria","María Pinto",166,2014,268079.256299956
"4758","Hombre","Educación Secundaria","María Pinto",166,2015,406557.372144445
"4759","Hombre","Educación Secundaria","Mariquina",167,2012,224727.999568023
"4760","Hombre","Educación Secundaria","Mariquina",167,2013,310833.153757794
"4761","Hombre","Educación Secundaria","Mariquina",167,2014,355668.751184384
"4762","Hombre","Educación Secundaria","Mariquina",167,2015,293942.842267296
"4763","Hombre","Educación Secundaria","Maullín",169,2012,442581.265836234
"4764","Hombre","Educación Secundaria","Maullín",169,2013,397238.997676213
"4765","Hombre","Educación Secundaria","Maullín",169,2014,253248.464095118
"4766","Hombre","Educación Secundaria","Maullín",169,2015,261110.741277934
"4767","Hombre","Educación Secundaria","Mejillones",170,2012,505149.870670067
"4768","Hombre","Educación Secundaria","Mejillones",170,2013,488560.249519352
"4769","Hombre","Educación Secundaria","Mejillones",170,2014,596559.615132
"4770","Hombre","Educación Secundaria","Mejillones",170,2015,637044.456922373
"4771","Hombre","Educación Secundaria","Melipilla",172,2012,301359.347864958
"4772","Hombre","Educación Secundaria","Melipilla",172,2013,340185.523738148
"4773","Hombre","Educación Secundaria","Melipilla",172,2014,322923.122216904
"4774","Hombre","Educación Secundaria","Melipilla",172,2015,413385.012227347
"4775","Hombre","Educación Secundaria","Molina",173,2012,309264.446312175
"4776","Hombre","Educación Secundaria","Molina",173,2013,325745.449265709
"4777","Hombre","Educación Secundaria","Molina",173,2014,336734.567051856
"4778","Hombre","Educación Secundaria","Molina",173,2015,410423.003759958
"4779","Hombre","Educación Secundaria","Monte Patria",174,2012,345868.65293026
"4780","Hombre","Educación Secundaria","Monte Patria",174,2013,413847.36466516
"4781","Hombre","Educación Secundaria","Monte Patria",174,2014,388447.184618867
"4782","Hombre","Educación Secundaria","Monte Patria",174,2015,360717.166533951
"4783","Hombre","Educación Secundaria","Mostazal",175,2013,315055.745369538
"4784","Hombre","Educación Secundaria","Mostazal",175,2014,349934.370898182
"4785","Hombre","Educación Secundaria","Mostazal",175,2015,370350.193938302
"4786","Hombre","Educación Secundaria","MOSTAZAL",NA,2012,365892.880154639
"4787","Hombre","Educación Secundaria","Mulchén",176,2012,339461.85728754
"4788","Hombre","Educación Secundaria","Mulchén",176,2013,398169.102955001
"4789","Hombre","Educación Secundaria","Mulchén",176,2014,452277.226707349
"4790","Hombre","Educación Secundaria","Mulchén",176,2015,319111.147312508
"4791","Hombre","Educación Secundaria","Nacimiento",177,2012,426517.356150273
"4792","Hombre","Educación Secundaria","Nacimiento",177,2013,444561.694701664
"4793","Hombre","Educación Secundaria","Nacimiento",177,2014,376300.368648632
"4794","Hombre","Educación Secundaria","Nacimiento",177,2015,431398.100961316
"4795","Hombre","Educación Secundaria","Nancagua",178,2012,203195.686169032
"4796","Hombre","Educación Secundaria","Nancagua",178,2013,364141.040978961
"4797","Hombre","Educación Secundaria","Nancagua",178,2014,268702.241534819
"4798","Hombre","Educación Secundaria","Nancagua",178,2015,312167.703179405
"4799","Hombre","Educación Secundaria","Natales",179,2012,434990.919480808
"4800","Hombre","Educación Secundaria","Natales",179,2013,524668.911980273
"4801","Hombre","Educación Secundaria","Natales",179,2014,379047.694388897
"4802","Hombre","Educación Secundaria","Natales",179,2015,1117207.7367603
"4803","Hombre","Educación Secundaria","Navidad",180,2012,343940.226187907
"4804","Hombre","Educación Secundaria","Navidad",180,2013,306211.453201492
"4805","Hombre","Educación Secundaria","Navidad",180,2014,370592.065891256
"4806","Hombre","Educación Secundaria","Navidad",180,2015,379465.613212982
"4807","Hombre","Educación Secundaria","Negrete",181,2012,222500
"4808","Hombre","Educación Secundaria","Negrete",181,2013,184666.666666667
"4809","Hombre","Educación Secundaria","Negrete",181,2014,247200
"4810","Hombre","Educación Secundaria","Negrete",181,2015,402207.189357487
"4811","Hombre","Educación Secundaria","Ninhue",182,2012,301353.092783505
"4812","Hombre","Educación Secundaria","Ninhue",182,2013,498111.850386621
"4813","Hombre","Educación Secundaria","Nogales",183,2012,455875
"4814","Hombre","Educación Secundaria","Nogales",183,2013,309600
"4815","Hombre","Educación Secundaria","Nogales",183,2014,331666.666666667
"4816","Hombre","Educación Secundaria","Nogales",183,2015,282614.326358057
"4817","Hombre","Educación Secundaria","Nueva Imperial",184,2012,210272.728478096
"4818","Hombre","Educación Secundaria","Nueva Imperial",184,2013,376968.488607041
"4819","Hombre","Educación Secundaria","Nueva Imperial",184,2014,408025.073114881
"4820","Hombre","Educación Secundaria","Nueva Imperial",184,2015,430514.173479544
"4821","Hombre","Educación Secundaria","Ñuñoa",186,2013,642235.299953291
"4822","Hombre","Educación Secundaria","Ñuñoa",186,2014,1079877.55200752
"4823","Hombre","Educación Secundaria","Ñuñoa",186,2015,875297.4470633
"4824","Hombre","Educación Secundaria","ÑUÑOA",NA,2012,494153.356150046
"4825","Hombre","Educación Secundaria","Olivar",188,2012,326465.850515464
"4826","Hombre","Educación Secundaria","Olivar",188,2013,209206.977162381
"4827","Hombre","Educación Secundaria","Olivar",188,2014,264950.309394337
"4828","Hombre","Educación Secundaria","Olivar",188,2015,446539.861915806
"4829","Hombre","Educación Secundaria","Olmué",190,2012,333414.166479556
"4830","Hombre","Educación Secundaria","Olmué",190,2013,267587.307976841
"4831","Hombre","Educación Secundaria","Olmué",190,2014,345176.049097563
"4832","Hombre","Educación Secundaria","Olmué",190,2015,304589.013762789
"4833","Hombre","Educación Secundaria","Osorno",191,2012,321673.042223417
"4834","Hombre","Educación Secundaria","Osorno",191,2013,400368.718210263
"4835","Hombre","Educación Secundaria","Osorno",191,2014,330111.632235136
"4836","Hombre","Educación Secundaria","Osorno",191,2015,359195.424011974
"4837","Hombre","Educación Secundaria","Ovalle",192,2012,319622.727408116
"4838","Hombre","Educación Secundaria","Ovalle",192,2013,410257.591183239
"4839","Hombre","Educación Secundaria","Ovalle",192,2014,392255.136836821
"4840","Hombre","Educación Secundaria","Ovalle",192,2015,358068.158915015
"4841","Hombre","Educación Secundaria","Padre Hurtado",193,2012,341815.997417108
"4842","Hombre","Educación Secundaria","Padre Hurtado",193,2013,346605.847146441
"4843","Hombre","Educación Secundaria","Padre Hurtado",193,2014,375125.72887027
"4844","Hombre","Educación Secundaria","Padre Hurtado",193,2015,391256.525453879
"4845","Hombre","Educación Secundaria","Padre Las Casas",194,2012,343297.201176379
"4846","Hombre","Educación Secundaria","Padre Las Casas",194,2013,345833.427155001
"4847","Hombre","Educación Secundaria","Padre Las Casas",194,2014,458032.063278661
"4848","Hombre","Educación Secundaria","Padre Las Casas",194,2015,482159.110443225
"4849","Hombre","Educación Secundaria","Paiguano",195,2012,429846.028074701
"4850","Hombre","Educación Secundaria","Paiguano",195,2013,648210.875131799
"4851","Hombre","Educación Secundaria","Paiguano",195,2014,218388.507625645
"4852","Hombre","Educación Secundaria","Paiguano",195,2015,254929.185634071
"4853","Hombre","Educación Secundaria","Paillaco",196,2013,285975.956248567
"4854","Hombre","Educación Secundaria","Paillaco",196,2014,307249.180383034
"4855","Hombre","Educación Secundaria","Paillaco",196,2015,559174.139721097
"4856","Hombre","Educación Secundaria","PAILLACO",NA,2012,277636.88955824
"4857","Hombre","Educación Secundaria","Paine",197,2012,228376.352207336
"4858","Hombre","Educación Secundaria","Paine",197,2013,378483.163204718
"4859","Hombre","Educación Secundaria","Paine",197,2014,323147.858071394
"4860","Hombre","Educación Secundaria","Paine",197,2015,368502.633172099
"4861","Hombre","Educación Secundaria","Palmilla",199,2012,331279.513878781
"4862","Hombre","Educación Secundaria","Palmilla",199,2013,288014.514592398
"4863","Hombre","Educación Secundaria","Palmilla",199,2014,324096.103493605
"4864","Hombre","Educación Secundaria","Palmilla",199,2015,323351.051874262
"4865","Hombre","Educación Secundaria","Panguipulli",200,2012,329325.978055098
"4866","Hombre","Educación Secundaria","Panguipulli",200,2013,331872.652064082
"4867","Hombre","Educación Secundaria","Panguipulli",200,2014,340941.852275905
"4868","Hombre","Educación Secundaria","Panguipulli",200,2015,389062.87192257
"4869","Hombre","Educación Secundaria","Panquehue",201,2012,408443.059343899
"4870","Hombre","Educación Secundaria","Panquehue",201,2013,595225.811116134
"4871","Hombre","Educación Secundaria","Panquehue",201,2014,349858.82129998
"4872","Hombre","Educación Secundaria","Panquehue",201,2015,532159.54364361
"4873","Hombre","Educación Secundaria","Papudo",202,2013,387524.627202893
"4874","Hombre","Educación Secundaria","Papudo",202,2014,344806.70835702
"4875","Hombre","Educación Secundaria","Papudo",202,2015,25101.865266208
"4876","Hombre","Educación Secundaria","Paredones",203,2012,195182.26330518
"4877","Hombre","Educación Secundaria","Paredones",203,2013,278784.673928548
"4878","Hombre","Educación Secundaria","Paredones",203,2014,336832.422021407
"4879","Hombre","Educación Secundaria","Paredones",203,2015,346232.222272823
