"","sex","isic","comuna_name","comuna_datachile_id","year","FUN"
"10550","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Arica",12,2012,848877.694552935
"10551","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Arica",12,2013,583059.090267935
"10552","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Arica",12,2014,660578.381046164
"10553","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Arica",12,2015,727067.168919583
"10554","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Aysén",13,2013,864371.680468622
"10555","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Aysén",13,2014,821633.064761131
"10556","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Aysén",13,2015,967657.310380783
"10557","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2010,1110871.68528015
"10558","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2011,335546.571793695
"10559","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2012,194664.646746707
"10560","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2013,281234.976351304
"10561","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2014,498515.37974425
"10562","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Buin",14,2015,600000
"10563","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2010,392500
"10564","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2011,150000
"10565","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2012,305000
"10566","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2013,390000
"10567","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2014,800000
"10568","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Bulnes",15,2015,496959.006365108
"10569","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabildo",16,2010,1500000
"10570","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabildo",16,2011,781207.740583928
"10571","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabildo",16,2012,531596.82013506
"10572","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabildo",16,2013,491665.61229101
"10573","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabrero",18,2010,186445.847142603
"10574","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabrero",18,2011,295810.834286753
"10575","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabrero",18,2012,603372.650202726
"10576","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cabrero",18,2014,349934.370898181
"10577","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2010,1965374.4288942
"10578","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2011,1035392.90469001
"10579","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2012,693990.092988034
"10580","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2013,967792.720532977
"10581","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2014,1021102.35295267
"10582","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calama",19,2015,1290472.68950144
"10583","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calbuco",20,2010,218213.348991974
"10584","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calbuco",20,2011,186149.009332734
"10585","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calbuco",20,2012,120541.237113402
"10586","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calbuco",20,2013,413432.835820895
"10587","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2010,250000
"10588","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2011,250000
"10589","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2012,246086.312563841
"10590","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2013,354940.626840131
"10591","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2014,287064.936079452
"10592","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Caldera",21,2015,318895.751386844
"10593","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2010,133077.735170398
"10594","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2011,236684.739484416
"10595","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2012,361535.945859089
"10596","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2013,289916.801326467
"10597","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2014,507835.059178826
"10598","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera",22,2015,667777.971588098
"10599","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera de Tango",23,2010,1201174.39812096
"10600","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera de Tango",23,2011,1205799.84836998
"10601","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera de Tango",23,2012,436514.971894581
"10602","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calera de Tango",23,2013,600813.375508362
"10603","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2010,442737.116044558
"10604","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2011,316887.362487672
"10605","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2012,316139.601168628
"10606","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2013,350474.469046545
"10607","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2014,404169.0354368
"10608","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Calle Larga",24,2015,410235.206597936
"10609","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Camarones",25,2010,184322.790792884
"10610","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Camarones",25,2012,91191.7470978779
"10611","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Camarones",25,2013,120162.675101672
"10612","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2010,200195.73302016
"10613","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2011,392889.783927217
"10614","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2012,499221.240331751
"10615","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2013,655992.82389353
"10616","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2014,846103.207440616
"10617","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Canela",27,2015,114691.919799546
"10618","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2010,422608.874762688
"10619","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2011,223194.610607897
"10620","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2012,120058.016765972
"10621","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2013,333298.867566276
"10622","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2014,504260.705707783
"10623","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cañete",28,2015,319516.973325602
"10624","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Carahue",29,2010,69952.125061065
"10625","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Carahue",29,2011,80000
"10626","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Carahue",29,2013,210000
"10627","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cartagena",30,2010,159890.571568148
"10628","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cartagena",30,2013,298867.110231973
"10629","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cartagena",30,2014,329938.121132571
"10630","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Casablanca",31,2010,249829.018075232
"10631","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Casablanca",31,2011,179424.649807276
"10632","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Casablanca",31,2012,193870.489690722
"10633","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2010,550579.803074104
"10634","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2011,655569.944707981
"10635","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2012,780902.88989015
"10636","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2013,623583.762546641
"10637","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2014,947418.195082629
"10638","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Castro",32,2015,914960.498728496
"10639","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Catemu",33,2010,315783.878847093
"10640","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Catemu",33,2011,398721.44401617
"10641","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Catemu",33,2012,381713.917525773
"10642","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Catemu",33,2014,303126.7765776
"10643","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Catemu",33,2015,262063.473379212
"10644","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2010,301704.310064953
"10645","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2011,472891.629738498
"10646","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2012,316692.822829053
"10647","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2013,281329.967753978
"10648","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2014,456822.811514058
"10649","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cauquenes",34,2015,801083.715201963
"10650","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerrillos",35,2011,544636.476368501
"10651","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerrillos",35,2012,597973.736150154
"10652","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerrillos",35,2013,612491.656233827
"10653","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerrillos",35,2014,852063.020931999
"10654","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerrillos",35,2015,440923.394356253
"10655","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2010,458577.165796379
"10656","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2011,200590.742975295
"10657","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2012,241126.191121988
"10658","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2013,360071.442268356
"10659","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2014,486852.551512315
"10660","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cerro Navia",36,2015,600162.366949308
"10661","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2010,564627.541242517
"10662","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2011,995669.677052787
"10663","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2012,909363.814048809
"10664","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2013,1134733.20036133
"10665","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2014,1161839.81522043
"10666","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chañaral",39,2015,1317342.37490946
"10667","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2010,400391.46604032
"10668","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2011,248568.685106276
"10669","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2012,409583.447379555
"10670","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2013,447281.108749194
"10671","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2014,569979.1887185
"10672","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chanco",38,2015,463035.506508929
"10673","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2010,368017.634344215
"10674","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2011,418229.48788767
"10675","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2012,575870.258992719
"10676","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2013,635739.929129707
"10677","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2014,622171.914806793
"10678","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chiguayante",41,2015,562692.900536016
"10679","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chile Chico",42,2010,175847.906323196
"10680","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chile Chico",42,2013,1259060.8865312
"10681","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chile Chico",42,2014,544696.804561587
"10682","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chile Chico",42,2015,750202.958686636
"10683","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2010,580215.410406556
"10684","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2011,797251.088790534
"10685","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2012,779987.136200455
"10686","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2013,1028836.50767313
"10687","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2014,695941.377959255
"10688","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán",43,2015,942176.491870089
"10689","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2010,319880.816012361
"10690","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2011,428769.17761741
"10691","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2012,634833.747302041
"10692","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2013,298859.922570747
"10693","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2014,1132499.21618648
"10694","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chillán Viejo",44,2015,893393.507636461
"10695","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2010,1498974.10845139
"10696","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2011,996803.610040425
"10697","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2012,829725.515463917
"10698","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2013,406013.367119292
"10699","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2014,475486.116007368
"10700","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chimbarongo",45,2015,395958.734167345
"10701","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chonchi",47,2010,299794.821690278
"10702","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chonchi",47,2011,313993.137162734
"10703","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chonchi",47,2013,349139.328212081
"10704","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chonchi",47,2014,676477.923062344
"10705","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Chonchi",47,2015,461874.320898227
"10706","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2010,1453756.7266062
"10707","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2011,1046515.50847555
"10708","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2012,699317.533550982
"10709","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2013,1139096.67266357
"10710","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2014,671463.691978567
"10711","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cisnes",48,2015,1390051.74553966
"10712","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cochrane",51,2010,1354874.64786047
"10713","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cochrane",51,2011,786684.021191775
"10714","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cochrane",51,2012,705650.171296682
"10715","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cochrane",51,2013,1157500
"10716","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Cochrane",51,2014,1036000
"10717","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2010,257074.059599414
"10718","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2011,290301.853577023
"10719","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2012,321443.00058849
"10720","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2013,379391.9582066
"10721","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2014,455324.208909544
"10722","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Codegua",52,2015,1530414.03572074
"10723","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coelemu",53,2010,122915.876893014
"10724","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coelemu",53,2011,199360.722008085
"10725","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coelemu",53,2012,205321.907216495
"10726","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coelemu",53,2013,181810.825391116
"10727","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coelemu",53,2015,969973.475665523
"10728","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihaique",NA,2010,761855.303788322
"10729","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihaique",NA,2011,1099133.52431965
"10730","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihaique",NA,2012,899054.263024137
"10731","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihueco",55,2011,409132.554281987
"10732","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihueco",55,2012,753382.731958763
"10733","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihueco",55,2013,268980.399208775
"10734","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihueco",55,2014,272448.903056441
"10735","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coihueco",55,2015,600162.366949308
"10736","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2010,452555.060606373
"10737","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2011,454222.281689449
"10738","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2012,304273.197787028
"10739","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2013,518528.891160642
"10740","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2014,547954.348941425
"10741","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Colina",59,2015,616247.11562285
"10742","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2010,270388.399442332
"10743","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2011,426373.281646737
"10744","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2012,706751.330892303
"10745","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2013,200321.192950747
"10746","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2014,200460.055921424
"10747","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Collipulli",60,2015,374125.497281952
"10748","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coltauco",61,2015,600162.366949308
"10749","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2010,539000
"10750","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2011,800000
"10751","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2012,631577.930955907
"10752","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2013,573345.5
"10753","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2014,312340.891483982
"10754","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Combarbalá",62,2015,320870.022617709
"10755","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2010,530700.849205122
"10756","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2011,479341.948898578
"10757","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2012,780889.87653244
"10758","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2013,745239.592101924
"10759","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2014,853811.21307993
"10760","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concepción",64,2015,925456.645419916
"10761","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2010,381839.302313226
"10762","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2011,473307.237304346
"10763","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2012,445172.154624333
"10764","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2013,639850.107354139
"10765","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2014,504197.885217933
"10766","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Conchalí",65,2015,581995.286877019
"10767","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2010,419041.959241498
"10768","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2011,476965.619468935
"10769","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2012,1198516.68057655
"10770","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2013,1249559.88793361
"10771","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2014,1800145.97994382
"10772","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Concón",63,2015,1279099.29942718
"10773","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Constitución",66,2010,705598.25327511
"10774","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Constitución",66,2012,156330
"10775","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2010,640725.325031684
"10776","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2011,613142.949607995
"10777","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2012,588691.702887064
"10778","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2013,676366.170396349
"10779","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2014,1204680.8409873
"10780","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Copiapó",68,2015,587885.530888821
"10781","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2010,533457.186030264
"10782","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2011,397890.863246153
"10783","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2012,655492.262756291
"10784","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2013,684015.484751911
"10785","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2014,815798.155035955
"10786","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coquimbo",69,2015,651756.610469023
"10787","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2010,297267.887424689
"10788","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2011,380603.895936829
"10789","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2012,393057.441948163
"10790","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2013,418382.337489828
"10791","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2014,488646.808746677
"10792","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coronel",70,2015,474952.611410766
"10793","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2010,384037.490400194
"10794","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2011,359927.272933543
"10795","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2012,299471.504114559
"10796","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2013,177300.098855464
"10797","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2014,316371.99275867
"10798","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Corral",71,2015,2168775.34814653
"10799","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coyhaique",54,2013,1070807.63120497
"10800","Hombre","Administración pública y defensa; planes de seguridad social de afiliación obligatoria","Coyhaique",54,2014,1056778.30278838
