"","sexo","rama","comuna","2011","2013","2015"
"866","Hombre","Electricidad, Gas y Agua","Curepto",202390,7e+05,NA
"867","Hombre","Construcción","Curepto",223176,194333,152750
"868","Hombre","Comercio","Curepto",150320,163333,230000
"869","Hombre","Transporte, Almacenamiento y Comunicaciones","Curepto",718499,NA,NA
"870","Hombre","Administración Pública y Defensa","Curepto",525120,342500,681667
"871","Hombre","Enseñanza","Curepto",262560,950000,1200000
"872","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Curicó",314679,258450,331622
"873","Hombre","Pesca","Curicó",547000,NA,NA
"874","Hombre","Explotación de Minas y Canteras","Curicó",361020,686250,1123875
"875","Hombre","Industrias Manufactureras","Curicó",472109,352304,359691
"876","Hombre","Electricidad, Gas y Agua","Curicó",381885,291000,625000
"877","Hombre","Construcción","Curicó",348102,379393,435608
"878","Hombre","Comercio","Curicó",292276,315435,332230
"879","Hombre","Hoteles y Restaurantes","Curicó",318843,289944,343889
"880","Hombre","Transporte, Almacenamiento y Comunicaciones","Curicó",388884,338907,436485
"881","Hombre","Intermediación Financiera","Curicó",383862,878007,412500
"882","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Curicó",655290,455390,655545
"883","Hombre","Administración Pública y Defensa","Curicó",599627,571765,587060
"884","Hombre","Enseñanza","Curicó",429856,613372,496732
"885","Hombre","Servicios Sociales y de Salud","Curicó",1091248,752962,789436
"886","Hombre","Servicios Comunitarios, Sociales y Personales","Curicó",1013929,348857,297750
"887","Hombre","Servicio Doméstico","Curicó",144340,210000,254243
"888","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Dalcahue",378252,166667,166667
"889","Hombre","Pesca","Dalcahue",343232,234111,282391
"890","Hombre","Explotación de Minas y Canteras","Dalcahue",273500,NA,4e+05
"891","Hombre","Industrias Manufactureras","Dalcahue",304808,298085,328980
"892","Hombre","Electricidad, Gas y Agua","Dalcahue",194732,NA,241000
"893","Hombre","Construcción","Dalcahue",471225,272400,271966
"894","Hombre","Comercio","Dalcahue",280137,180000,231667
"895","Hombre","Hoteles y Restaurantes","Dalcahue",194732,210000,6e+05
"896","Hombre","Transporte, Almacenamiento y Comunicaciones","Dalcahue",701783,324857,305625
"897","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Dalcahue",273500,350000,NA
"898","Hombre","Administración Pública y Defensa","Dalcahue",368313,275000,650000
"899","Hombre","Enseñanza","Dalcahue",548374,670000,450000
"900","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Diego de Almagro",404780,NA,2e+05
"901","Hombre","Explotación de Minas y Canteras","Diego de Almagro",587366,592567,551992
"902","Hombre","Industrias Manufactureras","Diego de Almagro",661856,308333,401739
"903","Hombre","Electricidad, Gas y Agua","Diego de Almagro",317260,550000,333333
"904","Hombre","Construcción","Diego de Almagro",381235,354444,259802
"905","Hombre","Comercio","Diego de Almagro",452779,270000,310000
"906","Hombre","Hoteles y Restaurantes","Diego de Almagro",584654,275000,9e+05
"907","Hombre","Transporte, Almacenamiento y Comunicaciones","Diego de Almagro",451970,592857,390556
"908","Hombre","Intermediación Financiera","Diego de Almagro",2188000,NA,NA
"909","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Diego de Almagro",570773,326667,6e+05
"910","Hombre","Administración Pública y Defensa","Diego de Almagro",331482,506875,8e+05
"911","Hombre","Enseñanza","Diego de Almagro",622486,NA,7e+05
"912","Hombre","Servicios Sociales y de Salud","Diego de Almagro",547000,390000,NA
"913","Hombre","Servicios Comunitarios, Sociales y Personales","Diego de Almagro",410250,2e+05,410000
"914","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Doñihue",230813,208252,287109
"915","Hombre","Explotación de Minas y Canteras","Doñihue",519650,408667,455000
"916","Hombre","Industrias Manufactureras","Doñihue",331129,335345,376664
"917","Hombre","Construcción","Doñihue",383757,387273,407344
"918","Hombre","Comercio","Doñihue",219135,266631,419407
"919","Hombre","Hoteles y Restaurantes","Doñihue",196920,NA,360000
"920","Hombre","Transporte, Almacenamiento y Comunicaciones","Doñihue",394227,295393,394392
"921","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Doñihue",320052,910000,821442
"922","Hombre","Administración Pública y Defensa","Doñihue",568753,707546,750000
"923","Hombre","Enseñanza","Doñihue",164100,300589,542000
"924","Hombre","Servicios Sociales y de Salud","Doñihue",328200,NA,350000
"925","Hombre","Servicios Comunitarios, Sociales y Personales","Doñihue",196920,210000,196667
"926","Hombre","Servicio Doméstico","Doñihue",205400,240000,NA
"927","Hombre","Agricultura, Ganadería, Caza y Silvicultura","El Bosque",134927,120000,196667
"928","Hombre","Industrias Manufactureras","El Bosque",477638,330801,341816
"929","Hombre","Electricidad, Gas y Agua","El Bosque",201296,NA,393333
"930","Hombre","Construcción","El Bosque",292282,345771,363040
"931","Hombre","Comercio","El Bosque",271097,259780,353933
"932","Hombre","Hoteles y Restaurantes","El Bosque",224288,238000,325533
"933","Hombre","Transporte, Almacenamiento y Comunicaciones","El Bosque",444231,300454,378189
"934","Hombre","Intermediación Financiera","El Bosque",328200,922348,448500
"935","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","El Bosque",543841,330844,488976
"936","Hombre","Administración Pública y Defensa","El Bosque",350518,250000,673223
"937","Hombre","Enseñanza","El Bosque",224270,283333,434791
"938","Hombre","Servicios Sociales y de Salud","El Bosque",572527,315000,569206
"939","Hombre","Servicios Comunitarios, Sociales y Personales","El Bosque",357738,149000,370387
"940","Hombre","Servicio Doméstico","El Bosque",265870,358319,287054
"941","Hombre","Agricultura, Ganadería, Caza y Silvicultura","El Carmen",193886,213778,169801
"942","Hombre","Explotación de Minas y Canteras","El Carmen",308100,260000,NA
"943","Hombre","Industrias Manufactureras","El Carmen",239450,140000,176667
"944","Hombre","Construcción","El Carmen",292067,267500,307857
"945","Hombre","Comercio","El Carmen",419725,163268,248802
"946","Hombre","Transporte, Almacenamiento y Comunicaciones","El Carmen",256302,285714,248333
"947","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","El Carmen",295941,7e+05,3e+05
"948","Hombre","Administración Pública y Defensa","El Carmen",492300,NA,750000
"949","Hombre","Enseñanza","El Carmen",266936,NA,383916
"950","Hombre","Servicios Sociales y de Salud","El Carmen",437600,NA,NA
"951","Hombre","Servicios Comunitarios, Sociales y Personales","El Carmen",199108,30000,289000
"952","Hombre","Servicio Doméstico","El Carmen",287560,NA,NA
"953","Hombre","Agricultura, Ganadería, Caza y Silvicultura","El Monte",229324,222421,269215
"954","Hombre","Industrias Manufactureras","El Monte",352121,277875,395182
"955","Hombre","Construcción","El Monte",506387,437500,NA
"956","Hombre","Comercio","El Monte",756300,378571,357324
"957","Hombre","Hoteles y Restaurantes","El Monte",342150,NA,250000
"958","Hombre","Transporte, Almacenamiento y Comunicaciones","El Monte",441320,283909,425000
"959","Hombre","Intermediación Financiera","El Monte",875200,NA,1500000
"960","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","El Monte",328200,280000,NA
"961","Hombre","Servicios Sociales y de Salud","El Monte",495947,NA,1100000
"962","Hombre","Servicios Comunitarios, Sociales y Personales","El Monte",1027000,3e+05,233333
"963","Hombre","Servicio Doméstico","El Monte",218800,NA,235000
"964","Hombre","Industrias Manufactureras","El Quisco",199108,201167,304786
"965","Hombre","Construcción","El Quisco",238702,201736,365328
"966","Hombre","Comercio","El Quisco",522492,950000,583291
"967","Hombre","Transporte, Almacenamiento y Comunicaciones","El Quisco",328200,242460,343029
"968","Hombre","Enseñanza","El Quisco",328200,1e+06,362000
"969","Hombre","Servicios Sociales y de Salud","El Quisco",1969200,80000,525000
"970","Hombre","Agricultura, Ganadería, Caza y Silvicultura","El Tabo",513500,264500,NA
"971","Hombre","Pesca","El Tabo",765800,NA,241000
"972","Hombre","Industrias Manufactureras","El Tabo",123240,350000,305697
"973","Hombre","Construcción","El Tabo",341293,221667,256667
"974","Hombre","Comercio","El Tabo",262560,92000,290000
"975","Hombre","Transporte, Almacenamiento y Comunicaciones","El Tabo",547000,463000,295500
"976","Hombre","Administración Pública y Defensa","El Tabo",273500,352500,699807
"977","Hombre","Enseñanza","El Tabo",218800,NA,NA
"978","Hombre","Servicios Comunitarios, Sociales y Personales","El Tabo",273500,450000,192500
"979","Hombre","Servicio Doméstico","El Tabo",240680,220000,NA
"980","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Empedrado",177106,338000,237018
"981","Hombre","Industrias Manufactureras","Empedrado",241949,252115,237131
"982","Hombre","Construcción","Empedrado",221098,338333,250625
"983","Hombre","Comercio","Empedrado",255337,306667,188000
"984","Hombre","Transporte, Almacenamiento y Comunicaciones","Empedrado",499550,334286,5e+05
"985","Hombre","Intermediación Financiera","Empedrado",199108,NA,NA
"986","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Empedrado",273500,NA,NA
"987","Hombre","Enseñanza","Empedrado",198014,NA,5e+05
"988","Hombre","Servicios Sociales y de Salud","Empedrado",218800,NA,320000
"989","Hombre","Servicios Comunitarios, Sociales y Personales","Empedrado",188466,210000,NA
"990","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ercilla",128678,169000,233233
"991","Hombre","Industrias Manufactureras","Ercilla",182798,152000,177000
"992","Hombre","Comercio","Ercilla",144897,248000,213750
"993","Hombre","Hoteles y Restaurantes","Ercilla",102700,281605,NA
"994","Hombre","Transporte, Almacenamiento y Comunicaciones","Ercilla",319962,315500,2e+05
"995","Hombre","Administración Pública y Defensa","Ercilla",241774,396000,521033
"996","Hombre","Enseñanza","Ercilla",196920,6e+05,576000
"997","Hombre","Pesca","Estación Central",1258100,NA,NA
"998","Hombre","Explotación de Minas y Canteras","Estación Central",918960,1400000,526667
"999","Hombre","Industrias Manufactureras","Estación Central",286492,344277,374194
"1000","Hombre","Construcción","Estación Central",300197,428270,443346
"1001","Hombre","Comercio","Estación Central",351656,270596,308435
"1002","Hombre","Hoteles y Restaurantes","Estación Central",199655,440000,388692
"1003","Hombre","Transporte, Almacenamiento y Comunicaciones","Estación Central",387740,349583,447400
"1004","Hombre","Intermediación Financiera","Estación Central",492300,NA,150000
"1005","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Estación Central",539618,590361,631333
"1006","Hombre","Administración Pública y Defensa","Estación Central",404780,434000,488600
"1007","Hombre","Enseñanza","Estación Central",492203,683472,355000
"1008","Hombre","Servicios Sociales y de Salud","Estación Central",617566,637500,450000
"1009","Hombre","Servicios Comunitarios, Sociales y Personales","Estación Central",590548,250000,645313
"1010","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Florida",198310,246199,291045
"1011","Hombre","Industrias Manufactureras","Florida",202390,193944,471750
"1012","Hombre","Electricidad, Gas y Agua","Florida",306320,250000,NA
"1013","Hombre","Construcción","Florida",285873,250500,247125
"1014","Hombre","Comercio","Florida",378207,204895,313333
"1015","Hombre","Hoteles y Restaurantes","Florida",229740,NA,NA
"1016","Hombre","Transporte, Almacenamiento y Comunicaciones","Florida",355367,178001,280000
"1017","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Florida",929900,NA,NA
"1018","Hombre","Administración Pública y Defensa","Florida",382900,260000,428500
"1019","Hombre","Servicios Sociales y de Salud","Florida",350080,NA,NA
"1020","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Freire",251432,192075,249493
"1021","Hombre","Industrias Manufactureras","Freire",196730,215000,225571
"1022","Hombre","Construcción","Freire",230884,243254,297167
"1023","Hombre","Comercio","Freire",253786,575000,244417
"1024","Hombre","Transporte, Almacenamiento y Comunicaciones","Freire",196920,217500,418200
"1025","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Freire",306595,205000,247500
"1026","Hombre","Administración Pública y Defensa","Freire",350080,280000,454000
"1027","Hombre","Enseñanza","Freire",256046,436667,415636
"1028","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Freirina",252752,216667,330000
"1029","Hombre","Pesca","Freirina",588813,260000,3e+05
"1030","Hombre","Explotación de Minas y Canteras","Freirina",484295,393143,573529
"1031","Hombre","Industrias Manufactureras","Freirina",478429,413000,411429
"1032","Hombre","Electricidad, Gas y Agua","Freirina",240680,450000,NA
"1033","Hombre","Construcción","Freirina",430048,505091,456190
"1034","Hombre","Comercio","Freirina",325666,238000,494000
"1035","Hombre","Transporte, Almacenamiento y Comunicaciones","Freirina",486830,433333,434643
"1036","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Freirina",765800,7e+05,630000
"1037","Hombre","Administración Pública y Defensa","Freirina",503240,325000,320000
"1038","Hombre","Enseñanza","Freirina",317260,404667,NA
"1039","Hombre","Servicios Sociales y de Salud","Freirina",437600,6e+05,1200000
"1040","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Fresia",317605,182613,495593
"1041","Hombre","Industrias Manufactureras","Fresia",422366,242222,337500
"1042","Hombre","Construcción","Fresia",264739,180000,263767
"1043","Hombre","Comercio","Fresia",524234,175000,158000
"1044","Hombre","Transporte, Almacenamiento y Comunicaciones","Fresia",210003,150000,286000
"1045","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Fresia",1094000,210000,270000
"1046","Hombre","Administración Pública y Defensa","Fresia",328200,193384,241000
"1047","Hombre","Enseñanza","Fresia",525120,495000,325000
"1048","Hombre","Servicios Sociales y de Salud","Fresia",328200,210000,NA
"1049","Hombre","Servicios Comunitarios, Sociales y Personales","Fresia",872950,280000,NA
"1050","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Frutillar",735054,438857,275586
"1051","Hombre","Industrias Manufactureras","Frutillar",207022,246111,313125
"1052","Hombre","Electricidad, Gas y Agua","Frutillar",202390,NA,241000
"1053","Hombre","Construcción","Frutillar",339856,246667,268113
"1054","Hombre","Comercio","Frutillar",360475,309648,349708
"1055","Hombre","Hoteles y Restaurantes","Frutillar",218435,200750,1306667
"1056","Hombre","Transporte, Almacenamiento y Comunicaciones","Frutillar",302801,237429,322583
"1057","Hombre","Intermediación Financiera","Frutillar",273500,NA,320000
"1058","Hombre","Administración Pública y Defensa","Frutillar",547000,NA,492667
"1059","Hombre","Enseñanza","Frutillar",328200,NA,534286
"1060","Hombre","Servicios Comunitarios, Sociales y Personales","Frutillar",240680,150000,233333
"1061","Hombre","Servicio Doméstico","Frutillar",182197,238000,143833
"1062","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Futrono",217753,261947,319762
"1063","Hombre","Pesca","Futrono",328200,276500,250000
"1064","Hombre","Industrias Manufactureras","Futrono",291424,249312,225000
"1065","Hombre","Construcción","Futrono",217522,208629,248353
"1066","Hombre","Comercio","Futrono",252208,360000,266667
"1067","Hombre","Hoteles y Restaurantes","Futrono",226320,266667,170000
"1068","Hombre","Transporte, Almacenamiento y Comunicaciones","Futrono",250146,390008,1492085
"1069","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Futrono",199108,NA,255667
"1070","Hombre","Administración Pública y Defensa","Futrono",929900,297318,711667
"1071","Hombre","Enseñanza","Futrono",427754,610917,245000
"1072","Hombre","Servicios Sociales y de Salud","Futrono",207860,NA,3e+05
"1073","Hombre","Servicios Comunitarios, Sociales y Personales","Futrono",212770,85740,201250
"1074","Hombre","Servicio Doméstico","Futrono",232240,311429,260417
"1075","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Galvarino",134200,227223,194019
"1076","Hombre","Explotación de Minas y Canteras","Galvarino",437600,NA,650000
"1077","Hombre","Industrias Manufactureras","Galvarino",236210,187000,350000
"1078","Hombre","Construcción","Galvarino",233642,133333,220000
"1079","Hombre","Comercio","Galvarino",234712,346000,170000
"1080","Hombre","Transporte, Almacenamiento y Comunicaciones","Galvarino",207160,456667,217500
"1081","Hombre","Intermediación Financiera","Galvarino",415720,NA,NA
"1082","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Galvarino",196920,NA,NA
"1083","Hombre","Administración Pública y Defensa","Galvarino",128545,NA,477066
"1084","Hombre","Enseñanza","Galvarino",309821,778000,585000
"1085","Hombre","Servicios Sociales y de Salud","Galvarino",340781,NA,375000
"1086","Hombre","Servicios Comunitarios, Sociales y Personales","Galvarino",131280,NA,NA
"1087","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Gorbea",169278,176718,272333
"1088","Hombre","Industrias Manufactureras","Gorbea",276874,207143,257429
"1089","Hombre","Electricidad, Gas y Agua","Gorbea",152066,NA,241000
"1090","Hombre","Construcción","Gorbea",284007,188945,251250
"1091","Hombre","Comercio","Gorbea",258448,193348,352333
"1092","Hombre","Transporte, Almacenamiento y Comunicaciones","Gorbea",99189,576000,435778
"1093","Hombre","Enseñanza","Gorbea",875200,450000,NA
"1094","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Graneros",255575,267576,289493
"1095","Hombre","Explotación de Minas y Canteras","Graneros",665032,758647,937857
"1096","Hombre","Industrias Manufactureras","Graneros",303638,324821,387636
"1097","Hombre","Electricidad, Gas y Agua","Graneros",229740,1e+06,NA
"1098","Hombre","Construcción","Graneros",408150,324103,499862
"1099","Hombre","Comercio","Graneros",242773,271636,331604
"1100","Hombre","Hoteles y Restaurantes","Graneros",241409,249000,863376
"1101","Hombre","Transporte, Almacenamiento y Comunicaciones","Graneros",567567,322500,439630
"1102","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Graneros",315228,618252,1193667
"1103","Hombre","Administración Pública y Defensa","Graneros",390193,448750,472000
"1104","Hombre","Enseñanza","Graneros",303585,525000,802857
"1105","Hombre","Servicios Sociales y de Salud","Graneros",225364,775000,415000
"1106","Hombre","Servicios Comunitarios, Sociales y Personales","Graneros",215792,255000,350000
"1107","Hombre","Servicio Doméstico","Graneros",410800,210000,NA
"1108","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Hijuelas",259276,257258,247500
"1109","Hombre","Explotación de Minas y Canteras","Hijuelas",1203400,486923,575000
"1110","Hombre","Industrias Manufactureras","Hijuelas",195097,235625,490000
"1111","Hombre","Construcción","Hijuelas",378990,265333,373750
"1112","Hombre","Comercio","Hijuelas",317173,264721,249607
"1113","Hombre","Transporte, Almacenamiento y Comunicaciones","Hijuelas",369720,412000,288713
"1114","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Hijuelas",373967,NA,433333
"1115","Hombre","Administración Pública y Defensa","Hijuelas",352815,210000,NA
"1116","Hombre","Enseñanza","Hijuelas",1094000,285000,370000
"1117","Hombre","Servicios Sociales y de Salud","Hijuelas",3081000,185000,NA
"1118","Hombre","Servicios Comunitarios, Sociales y Personales","Hijuelas",153160,NA,NA
"1119","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Hualañé",223694,195391,263849
"1120","Hombre","Explotación de Minas y Canteras","Hualañé",258656,NA,4e+05
"1121","Hombre","Industrias Manufactureras","Hualañé",324400,280000,366671
"1122","Hombre","Construcción","Hualañé",255875,326429,306820
"1123","Hombre","Comercio","Hualañé",238004,231754,275000
"1124","Hombre","Transporte, Almacenamiento y Comunicaciones","Hualañé",345432,260000,NA
"1125","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Hualañé",623580,1400000,250000
"1126","Hombre","Administración Pública y Defensa","Hualañé",366679,210000,241000
"1127","Hombre","Enseñanza","Hualañé",273500,250000,552704
"1128","Hombre","Servicios Comunitarios, Sociales y Personales","Hualañé",196920,NA,6e+05
"1129","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Hualpén",410250,434750,523218
"1130","Hombre","Pesca","Hualpén",328200,30000,406574
"1131","Hombre","Industrias Manufactureras","Hualpén",395827,463422,342877
"1132","Hombre","Electricidad, Gas y Agua","Hualpén",356552,NA,463000
"1133","Hombre","Construcción","Hualpén",419667,326626,407433
"1134","Hombre","Comercio","Hualpén",474149,331004,345880
"1135","Hombre","Hoteles y Restaurantes","Hualpén",273500,386250,282500
"1136","Hombre","Transporte, Almacenamiento y Comunicaciones","Hualpén",336554,314074,405608
"1137","Hombre","Intermediación Financiera","Hualpén",419660,631667,619044
"1138","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Hualpén",296325,374048,228333
"1139","Hombre","Administración Pública y Defensa","Hualpén",407242,666181,612969
"1140","Hombre","Enseñanza","Hualpén",218800,566818,629785
"1141","Hombre","Servicios Sociales y de Salud","Hualpén",2272800,598382,715000
"1142","Hombre","Servicios Comunitarios, Sociales y Personales","Hualpén",184860,245556,316752
"1143","Hombre","Servicio Doméstico","Hualpén",1232400,2e+05,232550
"1144","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Hualqui",186033,172632,171686
"1145","Hombre","Industrias Manufactureras","Hualqui",278600,396375,235070
"1146","Hombre","Electricidad, Gas y Agua","Hualqui",200749,NA,NA
"1147","Hombre","Construcción","Hualqui",289800,312312,328333
"1148","Hombre","Comercio","Hualqui",224700,285000,311535
"1149","Hombre","Transporte, Almacenamiento y Comunicaciones","Hualqui",224270,304000,370000
"1150","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Hualqui",273500,220000,512593
"1151","Hombre","Administración Pública y Defensa","Hualqui",468232,NA,5e+05
"1152","Hombre","Enseñanza","Hualqui",200220,310000,280000
"1153","Hombre","Servicios Comunitarios, Sociales y Personales","Hualqui",295380,NA,6e+05
"1154","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Huara",152129,147774,286222
"1155","Hombre","Explotación de Minas y Canteras","Huara",474249,520333,625000
"1156","Hombre","Industrias Manufactureras","Huara",352980,195000,NA
"1157","Hombre","Construcción","Huara",285688,250000,338667
"1158","Hombre","Comercio","Huara",400883,355170,225000
"1159","Hombre","Transporte, Almacenamiento y Comunicaciones","Huara",415720,150000,457500
"1160","Hombre","Administración Pública y Defensa","Huara",547000,470000,275000
"1161","Hombre","Servicios Comunitarios, Sociales y Personales","Huara",821600,60000,NA
"1162","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Huasco",286468,316000,216667
"1163","Hombre","Pesca","Huasco",433471,207857,277143
"1164","Hombre","Explotación de Minas y Canteras","Huasco",447799,579571,816667
"1165","Hombre","Industrias Manufactureras","Huasco",421176,540000,387857
"1166","Hombre","Electricidad, Gas y Agua","Huasco",328929,810862,889286
"1167","Hombre","Construcción","Huasco",358272,410700,297000
"1168","Hombre","Comercio","Huasco",382017,283333,357500
"1169","Hombre","Hoteles y Restaurantes","Huasco",629050,223333,350000
"1170","Hombre","Transporte, Almacenamiento y Comunicaciones","Huasco",395878,471753,910500
"1171","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Huasco",323824,450000,385000
"1172","Hombre","Administración Pública y Defensa","Huasco",465497,440000,250000
"1173","Hombre","Enseñanza","Huasco",423378,776666,NA
"1174","Hombre","Servicios Sociales y de Salud","Huasco",196920,1150000,9e+05
"1175","Hombre","Servicios Comunitarios, Sociales y Personales","Huasco",159724,450000,1350000
"1176","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Huechuraba",210824,2e+05,NA
"1177","Hombre","Industrias Manufactureras","Huechuraba",318333,289573,477929
"1178","Hombre","Electricidad, Gas y Agua","Huechuraba",289910,NA,170500
"1179","Hombre","Construcción","Huechuraba",317559,322000,307742
"1180","Hombre","Comercio","Huechuraba",552942,223667,352577
"1181","Hombre","Hoteles y Restaurantes","Huechuraba",185980,NA,130000
"1182","Hombre","Transporte, Almacenamiento y Comunicaciones","Huechuraba",489858,532050,506397
"1183","Hombre","Intermediación Financiera","Huechuraba",1805100,1370000,240000
"1184","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Huechuraba",1420998,262000,401175
"1185","Hombre","Administración Pública y Defensa","Huechuraba",798620,375000,298000
"1186","Hombre","Enseñanza","Huechuraba",929900,354000,60000
"1187","Hombre","Servicios Sociales y de Salud","Huechuraba",1459506,3e+05,604000
"1188","Hombre","Servicios Comunitarios, Sociales y Personales","Huechuraba",547000,146667,347000
"1189","Hombre","Servicio Doméstico","Huechuraba",247973,215000,290000
"1190","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Illapel",193296,170044,188850
"1191","Hombre","Explotación de Minas y Canteras","Illapel",413235,396806,482347
"1192","Hombre","Industrias Manufactureras","Illapel",451733,230000,217667
"1193","Hombre","Electricidad, Gas y Agua","Illapel",262560,380000,184000
"1194","Hombre","Construcción","Illapel",285243,308178,300562
"1195","Hombre","Comercio","Illapel",274212,249693,247769
"1196","Hombre","Hoteles y Restaurantes","Illapel",4826900,242667,2133333
"1197","Hombre","Transporte, Almacenamiento y Comunicaciones","Illapel",433985,405714,371909
"1198","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Illapel",763977,886667,360000
"1199","Hombre","Administración Pública y Defensa","Illapel",475070,766000,530371
"1200","Hombre","Enseñanza","Illapel",638167,223333,640000
"1201","Hombre","Servicios Sociales y de Salud","Illapel",199108,NA,8e+05
"1202","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Independencia",616200,NA,120000
"1203","Hombre","Explotación de Minas y Canteras","Independencia",1641000,9e+05,NA
"1204","Hombre","Industrias Manufactureras","Independencia",433439,562857,469550
"1205","Hombre","Construcción","Independencia",614034,3e+05,529114
"1206","Hombre","Comercio","Independencia",532609,253150,362353
"1207","Hombre","Hoteles y Restaurantes","Independencia",343516,234000,324000
"1208","Hombre","Transporte, Almacenamiento y Comunicaciones","Independencia",549543,319091,373750
"1209","Hombre","Intermediación Financiera","Independencia",521632,5e+05,775000
"1210","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Independencia",517344,372857,528500
"1211","Hombre","Administración Pública y Defensa","Independencia",543874,766667,9e+05
"1212","Hombre","Enseñanza","Independencia",418455,280000,527500
"1213","Hombre","Servicios Sociales y de Salud","Independencia",341875,666667,1236667
"1214","Hombre","Servicios Comunitarios, Sociales y Personales","Independencia",618660,133333,286857
"1215","Hombre","Servicio Doméstico","Independencia",353573,170000,240000
"1216","Hombre","Organizaciones y órganos Extraterritoriales","Independencia",196920,NA,NA
"1217","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Iquique",458451,250000,NA
"1218","Hombre","Pesca","Iquique",435009,544199,385540
"1219","Hombre","Explotación de Minas y Canteras","Iquique",764207,841837,935538
"1220","Hombre","Industrias Manufactureras","Iquique",455635,611074,484722
"1221","Hombre","Electricidad, Gas y Agua","Iquique",881746,697143,386667
"1222","Hombre","Construcción","Iquique",480098,472053,559409
"1223","Hombre","Comercio","Iquique",503955,465905,550613
"1224","Hombre","Hoteles y Restaurantes","Iquique",451103,397946,495885
"1225","Hombre","Transporte, Almacenamiento y Comunicaciones","Iquique",542981,454285,496515
"1226","Hombre","Intermediación Financiera","Iquique",612871,834625,1720000
"1227","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Iquique",639153,736344,909769
"1228","Hombre","Administración Pública y Defensa","Iquique",777367,817376,827850
"1229","Hombre","Enseñanza","Iquique",573647,742749,817641
"1230","Hombre","Servicios Sociales y de Salud","Iquique",829371,1329725,1239702
"1231","Hombre","Servicios Comunitarios, Sociales y Personales","Iquique",399089,587319,519600
"1232","Hombre","Servicio Doméstico","Iquique",273591,295909,283750
"1233","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Isla de Maipo",202838,206846,237000
"1234","Hombre","Explotación de Minas y Canteras","Isla de Maipo",199108,NA,750000
"1235","Hombre","Industrias Manufactureras","Isla de Maipo",299319,550000,378000
"1236","Hombre","Construcción","Isla de Maipo",429328,383333,360000
"1237","Hombre","Comercio","Isla de Maipo",342350,679882,278364
"1238","Hombre","Hoteles y Restaurantes","Isla de Maipo",221535,215000,NA
"1239","Hombre","Transporte, Almacenamiento y Comunicaciones","Isla de Maipo",203601,350242,4e+05
"1240","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Isla de Maipo",308138,5e+05,380333
