"","sexo","region","rama","2011","2013","2015"
"382","Mujer","Arica y Parinacota","Intermediación Financiera",354688,299796,798875
"383","Mujer","Atacama","Intermediación Financiera",441043,719200,522665
"384","Mujer","Aysén","Intermediación Financiera",470967,448750,777681
"385","Mujer","Bíobío","Intermediación Financiera",514299,481603,525865
"386","Mujer","Coquimbo","Intermediación Financiera",394101,483000,552232
"387","Mujer","Los Lagos","Intermediación Financiera",612518,475615,456196
"388","Mujer","Los Ríos","Intermediación Financiera",390209,428000,504750
"389","Mujer","Magallanes","Intermediación Financiera",456337,486358,650167
"390","Mujer","Maule","Intermediación Financiera",382974,468085,596750
"391","Mujer","Metropolitana","Intermediación Financiera",671938,771735,850080
"392","Mujer","O'Higgins","Intermediación Financiera",372925,500826,566283
"393","Mujer","Tarapacá","Intermediación Financiera",471243,726111,680417
"394","Mujer","Valparaíso","Intermediación Financiera",667657,584579,625901
"395","Mujer","Antofagasta","Actividades Inmobiliarias, Empresariales y de Alquiler",460013,422153,539464
"396","Mujer","Araucanía","Actividades Inmobiliarias, Empresariales y de Alquiler",368804,300888,316936
"397","Mujer","Arica y Parinacota","Actividades Inmobiliarias, Empresariales y de Alquiler",328747,301603,379450
"398","Mujer","Atacama","Actividades Inmobiliarias, Empresariales y de Alquiler",433031,400661,433446
"399","Mujer","Aysén","Actividades Inmobiliarias, Empresariales y de Alquiler",560658,337234,321708
"400","Mujer","Bíobío","Actividades Inmobiliarias, Empresariales y de Alquiler",377084,364092,394551
"401","Mujer","Coquimbo","Actividades Inmobiliarias, Empresariales y de Alquiler",308636,306995,466375
"402","Mujer","Los Lagos","Actividades Inmobiliarias, Empresariales y de Alquiler",416350,309930,383501
"403","Mujer","Los Ríos","Actividades Inmobiliarias, Empresariales y de Alquiler",430462,364173,402781
"404","Mujer","Magallanes","Actividades Inmobiliarias, Empresariales y de Alquiler",597648,378302,479000
"405","Mujer","Maule","Actividades Inmobiliarias, Empresariales y de Alquiler",460357,458922,578305
"406","Mujer","Metropolitana","Actividades Inmobiliarias, Empresariales y de Alquiler",736522,587438,706553
"407","Mujer","O'Higgins","Actividades Inmobiliarias, Empresariales y de Alquiler",384641,304241,420096
"408","Mujer","Tarapacá","Actividades Inmobiliarias, Empresariales y de Alquiler",467245,588517,406704
"409","Mujer","Valparaíso","Actividades Inmobiliarias, Empresariales y de Alquiler",466652,421608,424755
"410","Mujer","Antofagasta","Administración Pública y Defensa",471770,528300,525053
"411","Mujer","Araucanía","Administración Pública y Defensa",392036,530085,470863
"412","Mujer","Arica y Parinacota","Administración Pública y Defensa",452326,500144,442900
"413","Mujer","Atacama","Administración Pública y Defensa",425316,544625,636474
"414","Mujer","Aysén","Administración Pública y Defensa",615973,552967,698645
"415","Mujer","Bíobío","Administración Pública y Defensa",278081,371980,447350
"416","Mujer","Coquimbo","Administración Pública y Defensa",324644,431862,454441
"417","Mujer","Los Lagos","Administración Pública y Defensa",362428,515048,655108
"418","Mujer","Los Ríos","Administración Pública y Defensa",462122,482180,474435
"419","Mujer","Magallanes","Administración Pública y Defensa",610615,556918,751057
"420","Mujer","Maule","Administración Pública y Defensa",362333,466321,504645
"421","Mujer","Metropolitana","Administración Pública y Defensa",595116,569250,778595
"422","Mujer","O'Higgins","Administración Pública y Defensa",407729,441857,528988
"423","Mujer","Tarapacá","Administración Pública y Defensa",485049,639075,507521
"424","Mujer","Valparaíso","Administración Pública y Defensa",486632,509437,565524
"425","Mujer","Antofagasta","Enseñanza",456073,443492,459456
"426","Mujer","Araucanía","Enseñanza",356390,400416,419779
"427","Mujer","Arica y Parinacota","Enseñanza",385272,369739,381297
"428","Mujer","Atacama","Enseñanza",379305,399565,471457
"429","Mujer","Aysén","Enseñanza",499641,596661,586745
"430","Mujer","Bíobío","Enseñanza",376364,390806,436462
"431","Mujer","Coquimbo","Enseñanza",352091,357194,433657
"432","Mujer","Los Lagos","Enseñanza",413656,405790,421323
"433","Mujer","Los Ríos","Enseñanza",420146,379439,393181
"434","Mujer","Magallanes","Enseñanza",548063,503589,554133
"435","Mujer","Maule","Enseñanza",361966,362183,414151
"436","Mujer","Metropolitana","Enseñanza",462873,476968,551866
"437","Mujer","O'Higgins","Enseñanza",350679,366663,461268
"438","Mujer","Tarapacá","Enseñanza",377541,454490,439239
"439","Mujer","Valparaíso","Enseñanza",417632,357662,426321
"440","Mujer","Antofagasta","Servicios Sociales y de Salud",432251,561736,496252
"441","Mujer","Araucanía","Servicios Sociales y de Salud",339997,437474,543399
"442","Mujer","Arica y Parinacota","Servicios Sociales y de Salud",431633,403491,521766
"443","Mujer","Atacama","Servicios Sociales y de Salud",453032,442609,511781
"444","Mujer","Aysén","Servicios Sociales y de Salud",654044,520126,653831
"445","Mujer","Bíobío","Servicios Sociales y de Salud",371550,397741,444854
"446","Mujer","Coquimbo","Servicios Sociales y de Salud",282032,438027,461213
"447","Mujer","Los Lagos","Servicios Sociales y de Salud",420374,423850,515429
"448","Mujer","Los Ríos","Servicios Sociales y de Salud",449463,428575,422259
"449","Mujer","Magallanes","Servicios Sociales y de Salud",425234,515092,572655
"450","Mujer","Maule","Servicios Sociales y de Salud",445322,440085,388815
"451","Mujer","Metropolitana","Servicios Sociales y de Salud",571730,530045,628798
"452","Mujer","O'Higgins","Servicios Sociales y de Salud",399780,360160,448485
"453","Mujer","Tarapacá","Servicios Sociales y de Salud",461407,526554,514640
"454","Mujer","Valparaíso","Servicios Sociales y de Salud",377597,453772,486224
"455","Mujer","Antofagasta","Servicios Comunitarios, Sociales y Personales",404271,330773,364097
"456","Mujer","Araucanía","Servicios Comunitarios, Sociales y Personales",259640,171538,202584
"457","Mujer","Arica y Parinacota","Servicios Comunitarios, Sociales y Personales",254354,252589,240000
"458","Mujer","Atacama","Servicios Comunitarios, Sociales y Personales",228451,243739,329338
"459","Mujer","Aysén","Servicios Comunitarios, Sociales y Personales",337373,281297,325428
"460","Mujer","Bíobío","Servicios Comunitarios, Sociales y Personales",307501,205260,232636
"461","Mujer","Coquimbo","Servicios Comunitarios, Sociales y Personales",593872,286515,235166
"462","Mujer","Los Lagos","Servicios Comunitarios, Sociales y Personales",292164,280739,271429
"463","Mujer","Los Ríos","Servicios Comunitarios, Sociales y Personales",318818,217878,250100
"464","Mujer","Magallanes","Servicios Comunitarios, Sociales y Personales",438271,319453,291787
"465","Mujer","Maule","Servicios Comunitarios, Sociales y Personales",350484,192382,243820
"466","Mujer","Metropolitana","Servicios Comunitarios, Sociales y Personales",463506,368628,424964
"467","Mujer","O'Higgins","Servicios Comunitarios, Sociales y Personales",294667,221798,266971
"468","Mujer","Tarapacá","Servicios Comunitarios, Sociales y Personales",343398,371853,381259
"469","Mujer","Valparaíso","Servicios Comunitarios, Sociales y Personales",283385,231420,283199
"470","Mujer","Antofagasta","Servicio Doméstico",187062,183112,205821
"471","Mujer","Araucanía","Servicio Doméstico",117973,135632,159238
"472","Mujer","Arica y Parinacota","Servicio Doméstico",153608,128888,161948
"473","Mujer","Atacama","Servicio Doméstico",157319,175064,184305
"474","Mujer","Aysén","Servicio Doméstico",143277,142625,189662
"475","Mujer","Bíobío","Servicio Doméstico",122588,131062,155503
"476","Mujer","Coquimbo","Servicio Doméstico",139126,147389,173819
"477","Mujer","Los Lagos","Servicio Doméstico",125738,146065,164276
"478","Mujer","Los Ríos","Servicio Doméstico",144601,143921,155763
"479","Mujer","Magallanes","Servicio Doméstico",153893,150075,174664
"480","Mujer","Maule","Servicio Doméstico",127832,154462,154503
"481","Mujer","Metropolitana","Servicio Doméstico",201510,194710,244679
"482","Mujer","O'Higgins","Servicio Doméstico",144401,151816,178943
"483","Mujer","Tarapacá","Servicio Doméstico",179055,185018,205472
"484","Mujer","Valparaíso","Servicio Doméstico",146086,151203,175684
"485","Mujer","Antofagasta","Organizaciones y órganos Extraterritoriales",328200,NA,NA
"486","Mujer","Araucanía","Organizaciones y órganos Extraterritoriales",80956,105000,NA
"487","Mujer","Atacama","Organizaciones y órganos Extraterritoriales",226458,NA,NA
"488","Mujer","Bíobío","Organizaciones y órganos Extraterritoriales",161912,195200,333000
"489","Mujer","Los Lagos","Organizaciones y órganos Extraterritoriales",916225,NA,NA
"490","Mujer","Metropolitana","Organizaciones y órganos Extraterritoriales",328562,958329,1061778
"491","Mujer","Tarapacá","Organizaciones y órganos Extraterritoriales",112682,NA,NA
"492","Mujer","Valparaíso","Organizaciones y órganos Extraterritoriales",423925,NA,NA
