"","sexo","rama","comuna","2011","2013","2015"
"2051","Hombre","Servicios Sociales y de Salud","Nogales",82160,451647,417000
"2052","Hombre","Servicios Comunitarios, Sociales y Personales","Nogales",426660,240000,2e+05
"2053","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Nueva Imperial",205400,80000,1e+05
"2054","Hombre","Explotación de Minas y Canteras","Nueva Imperial",875200,NA,NA
"2055","Hombre","Industrias Manufactureras","Nueva Imperial",218253,210000,250000
"2056","Hombre","Construcción","Nueva Imperial",227538,210000,285000
"2057","Hombre","Comercio","Nueva Imperial",193518,3e+05,250000
"2058","Hombre","Transporte, Almacenamiento y Comunicaciones","Nueva Imperial",202390,250000,250000
"2059","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Nueva Imperial",246150,190000,160000
"2060","Hombre","Administración Pública y Defensa","Nueva Imperial",547000,495000,3e+05
"2061","Hombre","Enseñanza","Nueva Imperial",262560,NA,3e+05
"2062","Hombre","Servicios Comunitarios, Sociales y Personales","Nueva Imperial",123240,2e+05,3e+05
"2063","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ñuñoa",1152943,NA,2e+06
"2064","Hombre","Explotación de Minas y Canteras","Ñuñoa",1422200,1500000,1800000
"2065","Hombre","Industrias Manufactureras","Ñuñoa",924300,5e+05,5e+05
"2066","Hombre","Electricidad, Gas y Agua","Ñuñoa",3282000,NA,2250000
"2067","Hombre","Construcción","Ñuñoa",196920,1900000,7e+05
"2068","Hombre","Comercio","Ñuñoa",391837,850000,428772
"2069","Hombre","Hoteles y Restaurantes","Ñuñoa",185980,347288,3e+05
"2070","Hombre","Transporte, Almacenamiento y Comunicaciones","Ñuñoa",475550,6e+05,6e+05
"2071","Hombre","Intermediación Financiera","Ñuñoa",1641000,2e+06,1350000
"2072","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ñuñoa",738935,1020000,1e+06
"2073","Hombre","Administración Pública y Defensa","Ñuñoa",1094000,1500000,985000
"2074","Hombre","Enseñanza","Ñuñoa",1176564,850000,9e+05
"2075","Hombre","Servicios Sociales y de Salud","Ñuñoa",2464800,1065000,1150000
"2076","Hombre","Servicios Comunitarios, Sociales y Personales","Ñuñoa",1094000,5e+05,5e+05
"2077","Hombre","Servicio Doméstico","Ñuñoa",1630011,170000,250000
"2078","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Olivar",196920,2e+05,245000
"2079","Hombre","Explotación de Minas y Canteras","Olivar",590760,450000,250000
"2080","Hombre","Industrias Manufactureras","Olivar",328200,260000,297500
"2081","Hombre","Construcción","Olivar",196920,3e+05,283684
"2082","Hombre","Comercio","Olivar",218800,3e+05,5e+05
"2083","Hombre","Hoteles y Restaurantes","Olivar",199108,275000,NA
"2084","Hombre","Transporte, Almacenamiento y Comunicaciones","Olivar",382900,325000,325000
"2085","Hombre","Intermediación Financiera","Olivar",437600,NA,1500000
"2086","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Olivar",804300,1800000,265000
"2087","Hombre","Enseñanza","Olivar",437600,1500000,1500000
"2088","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Olmué",194732,205000,240000
"2089","Hombre","Explotación de Minas y Canteras","Olmué",547000,4e+05,550000
"2090","Hombre","Industrias Manufactureras","Olmué",196920,230000,330000
"2091","Hombre","Construcción","Olmué",202390,271997,340000
"2092","Hombre","Comercio","Olmué",196920,210000,275000
"2093","Hombre","Hoteles y Restaurantes","Olmué",821600,375000,271484
"2094","Hombre","Transporte, Almacenamiento y Comunicaciones","Olmué",410800,210000,353393
"2095","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Olmué",206910,NA,3e+05
"2096","Hombre","Administración Pública y Defensa","Olmué",273500,694228,85000
"2097","Hombre","Enseñanza","Olmué",547000,450000,3e+05
"2098","Hombre","Servicios Comunitarios, Sociales y Personales","Olmué",157536,225000,197500
"2099","Hombre","Servicio Doméstico","Olmué",218800,264151,241000
"2100","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Osorno",205400,200044,290000
"2101","Hombre","Pesca","Osorno",382900,6e+05,285000
"2102","Hombre","Industrias Manufactureras","Osorno",251620,250000,255000
"2103","Hombre","Electricidad, Gas y Agua","Osorno",196920,360000,805357
"2104","Hombre","Construcción","Osorno",201296,210000,265000
"2105","Hombre","Comercio","Osorno",199108,210000,250000
"2106","Hombre","Hoteles y Restaurantes","Osorno",218800,250000,2e+05
"2107","Hombre","Transporte, Almacenamiento y Comunicaciones","Osorno",224270,280000,3e+05
"2108","Hombre","Intermediación Financiera","Osorno",382900,339734,559000
"2109","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Osorno",711100,489157,3e+05
"2110","Hombre","Administración Pública y Defensa","Osorno",557940,325200,4e+05
"2111","Hombre","Enseñanza","Osorno",492300,423262,4e+05
"2112","Hombre","Servicios Sociales y de Salud","Osorno",393840,692500,380000
"2113","Hombre","Servicios Comunitarios, Sociales y Personales","Osorno",254355,2e+05,250000
"2114","Hombre","Servicio Doméstico","Osorno",102700,80000,120000
"2115","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ovalle",199108,210000,241000
"2116","Hombre","Pesca","Ovalle",202390,4e+05,160000
"2117","Hombre","Explotación de Minas y Canteras","Ovalle",437600,450000,450000
"2118","Hombre","Industrias Manufactureras","Ovalle",359450,365000,245000
"2119","Hombre","Electricidad, Gas y Agua","Ovalle",196920,335000,530000
"2120","Hombre","Construcción","Ovalle",253060,220000,3e+05
"2121","Hombre","Comercio","Ovalle",215670,205000,241000
"2122","Hombre","Hoteles y Restaurantes","Ovalle",300850,540000,290000
"2123","Hombre","Transporte, Almacenamiento y Comunicaciones","Ovalle",262560,250000,3e+05
"2124","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ovalle",224270,332703,5e+05
"2125","Hombre","Administración Pública y Defensa","Ovalle",251620,4e+05,5e+05
"2126","Hombre","Enseñanza","Ovalle",295380,540000,3e+05
"2127","Hombre","Servicios Sociales y de Salud","Ovalle",711100,310000,425000
"2128","Hombre","Servicios Comunitarios, Sociales y Personales","Ovalle",196920,275000,330000
"2129","Hombre","Servicio Doméstico","Ovalle",369720,182500,280000
"2130","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Padre Hurtado",251620,225000,250000
"2131","Hombre","Explotación de Minas y Canteras","Padre Hurtado",328200,3e+05,450000
"2132","Hombre","Industrias Manufactureras","Padre Hurtado",240680,3e+05,320000
"2133","Hombre","Construcción","Padre Hurtado",410800,225030,425000
"2134","Hombre","Comercio","Padre Hurtado",272387,210000,312824
"2135","Hombre","Transporte, Almacenamiento y Comunicaciones","Padre Hurtado",437600,3e+05,3e+05
"2136","Hombre","Intermediación Financiera","Padre Hurtado",2188000,270000,NA
"2137","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Padre Hurtado",1695700,290000,305000
"2138","Hombre","Administración Pública y Defensa","Padre Hurtado",765800,233210,321348
"2139","Hombre","Enseñanza","Padre Hurtado",658917,NA,NA
"2140","Hombre","Servicios Sociales y de Salud","Padre Hurtado",2054000,NA,NA
"2141","Hombre","Servicio Doméstico","Padre Hurtado",273500,155000,250000
"2142","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Padre Las Casas",184860,140000,150000
"2143","Hombre","Pesca","Padre Las Casas",328200,NA,NA
"2144","Hombre","Explotación de Minas y Canteras","Padre Las Casas",196920,NA,241000
"2145","Hombre","Industrias Manufactureras","Padre Las Casas",199108,221000,241000
"2146","Hombre","Electricidad, Gas y Agua","Padre Las Casas",181604,320000,250000
"2147","Hombre","Construcción","Padre Las Casas",202390,235000,251000
"2148","Hombre","Comercio","Padre Las Casas",196920,210000,241000
"2149","Hombre","Hoteles y Restaurantes","Padre Las Casas",217328,210000,241000
"2150","Hombre","Transporte, Almacenamiento y Comunicaciones","Padre Las Casas",196247,230000,285000
"2151","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Padre Las Casas",198014,250000,297000
"2152","Hombre","Administración Pública y Defensa","Padre Las Casas",262560,5e+05,625000
"2153","Hombre","Enseñanza","Padre Las Casas",262560,6e+05,575000
"2154","Hombre","Servicios Sociales y de Salud","Padre Las Casas",218800,362722,260000
"2155","Hombre","Servicios Comunitarios, Sociales y Personales","Padre Las Casas",263340,225000,190000
"2156","Hombre","Servicio Doméstico","Padre Las Casas",143780,170000,241000
"2157","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Paiguano",191450,210000,240000
"2158","Hombre","Explotación de Minas y Canteras","Paiguano",415720,210000,350000
"2159","Hombre","Industrias Manufactureras","Paiguano",2875600,NA,30000
"2160","Hombre","Comercio","Paiguano",338910,255000,135000
"2161","Hombre","Enseñanza","Paiguano",656400,1200000,NA
"2162","Hombre","Servicio Doméstico","Paiguano",205400,NA,NA
"2163","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Paillaco",199108,2e+05,241000
"2164","Hombre","Explotación de Minas y Canteras","Paillaco",448540,6e+05,350000
"2165","Hombre","Industrias Manufactureras","Paillaco",196920,240000,220500
"2166","Hombre","Electricidad, Gas y Agua","Paillaco",203484,NA,250000
"2167","Hombre","Construcción","Paillaco",199108,2e+05,250000
"2168","Hombre","Comercio","Paillaco",205400,2e+05,2e+05
"2169","Hombre","Hoteles y Restaurantes","Paillaco",306595,NA,450000
"2170","Hombre","Transporte, Almacenamiento y Comunicaciones","Paillaco",240680,180000,350000
"2171","Hombre","Intermediación Financiera","Paillaco",612640,NA,NA
"2172","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Paillaco",304007,250000,241000
"2173","Hombre","Administración Pública y Defensa","Paillaco",199108,380000,350000
"2174","Hombre","Enseñanza","Paillaco",437600,5e+05,395000
"2175","Hombre","Servicios Sociales y de Salud","Paillaco",262560,375000,325000
"2176","Hombre","Servicio Doméstico","Paillaco",102700,165000,80000
"2177","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Paine",205672,210000,250000
"2178","Hombre","Explotación de Minas y Canteras","Paine",328200,NA,NA
"2179","Hombre","Industrias Manufactureras","Paine",307210,298000,322248
"2180","Hombre","Electricidad, Gas y Agua","Paine",218800,5e+05,NA
"2181","Hombre","Construcción","Paine",328200,3e+05,245500
"2182","Hombre","Comercio","Paine",282362,250000,280000
"2183","Hombre","Transporte, Almacenamiento y Comunicaciones","Paine",218800,3e+05,3e+05
"2184","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Paine",218800,225000,512000
"2185","Hombre","Administración Pública y Defensa","Paine",382900,210000,250000
"2186","Hombre","Enseñanza","Paine",218800,610000,365000
"2187","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Palmilla",199108,210000,250000
"2188","Hombre","Industrias Manufactureras","Palmilla",196920,210000,263000
"2189","Hombre","Electricidad, Gas y Agua","Palmilla",328200,NA,250000
"2190","Hombre","Construcción","Palmilla",229740,250000,65739
"2191","Hombre","Comercio","Palmilla",199108,3e+05,250000
"2192","Hombre","Transporte, Almacenamiento y Comunicaciones","Palmilla",347892,220000,475000
"2193","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Palmilla",1109564,NA,250000
"2194","Hombre","Enseñanza","Palmilla",354456,5e+05,650000
"2195","Hombre","Servicios Sociales y de Salud","Palmilla",656400,270000,247000
"2196","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Panguipulli",177228,180000,235000
"2197","Hombre","Pesca","Panguipulli",169570,2e+05,235500
"2198","Hombre","Explotación de Minas y Canteras","Panguipulli",547000,6e+05,270000
"2199","Hombre","Industrias Manufactureras","Panguipulli",202254,2e+05,235000
"2200","Hombre","Electricidad, Gas y Agua","Panguipulli",164100,250000,220000
"2201","Hombre","Construcción","Panguipulli",205672,2e+05,250000
"2202","Hombre","Comercio","Panguipulli",219894,210000,250000
"2203","Hombre","Hoteles y Restaurantes","Panguipulli",328200,225000,2e+05
"2204","Hombre","Transporte, Almacenamiento y Comunicaciones","Panguipulli",273500,210000,3e+05
"2205","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Panguipulli",195826,262000,270000
"2206","Hombre","Administración Pública y Defensa","Panguipulli",229740,210000,255000
"2207","Hombre","Enseñanza","Panguipulli",268030,215000,3e+05
"2208","Hombre","Servicios Sociales y de Salud","Panguipulli",355550,245500,4e+05
"2209","Hombre","Servicios Comunitarios, Sociales y Personales","Panguipulli",202390,2e+05,260000
"2210","Hombre","Servicio Doméstico","Panguipulli",143780,185000,2e+05
"2211","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Panquehue",204578,210000,297000
"2212","Hombre","Explotación de Minas y Canteras","Panquehue",334561,4e+05,6e+05
"2213","Hombre","Industrias Manufactureras","Panquehue",256268,350000,330000
"2214","Hombre","Construcción","Panquehue",196920,210000,180000
"2215","Hombre","Comercio","Panquehue",237444,240000,250000
"2216","Hombre","Hoteles y Restaurantes","Panquehue",191994,265000,260000
"2217","Hombre","Transporte, Almacenamiento y Comunicaciones","Panquehue",364849,425000,241000
"2218","Hombre","Intermediación Financiera","Panquehue",328200,NA,350000
"2219","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Panquehue",3081000,4e+06,240000
"2220","Hombre","Servicio Doméstico","Panquehue",164320,NA,NA
"2221","Hombre","Pesca","Papudo",207661,2e+05,240000
"2222","Hombre","Explotación de Minas y Canteras","Papudo",879718,8e+05,1e+05
"2223","Hombre","Industrias Manufactureras","Papudo",513500,NA,NA
"2224","Hombre","Construcción","Papudo",284440,4e+05,241000
"2225","Hombre","Comercio","Papudo",348960,250000,4e+05
"2226","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Papudo",262560,260000,370000
"2227","Hombre","Administración Pública y Defensa","Papudo",838954,6e+05,4e+05
"2228","Hombre","Servicio Doméstico","Papudo",369720,260000,3e+05
"2229","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Paredones",190356,202500,247000
"2230","Hombre","Pesca","Paredones",308100,190000,2e+05
"2231","Hombre","Industrias Manufactureras","Paredones",182698,210000,240000
"2232","Hombre","Comercio","Paredones",410800,160000,2e+05
"2233","Hombre","Hoteles y Restaurantes","Paredones",410800,150000,NA
"2234","Hombre","Administración Pública y Defensa","Paredones",415720,210000,3e+05
"2235","Hombre","Enseñanza","Paredones",656400,NA,NA
"2236","Hombre","Servicios Sociales y de Salud","Paredones",355550,NA,NA
"2237","Hombre","Servicios Comunitarios, Sociales y Personales","Paredones",190356,NA,NA
"2238","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Parral",199108,191000,240000
"2239","Hombre","Industrias Manufactureras","Parral",205141,210000,241000
"2240","Hombre","Electricidad, Gas y Agua","Parral",185980,NA,452604
"2241","Hombre","Construcción","Parral",201160,2e+05,241000
"2242","Hombre","Comercio","Parral",205141,205000,240000
"2243","Hombre","Hoteles y Restaurantes","Parral",616200,NA,241000
"2244","Hombre","Transporte, Almacenamiento y Comunicaciones","Parral",205141,182500,298018
"2245","Hombre","Intermediación Financiera","Parral",273500,NA,289000
"2246","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Parral",328200,NA,350000
"2247","Hombre","Administración Pública y Defensa","Parral",410250,717188,425000
"2248","Hombre","Enseñanza","Parral",268030,674000,566000
"2249","Hombre","Servicios Sociales y de Salud","Parral",345704,NA,241000
"2250","Hombre","Servicio Doméstico","Parral",123240,60000,246500
"2251","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pedro Aguirre Cerda",199108,210000,335000
"2252","Hombre","Industrias Manufactureras","Pedro Aguirre Cerda",232475,3e+05,3e+05
"2253","Hombre","Electricidad, Gas y Agua","Pedro Aguirre Cerda",218800,NA,NA
"2254","Hombre","Construcción","Pedro Aguirre Cerda",318150,280000,280000
"2255","Hombre","Comercio","Pedro Aguirre Cerda",241502,245456,273594
"2256","Hombre","Hoteles y Restaurantes","Pedro Aguirre Cerda",199108,275000,245000
"2257","Hombre","Transporte, Almacenamiento y Comunicaciones","Pedro Aguirre Cerda",240680,285000,419556
"2258","Hombre","Intermediación Financiera","Pedro Aguirre Cerda",382900,378362,660000
"2259","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Pedro Aguirre Cerda",244763,3e+05,338000
"2260","Hombre","Administración Pública y Defensa","Pedro Aguirre Cerda",328200,3e+05,390000
"2261","Hombre","Enseñanza","Pedro Aguirre Cerda",610913,193000,3e+05
"2262","Hombre","Servicios Sociales y de Salud","Pedro Aguirre Cerda",273500,450000,4e+05
"2263","Hombre","Servicios Comunitarios, Sociales y Personales","Pedro Aguirre Cerda",253604,260000,288000
"2264","Hombre","Servicio Doméstico","Pedro Aguirre Cerda",251620,290000,250000
"2265","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pelarco",196920,210000,250000
"2266","Hombre","Industrias Manufactureras","Pelarco",147690,210000,4e+05
"2267","Hombre","Construcción","Pelarco",369720,210000,263000
"2268","Hombre","Comercio","Pelarco",196920,225000,180000
"2269","Hombre","Hoteles y Restaurantes","Pelarco",196920,NA,325000
"2270","Hombre","Transporte, Almacenamiento y Comunicaciones","Pelarco",196920,280000,257000
"2271","Hombre","Administración Pública y Defensa","Pelarco",423925,3e+05,4e+05
"2272","Hombre","Enseñanza","Pelarco",459480,3e+05,412000
"2273","Hombre","Servicios Sociales y de Salud","Pelarco",153160,245000,NA
"2274","Hombre","Servicio Doméstico","Pelarco",196920,NA,NA
"2275","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pelluhue",131280,2e+05,280000
"2276","Hombre","Pesca","Pelluhue",195130,250000,175000
"2277","Hombre","Industrias Manufactureras","Pelluhue",143780,229312,252500
"2278","Hombre","Electricidad, Gas y Agua","Pelluhue",218800,NA,NA
"2279","Hombre","Construcción","Pelluhue",199108,220000,375000
"2280","Hombre","Comercio","Pelluhue",164320,205000,360000
"2281","Hombre","Hoteles y Restaurantes","Pelluhue",205400,210000,NA
"2282","Hombre","Transporte, Almacenamiento y Comunicaciones","Pelluhue",218800,210000,340000
"2283","Hombre","Administración Pública y Defensa","Pelluhue",251620,220000,450000
"2284","Hombre","Servicios Sociales y de Salud","Pelluhue",328200,NA,NA
"2285","Hombre","Servicios Comunitarios, Sociales y Personales","Pelluhue",169570,NA,250000
"2286","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pemuco",131280,165000,2e+05
"2287","Hombre","Industrias Manufactureras","Pemuco",199108,243700,345000
"2288","Hombre","Construcción","Pemuco",251620,210000,3e+05
"2289","Hombre","Comercio","Pemuco",204578,150000,1025000
"2290","Hombre","Transporte, Almacenamiento y Comunicaciones","Pemuco",218800,218034,252490
"2291","Hombre","Intermediación Financiera","Pemuco",306320,NA,NA
"2292","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Pemuco",317260,5e+05,NA
"2293","Hombre","Administración Pública y Defensa","Pemuco",1274510,320000,373000
"2294","Hombre","Servicios Sociales y de Salud","Pemuco",199108,280000,3e+05
"2295","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Peñaflor",268030,220000,280000
"2296","Hombre","Explotación de Minas y Canteras","Peñaflor",2188000,NA,6e+05
"2297","Hombre","Industrias Manufactureras","Peñaflor",268030,320000,350000
"2298","Hombre","Electricidad, Gas y Agua","Peñaflor",328200,NA,625000
"2299","Hombre","Construcción","Peñaflor",202390,3e+05,350000
"2300","Hombre","Comercio","Peñaflor",251620,290000,350000
"2301","Hombre","Hoteles y Restaurantes","Peñaflor",246480,490000,3e+05
"2302","Hombre","Transporte, Almacenamiento y Comunicaciones","Peñaflor",437600,410784,450000
"2303","Hombre","Intermediación Financiera","Peñaflor",875200,620779,2800000
"2304","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Peñaflor",262560,550000,725000
"2305","Hombre","Administración Pública y Defensa","Peñaflor",273500,560000,8e+05
"2306","Hombre","Enseñanza","Peñaflor",273500,420000,625000
"2307","Hombre","Servicios Comunitarios, Sociales y Personales","Peñaflor",1232400,284638,410197
"2308","Hombre","Servicio Doméstico","Peñaflor",215670,250000,3e+05
"2309","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Peñalolén",1333046,305000,4e+05
"2310","Hombre","Explotación de Minas y Canteras","Peñalolén",2188000,9e+05,584426
"2311","Hombre","Industrias Manufactureras","Peñalolén",289817,265000,480000
"2312","Hombre","Electricidad, Gas y Agua","Peñalolén",1641000,390000,NA
"2313","Hombre","Construcción","Peñalolén",273500,3e+05,325500
"2314","Hombre","Comercio","Peñalolén",278605,250000,3e+05
"2315","Hombre","Hoteles y Restaurantes","Peñalolén",175040,350000,350000
"2316","Hombre","Transporte, Almacenamiento y Comunicaciones","Peñalolén",289910,390000,410621
"2317","Hombre","Intermediación Financiera","Peñalolén",809560,450000,1325000
"2318","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Peñalolén",350080,271848,9e+05
"2319","Hombre","Administración Pública y Defensa","Peñalolén",317260,350000,7e+05
"2320","Hombre","Enseñanza","Peñalolén",306320,305000,350000
"2321","Hombre","Servicios Sociales y de Salud","Peñalolén",875200,450000,320000
"2322","Hombre","Servicios Comunitarios, Sociales y Personales","Peñalolén",199630,250000,285000
"2323","Hombre","Servicio Doméstico","Peñalolén",308100,260000,3e+05
"2324","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pencahue",198014,210000,241000
"2325","Hombre","Explotación de Minas y Canteras","Pencahue",328200,625000,435000
"2326","Hombre","Industrias Manufactureras","Pencahue",218800,2e+05,285000
"2327","Hombre","Construcción","Pencahue",216065,250000,322500
"2328","Hombre","Comercio","Pencahue",196920,360000,210500
"2329","Hombre","Transporte, Almacenamiento y Comunicaciones","Pencahue",355550,210000,2e+05
"2330","Hombre","Administración Pública y Defensa","Pencahue",196920,4e+05,3e+05
"2331","Hombre","Enseñanza","Pencahue",273500,305000,1e+06
"2332","Hombre","Servicios Sociales y de Salud","Pencahue",765800,3e+05,NA
"2333","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Penco",199108,175000,240000
"2334","Hombre","Pesca","Penco",133510,215000,225000
"2335","Hombre","Industrias Manufactureras","Penco",322730,265000,280000
"2336","Hombre","Electricidad, Gas y Agua","Penco",393840,4e+05,NA
"2337","Hombre","Construcción","Penco",205177,235000,250000
"2338","Hombre","Comercio","Penco",199108,3e+05,320000
"2339","Hombre","Hoteles y Restaurantes","Penco",200749,425000,250000
"2340","Hombre","Transporte, Almacenamiento y Comunicaciones","Penco",273500,230000,310000
"2341","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Penco",218800,250000,250000
"2342","Hombre","Administración Pública y Defensa","Penco",525120,4e+05,384721
"2343","Hombre","Enseñanza","Penco",448540,5e+05,9e+05
"2344","Hombre","Servicios Sociales y de Salud","Penco",333670,190000,330000
"2345","Hombre","Servicios Comunitarios, Sociales y Personales","Penco",213330,2e+05,3e+05
"2346","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Peralillo",196920,2e+05,250000
"2347","Hombre","Industrias Manufactureras","Peralillo",210048,190000,3e+05
"2348","Hombre","Construcción","Peralillo",302909,195000,250000
"2349","Hombre","Comercio","Peralillo",188715,147500,250000
"2350","Hombre","Hoteles y Restaurantes","Peralillo",240680,NA,NA
"2351","Hombre","Transporte, Almacenamiento y Comunicaciones","Peralillo",213330,196286,3e+05
"2352","Hombre","Intermediación Financiera","Peralillo",547000,8e+05,NA
"2353","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Peralillo",355550,210000,5e+05
"2354","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Perquenco",199108,210000,240000
"2355","Hombre","Industrias Manufactureras","Perquenco",213330,230000,3e+05
"2356","Hombre","Construcción","Perquenco",114959,180000,205000
"2357","Hombre","Comercio","Perquenco",196920,150000,3e+05
"2358","Hombre","Administración Pública y Defensa","Perquenco",208954,330000,3e+05
"2359","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Petorca",196920,210000,241000
"2360","Hombre","Explotación de Minas y Canteras","Petorca",317260,350000,375000
"2361","Hombre","Construcción","Petorca",268030,307285,343984
"2362","Hombre","Comercio","Petorca",410800,3e+05,689392
"2363","Hombre","Transporte, Almacenamiento y Comunicaciones","Petorca",308100,230000,210000
"2364","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Petorca",235210,1066879,NA
"2365","Hombre","Enseñanza","Petorca",454010,380000,1e+06
"2366","Hombre","Servicios Comunitarios, Sociales y Personales","Petorca",87520,150000,NA
"2367","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Peumo",218253,210000,256626
"2368","Hombre","Industrias Manufactureras","Peumo",327653,3e+05,345000
"2369","Hombre","Construcción","Peumo",213330,275000,3e+05
"2370","Hombre","Comercio","Peumo",273500,265000,286290
"2371","Hombre","Hoteles y Restaurantes","Peumo",143780,242668,3e+05
"2372","Hombre","Transporte, Almacenamiento y Comunicaciones","Peumo",187074,266548,250000
"2373","Hombre","Intermediación Financiera","Peumo",167694,210000,8e+05
"2374","Hombre","Administración Pública y Defensa","Peumo",492300,3e+05,545770
"2375","Hombre","Enseñanza","Peumo",145502,375000,352750
"2376","Hombre","Servicios Sociales y de Salud","Peumo",306320,NA,250000
"2377","Hombre","Servicios Comunitarios, Sociales y Personales","Peumo",82160,350000,1e+06
"2378","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pica",191450,2e+05,275000
"2379","Hombre","Explotación de Minas y Canteras","Pica",437600,5e+05,5e+05
"2380","Hombre","Industrias Manufactureras","Pica",472420,2e+05,250000
"2381","Hombre","Construcción","Pica",205400,2e+05,4e+05
"2382","Hombre","Comercio","Pica",233310,2e+05,2e+05
"2383","Hombre","Hoteles y Restaurantes","Pica",164320,175000,425000
"2384","Hombre","Transporte, Almacenamiento y Comunicaciones","Pica",616200,350000,4e+05
"2385","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Pica",437600,3e+05,5e+05
"2386","Hombre","Administración Pública y Defensa","Pica",437600,1262054,310000
"2387","Hombre","Enseñanza","Pica",235210,245000,8e+05
"2388","Hombre","Servicio Doméstico","Pica",183792,265000,NA
"2389","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pichidegua",204578,210000,250000
"2390","Hombre","Industrias Manufactureras","Pichidegua",251620,255000,350000
"2391","Hombre","Construcción","Pichidegua",369720,205000,241000
"2392","Hombre","Comercio","Pichidegua",202390,210000,290000
"2393","Hombre","Transporte, Almacenamiento y Comunicaciones","Pichidegua",616200,347500,275000
"2394","Hombre","Administración Pública y Defensa","Pichidegua",328200,5e+05,1200000
"2395","Hombre","Enseñanza","Pichidegua",328200,726500,596000
"2396","Hombre","Servicio Doméstico","Pichidegua",205400,NA,NA
"2397","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pichilemu",213683,245000,240000
"2398","Hombre","Industrias Manufactureras","Pichilemu",143780,210000,350000
"2399","Hombre","Construcción","Pichilemu",382900,2e+05,390000
"2400","Hombre","Comercio","Pichilemu",295380,2e+05,265000
"2401","Hombre","Hoteles y Restaurantes","Pichilemu",196920,2e+05,3e+05
"2402","Hombre","Transporte, Almacenamiento y Comunicaciones","Pichilemu",308100,225000,3e+05
"2403","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Pichilemu",201160,1100000,1e+06
"2404","Hombre","Administración Pública y Defensa","Pichilemu",601700,275000,390000
"2405","Hombre","Enseñanza","Pichilemu",164100,4e+05,355000
"2406","Hombre","Servicios Comunitarios, Sociales y Personales","Pichilemu",196920,5e+05,280000
"2407","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Pinto",159724,165000,150000
"2408","Hombre","Industrias Manufactureras","Pinto",243580,1e+05,187000
"2409","Hombre","Construcción","Pinto",202254,240000,245500
"2410","Hombre","Comercio","Pinto",196920,90000,220500
