"","sexo","rama","provincia","2011","2013","2015"
"385","Hombre","Servicios Comunitarios, Sociales y Personales","Iquique",413364,498683,481133
"386","Hombre","Servicio Doméstico","Iquique",253835,292937,281562
"387","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Limarí",239273,216029,231700
"388","Hombre","Pesca","Limarí",202390,4e+05,153750
"389","Hombre","Explotación de Minas y Canteras","Limarí",564850,652145,454048
"390","Hombre","Industrias Manufactureras","Limarí",356427,366906,304183
"391","Hombre","Electricidad, Gas y Agua","Limarí",349299,319833,493333
"392","Hombre","Construcción","Limarí",306956,257551,330089
"393","Hombre","Comercio","Limarí",248226,313982,276132
"394","Hombre","Hoteles y Restaurantes","Limarí",323807,460000,776333
"395","Hombre","Transporte, Almacenamiento y Comunicaciones","Limarí",375774,293302,364182
"396","Hombre","Intermediación Financiera","Limarí",2054000,470000,320000
"397","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Limarí",365349,537648,660000
"398","Hombre","Administración Pública y Defensa","Limarí",413669,389272,410429
"399","Hombre","Enseñanza","Limarí",349976,533826,424917
"400","Hombre","Servicios Sociales y de Salud","Limarí",589497,295699,406000
"401","Hombre","Servicios Comunitarios, Sociales y Personales","Limarí",268213,3e+05,480329
"402","Hombre","Servicio Doméstico","Limarí",369720,195000,276667
"403","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Linares",220793,211864,263511
"404","Hombre","Explotación de Minas y Canteras","Linares",764454,605928,576591
"405","Hombre","Industrias Manufactureras","Linares",261084,270914,250259
"406","Hombre","Electricidad, Gas y Agua","Linares",260302,293750,497658
"407","Hombre","Construcción","Linares",278145,296337,347912
"408","Hombre","Comercio","Linares",241264,226579,276512
"409","Hombre","Hoteles y Restaurantes","Linares",282473,241818,294397
"410","Hombre","Transporte, Almacenamiento y Comunicaciones","Linares",308259,384632,441040
"411","Hombre","Intermediación Financiera","Linares",601700,855000,533250
"412","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Linares",487162,445125,466578
"413","Hombre","Administración Pública y Defensa","Linares",394054,397809,522492
"414","Hombre","Enseñanza","Linares",436815,438082,536478
"415","Hombre","Servicios Sociales y de Salud","Linares",250358,348889,489000
"416","Hombre","Servicios Comunitarios, Sociales y Personales","Linares",279868,233480,274333
"417","Hombre","Servicio Doméstico","Linares",93993,109200,213500
"418","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Llanquihue",464170,255066,301521
"419","Hombre","Pesca","Llanquihue",316993,320509,469734
"420","Hombre","Explotación de Minas y Canteras","Llanquihue",335493,377500,243600
"421","Hombre","Industrias Manufactureras","Llanquihue",422974,300672,351042
"422","Hombre","Electricidad, Gas y Agua","Llanquihue",461005,793540,343231
"423","Hombre","Construcción","Llanquihue",351975,327751,331236
"424","Hombre","Comercio","Llanquihue",411175,338482,355491
"425","Hombre","Hoteles y Restaurantes","Llanquihue",383963,343002,427889
"426","Hombre","Transporte, Almacenamiento y Comunicaciones","Llanquihue",389304,384955,371291
"427","Hombre","Intermediación Financiera","Llanquihue",510242,708333,655833
"428","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Llanquihue",408475,515902,608596
"429","Hombre","Administración Pública y Defensa","Llanquihue",643913,625349,669443
"430","Hombre","Enseñanza","Llanquihue",519839,562739,560641
"431","Hombre","Servicios Sociales y de Salud","Llanquihue",741251,763355,737279
"432","Hombre","Servicios Comunitarios, Sociales y Personales","Llanquihue",542050,273839,311037
"433","Hombre","Servicio Doméstico","Llanquihue",224416,210000,190375
"434","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Los Andes",221550,236436,291060
"435","Hombre","Explotación de Minas y Canteras","Los Andes",848066,711177,893932
"436","Hombre","Industrias Manufactureras","Los Andes",553564,274641,495621
"437","Hombre","Electricidad, Gas y Agua","Los Andes",226093,298500,831151
"438","Hombre","Construcción","Los Andes",564550,337757,340352
"439","Hombre","Comercio","Los Andes",441245,329188,332295
"440","Hombre","Hoteles y Restaurantes","Los Andes",297104,256667,357424
"441","Hombre","Transporte, Almacenamiento y Comunicaciones","Los Andes",528892,307854,452671
"442","Hombre","Intermediación Financiera","Los Andes",519650,607500,516667
"443","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Los Andes",844499,650679,1145385
"444","Hombre","Administración Pública y Defensa","Los Andes",488570,598750,631857
"445","Hombre","Enseñanza","Los Andes",723035,521262,597942
"446","Hombre","Servicios Sociales y de Salud","Los Andes",1323693,413333,553750
"447","Hombre","Servicios Comunitarios, Sociales y Personales","Los Andes",376081,259625,340000
"448","Hombre","Servicio Doméstico","Los Andes",255487,235714,265873
"449","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Magallanes",496876,340083,1143333
"450","Hombre","Pesca","Magallanes",419225,523231,704818
"451","Hombre","Explotación de Minas y Canteras","Magallanes",762044,770070,1129535
"452","Hombre","Industrias Manufactureras","Magallanes",538016,512347,519041
"453","Hombre","Electricidad, Gas y Agua","Magallanes",679086,802184,706116
"454","Hombre","Construcción","Magallanes",445688,379352,529814
"455","Hombre","Comercio","Magallanes",421312,381683,443865
"456","Hombre","Hoteles y Restaurantes","Magallanes",278723,389413,483550
"457","Hombre","Transporte, Almacenamiento y Comunicaciones","Magallanes",878743,531823,516088
"458","Hombre","Intermediación Financiera","Magallanes",449634,728571,1260000
"459","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Magallanes",818519,542490,1220556
"460","Hombre","Administración Pública y Defensa","Magallanes",780986,733871,834551
"461","Hombre","Enseñanza","Magallanes",751083,692563,701984
"462","Hombre","Servicios Sociales y de Salud","Magallanes",638394,850538,1185899
"463","Hombre","Servicios Comunitarios, Sociales y Personales","Magallanes",403483,396257,452101
"464","Hombre","Servicio Doméstico","Magallanes",531986,114444,220000
"465","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Maipo",273801,247569,269673
"466","Hombre","Explotación de Minas y Canteras","Maipo",402045,504000,512000
"467","Hombre","Industrias Manufactureras","Maipo",369206,372019,344880
"468","Hombre","Electricidad, Gas y Agua","Maipo",260007,466667,298750
"469","Hombre","Construcción","Maipo",287606,343727,373216
"470","Hombre","Comercio","Maipo",359614,326228,393135
"471","Hombre","Hoteles y Restaurantes","Maipo",261101,190500,298994
"472","Hombre","Transporte, Almacenamiento y Comunicaciones","Maipo",382173,400893,419780
"473","Hombre","Intermediación Financiera","Maipo",554002,440000,833333
"474","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Maipo",554220,554358,588874
"475","Hombre","Administración Pública y Defensa","Maipo",471159,620357,783721
"476","Hombre","Enseñanza","Maipo",1157915,416875,512299
"477","Hombre","Servicios Sociales y de Salud","Maipo",352289,619602,577807
"478","Hombre","Servicios Comunitarios, Sociales y Personales","Maipo",364127,329454,427000
"479","Hombre","Servicio Doméstico","Maipo",234998,294375,292163
"480","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Malleco",203489,211233,258004
"481","Hombre","Pesca","Malleco",179152,230000,250000
"482","Hombre","Explotación de Minas y Canteras","Malleco",521182,347993,587188
"483","Hombre","Industrias Manufactureras","Malleco",262581,280979,354500
"484","Hombre","Electricidad, Gas y Agua","Malleco",387714,351667,398875
"485","Hombre","Construcción","Malleco",335029,331561,294995
"486","Hombre","Comercio","Malleco",233029,277600,337199
"487","Hombre","Hoteles y Restaurantes","Malleco",157054,347447,249605
"488","Hombre","Transporte, Almacenamiento y Comunicaciones","Malleco",350340,302082,328511
"489","Hombre","Intermediación Financiera","Malleco",376200,270000,1180333
"490","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Malleco",1065541,356904,452251
"491","Hombre","Administración Pública y Defensa","Malleco",586314,546098,595661
"492","Hombre","Enseñanza","Malleco",550080,484386,485150
"493","Hombre","Servicios Sociales y de Salud","Malleco",303366,799158,703553
"494","Hombre","Servicios Comunitarios, Sociales y Personales","Malleco",278292,274385,364400
"495","Hombre","Servicio Doméstico","Malleco",186916,111197,137800
"496","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Marga Marga",240336,237923,314493
"497","Hombre","Pesca","Marga Marga",932294,6e+05,210000
"498","Hombre","Explotación de Minas y Canteras","Marga Marga",957999,707042,689218
"499","Hombre","Industrias Manufactureras","Marga Marga",379460,439163,442110
"500","Hombre","Electricidad, Gas y Agua","Marga Marga",727290,379977,590809
"501","Hombre","Construcción","Marga Marga",348697,423576,454949
"502","Hombre","Comercio","Marga Marga",338626,441587,427452
"503","Hombre","Hoteles y Restaurantes","Marga Marga",315866,362250,261259
"504","Hombre","Transporte, Almacenamiento y Comunicaciones","Marga Marga",462204,373923,470773
"505","Hombre","Intermediación Financiera","Marga Marga",1318870,769924,630000
"506","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Marga Marga",614269,589026,740726
"507","Hombre","Administración Pública y Defensa","Marga Marga",597625,643838,701624
"508","Hombre","Enseñanza","Marga Marga",599232,521216,792268
"509","Hombre","Servicios Sociales y de Salud","Marga Marga",529649,576182,818788
"510","Hombre","Servicios Comunitarios, Sociales y Personales","Marga Marga",417157,290738,408144
"511","Hombre","Servicio Doméstico","Marga Marga",236546,177412,269618
"512","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Melipilla",257220,237470,343271
"513","Hombre","Pesca","Melipilla",501052,NA,NA
"514","Hombre","Explotación de Minas y Canteras","Melipilla",387550,500400,570517
"515","Hombre","Industrias Manufactureras","Melipilla",335682,270187,438771
"516","Hombre","Electricidad, Gas y Agua","Melipilla",199108,126667,6e+05
"517","Hombre","Construcción","Melipilla",369335,339753,367039
"518","Hombre","Comercio","Melipilla",247332,314277,397629
"519","Hombre","Hoteles y Restaurantes","Melipilla",358832,275000,250333
"520","Hombre","Transporte, Almacenamiento y Comunicaciones","Melipilla",481305,311483,430504
"521","Hombre","Intermediación Financiera","Melipilla",306320,NA,410000
"522","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Melipilla",812966,467208,663792
"523","Hombre","Administración Pública y Defensa","Melipilla",328477,514013,618668
"524","Hombre","Enseñanza","Melipilla",517827,426700,475938
"525","Hombre","Servicios Sociales y de Salud","Melipilla",153160,520000,341357
"526","Hombre","Servicios Comunitarios, Sociales y Personales","Melipilla",312567,3e+05,412560
"527","Hombre","Servicio Doméstico","Melipilla",210508,2e+05,259000
"528","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ñuble",198555,218977,225278
"529","Hombre","Pesca","Ñuble",196920,175000,607143
"530","Hombre","Explotación de Minas y Canteras","Ñuble",472707,455016,484167
"531","Hombre","Industrias Manufactureras","Ñuble",353845,278298,341232
"532","Hombre","Electricidad, Gas y Agua","Ñuble",355887,229190,342883
"533","Hombre","Construcción","Ñuble",264356,287400,329795
"534","Hombre","Comercio","Ñuble",258075,259789,374354
"535","Hombre","Hoteles y Restaurantes","Ñuble",250225,216243,298065
"536","Hombre","Transporte, Almacenamiento y Comunicaciones","Ñuble",304433,305489,342163
"537","Hombre","Intermediación Financiera","Ñuble",236943,611775,616667
"538","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ñuble",363339,741197,438790
"539","Hombre","Administración Pública y Defensa","Ñuble",474645,495650,559840
"540","Hombre","Enseñanza","Ñuble",383714,442384,597928
"541","Hombre","Servicios Sociales y de Salud","Ñuble",2346381,424028,685492
"542","Hombre","Servicios Comunitarios, Sociales y Personales","Ñuble",225008,200993,284535
"543","Hombre","Servicio Doméstico","Ñuble",215122,121867,138503
"544","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Osorno",417233,256617,284097
"545","Hombre","Pesca","Osorno",343207,321949,347700
"546","Hombre","Industrias Manufactureras","Osorno",283689,417850,314764
"547","Hombre","Electricidad, Gas y Agua","Osorno",269233,364667,624497
"548","Hombre","Construcción","Osorno",267304,305876,345524
"549","Hombre","Comercio","Osorno",305729,270508,356999
"550","Hombre","Hoteles y Restaurantes","Osorno",335129,312143,267060
"551","Hombre","Transporte, Almacenamiento y Comunicaciones","Osorno",298011,438289,332038
"552","Hombre","Intermediación Financiera","Osorno",536789,332367,738500
"553","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Osorno",974239,521305,349667
"554","Hombre","Administración Pública y Defensa","Osorno",483973,536487,643940
"555","Hombre","Enseñanza","Osorno",499453,627933,563119
"556","Hombre","Servicios Sociales y de Salud","Osorno",724971,1153722,530023
"557","Hombre","Servicios Comunitarios, Sociales y Personales","Osorno",230527,198771,291591
"558","Hombre","Servicio Doméstico","Osorno",147012,138040,193389
"559","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Parinacota",548630,98824,158000
"560","Hombre","Industrias Manufactureras","Parinacota",574350,NA,2e+05
"561","Hombre","Construcción","Parinacota",212838,260300,266000
"562","Hombre","Comercio","Parinacota",347175,80000,240000
"563","Hombre","Administración Pública y Defensa","Parinacota",574350,458333,352533
"564","Hombre","Enseñanza","Parinacota",289910,1150000,693333
"565","Hombre","Servicios Sociales y de Salud","Parinacota",142220,272500,318000
"566","Hombre","Servicios Comunitarios, Sociales y Personales","Parinacota",164320,NA,NA
"567","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Petorca",230540,221738,287064
"568","Hombre","Pesca","Petorca",242805,177840,511819
"569","Hombre","Explotación de Minas y Canteras","Petorca",390797,465594,446904
"570","Hombre","Industrias Manufactureras","Petorca",321783,259612,321967
"571","Hombre","Construcción","Petorca",295444,342557,322192
"572","Hombre","Comercio","Petorca",283835,309375,284815
"573","Hombre","Hoteles y Restaurantes","Petorca",174237,266000,238889
"574","Hombre","Transporte, Almacenamiento y Comunicaciones","Petorca",289098,342068,327955
"575","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Petorca",349370,360764,352562
"576","Hombre","Administración Pública y Defensa","Petorca",586212,459500,510656
"577","Hombre","Enseñanza","Petorca",444463,398449,690061
"578","Hombre","Servicios Sociales y de Salud","Petorca",382900,626824,441571
"579","Hombre","Servicios Comunitarios, Sociales y Personales","Petorca",276892,218030,296828
"580","Hombre","Servicio Doméstico","Petorca",259739,247588,304526
"581","Hombre","Organizaciones y órganos Extraterritoriales","Petorca",513500,NA,NA
"582","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Quillota",321356,250146,276075
"583","Hombre","Explotación de Minas y Canteras","Quillota",565377,673207,851973
"584","Hombre","Industrias Manufactureras","Quillota",568041,317632,492196
"585","Hombre","Electricidad, Gas y Agua","Quillota",311356,490000,4e+05
"586","Hombre","Construcción","Quillota",316152,322556,346806
"587","Hombre","Comercio","Quillota",312552,300302,305459
"588","Hombre","Hoteles y Restaurantes","Quillota",321227,287353,287769
"589","Hombre","Transporte, Almacenamiento y Comunicaciones","Quillota",463600,385366,423550
"590","Hombre","Intermediación Financiera","Quillota",750484,654200,556000
"591","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Quillota",449469,550548,360810
"592","Hombre","Administración Pública y Defensa","Quillota",562181,609687,615419
"593","Hombre","Enseñanza","Quillota",437516,513285,472788
"594","Hombre","Servicios Sociales y de Salud","Quillota",1052287,513516,688900
"595","Hombre","Servicios Comunitarios, Sociales y Personales","Quillota",306320,287792,417500
"596","Hombre","Servicio Doméstico","Quillota",202390,187088,231031
"597","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Ranco",314835,329443,306866
"598","Hombre","Pesca","Ranco",417215,268250,313400
"599","Hombre","Explotación de Minas y Canteras","Ranco",526214,455000,410000
"600","Hombre","Industrias Manufactureras","Ranco",306331,304691,295107
"601","Hombre","Electricidad, Gas y Agua","Ranco",263654,270750,390000
"602","Hombre","Construcción","Ranco",287092,249190,321434
"603","Hombre","Comercio","Ranco",312112,228866,286350
"604","Hombre","Hoteles y Restaurantes","Ranco",531184,265000,193750
"605","Hombre","Transporte, Almacenamiento y Comunicaciones","Ranco",338165,295163,382777
"606","Hombre","Intermediación Financiera","Ranco",287267,663333,306667
"607","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Ranco",406144,415232,392304
"608","Hombre","Administración Pública y Defensa","Ranco",626044,453848,634241
"609","Hombre","Enseñanza","Ranco",369772,391356,482086
"610","Hombre","Servicios Sociales y de Salud","Ranco",570703,679857,465556
"611","Hombre","Servicios Comunitarios, Sociales y Personales","Ranco",168165,197592,229000
"612","Hombre","Servicio Doméstico","Ranco",205360,243636,184317
"613","Hombre","Agricultura, Ganadería, Caza y Silvicultura","San Antonio",339704,249196,335765
"614","Hombre","Pesca","San Antonio",276892,136364,228250
"615","Hombre","Explotación de Minas y Canteras","San Antonio",246150,320000,498292
"616","Hombre","Industrias Manufactureras","San Antonio",249061,302079,384247
"617","Hombre","Electricidad, Gas y Agua","San Antonio",142220,313333,433333
"618","Hombre","Construcción","San Antonio",365934,309848,342600
"619","Hombre","Comercio","San Antonio",361074,525257,383630
"620","Hombre","Hoteles y Restaurantes","San Antonio",276126,216302,326948
"621","Hombre","Transporte, Almacenamiento y Comunicaciones","San Antonio",349747,353907,436430
"622","Hombre","Intermediación Financiera","San Antonio",601700,2e+05,667500
"623","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","San Antonio",262593,734791,678952
"624","Hombre","Administración Pública y Defensa","San Antonio",622364,501232,518672
"625","Hombre","Enseñanza","San Antonio",404780,680000,651778
"626","Hombre","Servicios Sociales y de Salud","San Antonio",719931,664444,644697
"627","Hombre","Servicios Comunitarios, Sociales y Personales","San Antonio",306829,312097,389792
"628","Hombre","Servicio Doméstico","San Antonio",219810,247839,227702
"629","Hombre","Agricultura, Ganadería, Caza y Silvicultura","San Felipe",270529,240520,286457
"630","Hombre","Explotación de Minas y Canteras","San Felipe",635274,510990,681772
"631","Hombre","Industrias Manufactureras","San Felipe",429550,285470,350167
"632","Hombre","Electricidad, Gas y Agua","San Felipe",353552,210000,485667
"633","Hombre","Construcción","San Felipe",292105,291544,313832
"634","Hombre","Comercio","San Felipe",271750,271837,324522
"635","Hombre","Hoteles y Restaurantes","San Felipe",328756,227975,264865
"636","Hombre","Transporte, Almacenamiento y Comunicaciones","San Felipe",355558,429889,453056
"637","Hombre","Intermediación Financiera","San Felipe",430307,NA,485714
"638","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","San Felipe",1239339,1776506,552773
"639","Hombre","Administración Pública y Defensa","San Felipe",345752,397472,521870
"640","Hombre","Enseñanza","San Felipe",430411,436141,584001
"641","Hombre","Servicios Sociales y de Salud","San Felipe",265842,336545,552727
"642","Hombre","Servicios Comunitarios, Sociales y Personales","San Felipe",246708,537000,366681
"643","Hombre","Servicio Doméstico","San Felipe",366289,171500,164333
"644","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Santiago",1125269,519429,594297
"645","Hombre","Pesca","Santiago",1258100,NA,1067000
"646","Hombre","Explotación de Minas y Canteras","Santiago",1294843,1166118,1722088
"647","Hombre","Industrias Manufactureras","Santiago",543204,472436,518212
"648","Hombre","Electricidad, Gas y Agua","Santiago",1284883,700454,1058388
"649","Hombre","Construcción","Santiago",518898,471687,569062
"650","Hombre","Comercio","Santiago",556998,435306,521031
"651","Hombre","Hoteles y Restaurantes","Santiago",481558,354874,411333
"652","Hombre","Transporte, Almacenamiento y Comunicaciones","Santiago",557661,501807,602749
"653","Hombre","Intermediación Financiera","Santiago",1360545,1014610,1347009
"654","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Santiago",1153374,1117477,1180500
"655","Hombre","Administración Pública y Defensa","Santiago",892693,770383,958061
"656","Hombre","Enseñanza","Santiago",798757,710886,931494
"657","Hombre","Servicios Sociales y de Salud","Santiago",1246588,958211,1303948
"658","Hombre","Servicios Comunitarios, Sociales y Personales","Santiago",609371,484051,621437
"659","Hombre","Servicio Doméstico","Santiago",397632,255858,310792
"660","Hombre","Organizaciones y órganos Extraterritoriales","Santiago",2665960,332702,3365833
"661","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Talagante",223337,238729,530865
"662","Hombre","Explotación de Minas y Canteras","Talagante",1483902,255000,2010000
"663","Hombre","Industrias Manufactureras","Talagante",346681,417515,408686
"664","Hombre","Electricidad, Gas y Agua","Talagante",630873,230000,838200
"665","Hombre","Construcción","Talagante",437641,385693,407932
"666","Hombre","Comercio","Talagante",420823,411921,459840
"667","Hombre","Hoteles y Restaurantes","Talagante",506126,295000,414296
"668","Hombre","Transporte, Almacenamiento y Comunicaciones","Talagante",447011,398377,415337
"669","Hombre","Intermediación Financiera","Talagante",962720,532890,1197750
"670","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Talagante",761963,1571801,994293
"671","Hombre","Administración Pública y Defensa","Talagante",684531,599481,508196
"672","Hombre","Enseñanza","Talagante",443957,555909,493200
"673","Hombre","Servicios Sociales y de Salud","Talagante",1036568,272500,937800
"674","Hombre","Servicios Comunitarios, Sociales y Personales","Talagante",880812,269046,283220
"675","Hombre","Servicio Doméstico","Talagante",221812,235171,313500
"676","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Talca",264882,238518,297111
"677","Hombre","Pesca","Talca",148699,237018,283000
"678","Hombre","Explotación de Minas y Canteras","Talca",517368,611529,605737
"679","Hombre","Industrias Manufactureras","Talca",326515,287980,356592
"680","Hombre","Electricidad, Gas y Agua","Talca",551525,602417,510091
"681","Hombre","Construcción","Talca",299050,322557,441000
"682","Hombre","Comercio","Talca",341111,270260,331759
"683","Hombre","Hoteles y Restaurantes","Talca",389028,385000,397591
"684","Hombre","Transporte, Almacenamiento y Comunicaciones","Talca",387176,413490,413647
"685","Hombre","Intermediación Financiera","Talca",586888,1002000,799427
"686","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Talca",343026,576165,707688
"687","Hombre","Administración Pública y Defensa","Talca",501626,579891,601773
"688","Hombre","Enseñanza","Talca",433404,534022,727316
"689","Hombre","Servicios Sociales y de Salud","Talca",484603,536155,782059
"690","Hombre","Servicios Comunitarios, Sociales y Personales","Talca",261571,317353,283112
"691","Hombre","Servicio Doméstico","Talca",258213,133333,249556
"692","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tamarugal",299420,155402,217983
"693","Hombre","Explotación de Minas y Canteras","Tamarugal",511177,551650,528147
"694","Hombre","Industrias Manufactureras","Tamarugal",595495,207023,407593
"695","Hombre","Construcción","Tamarugal",312427,307400,335438
"696","Hombre","Comercio","Tamarugal",361975,314233,324035
"697","Hombre","Hoteles y Restaurantes","Tamarugal",164320,262000,340833
"698","Hombre","Transporte, Almacenamiento y Comunicaciones","Tamarugal",470558,399333,393542
"699","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tamarugal",580814,352000,402073
"700","Hombre","Administración Pública y Defensa","Tamarugal",407211,477608,585991
"701","Hombre","Enseñanza","Tamarugal",235210,247500,661800
"702","Hombre","Servicios Sociales y de Salud","Tamarugal",199108,NA,5e+05
"703","Hombre","Servicios Comunitarios, Sociales y Personales","Tamarugal",534040,170000,401818
"704","Hombre","Servicio Doméstico","Tamarugal",183792,265000,252500
"705","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tierra del Fuego",3199581,406636,471923
"706","Hombre","Pesca","Tierra del Fuego",374140,355000,587401
"707","Hombre","Explotación de Minas y Canteras","Tierra del Fuego",472917,522481,311382
"708","Hombre","Industrias Manufactureras","Tierra del Fuego",420780,363317,449480
"709","Hombre","Construcción","Tierra del Fuego",627427,304937,432656
"710","Hombre","Comercio","Tierra del Fuego",481686,280568,350909
"711","Hombre","Hoteles y Restaurantes","Tierra del Fuego",8216000,NA,693750
"712","Hombre","Transporte, Almacenamiento y Comunicaciones","Tierra del Fuego",524455,711115,428500
"713","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tierra del Fuego",848400,371500,406429
"714","Hombre","Administración Pública y Defensa","Tierra del Fuego",615679,676762,834536
"715","Hombre","Enseñanza","Tierra del Fuego",517696,919000,475000
"716","Hombre","Servicios Comunitarios, Sociales y Personales","Tierra del Fuego",268577,1e+06,379000
"717","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Tocopilla",328200,NA,NA
"718","Hombre","Pesca","Tocopilla",457084,192500,216333
"719","Hombre","Explotación de Minas y Canteras","Tocopilla",519620,507872,566874
"720","Hombre","Industrias Manufactureras","Tocopilla",421278,421333,801111
"721","Hombre","Electricidad, Gas y Agua","Tocopilla",706998,619192,819130
"722","Hombre","Construcción","Tocopilla",457149,407448,349205
"723","Hombre","Comercio","Tocopilla",396895,322397,486289
"724","Hombre","Hoteles y Restaurantes","Tocopilla",301163,243333,420000
"725","Hombre","Transporte, Almacenamiento y Comunicaciones","Tocopilla",478370,496141,496369
"726","Hombre","Intermediación Financiera","Tocopilla",218800,640000,1200000
"727","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Tocopilla",421913,1242500,438667
"728","Hombre","Administración Pública y Defensa","Tocopilla",622834,631587,627316
"729","Hombre","Enseñanza","Tocopilla",839645,850000,548675
"730","Hombre","Servicios Sociales y de Salud","Tocopilla",449264,160000,402500
"731","Hombre","Servicios Comunitarios, Sociales y Personales","Tocopilla",164320,3e+05,289857
"732","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Última Esperanza",253128,332619,915881
"733","Hombre","Pesca","Última Esperanza",303766,381667,468522
"734","Hombre","Explotación de Minas y Canteras","Última Esperanza",530590,296500,550000
"735","Hombre","Industrias Manufactureras","Última Esperanza",1506813,305714,421941
"736","Hombre","Construcción","Última Esperanza",378162,578237,429523
"737","Hombre","Comercio","Última Esperanza",401696,245294,348140
"738","Hombre","Hoteles y Restaurantes","Última Esperanza",491362,1293333,488333
"739","Hombre","Transporte, Almacenamiento y Comunicaciones","Última Esperanza",708566,312695,500957
"740","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Última Esperanza",410800,265000,736004
"741","Hombre","Administración Pública y Defensa","Última Esperanza",503094,591172,699051
"742","Hombre","Enseñanza","Última Esperanza",598026,1092500,796302
"743","Hombre","Servicios Sociales y de Salud","Última Esperanza",369317,410000,419300
"744","Hombre","Servicios Comunitarios, Sociales y Personales","Última Esperanza",288019,360000,441000
"745","Hombre","Servicio Doméstico","Última Esperanza",204943,NA,NA
"746","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Valdivia",317765,210249,261393
"747","Hombre","Pesca","Valdivia",312593,178365,225571
"748","Hombre","Explotación de Minas y Canteras","Valdivia",373519,361150,424636
"749","Hombre","Industrias Manufactureras","Valdivia",333071,282519,369134
"750","Hombre","Electricidad, Gas y Agua","Valdivia",483260,767600,306857
"751","Hombre","Construcción","Valdivia",329163,326409,298631
"752","Hombre","Comercio","Valdivia",354785,283852,281310
"753","Hombre","Hoteles y Restaurantes","Valdivia",523740,311147,310286
"754","Hombre","Transporte, Almacenamiento y Comunicaciones","Valdivia",425696,324789,333823
"755","Hombre","Intermediación Financiera","Valdivia",612064,528889,683125
"756","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Valdivia",505539,479234,619836
"757","Hombre","Administración Pública y Defensa","Valdivia",517584,596667,529024
"758","Hombre","Enseñanza","Valdivia",516735,573584,507458
"759","Hombre","Servicios Sociales y de Salud","Valdivia",694168,531079,531692
"760","Hombre","Servicios Comunitarios, Sociales y Personales","Valdivia",381751,294424,431386
"761","Hombre","Servicio Doméstico","Valdivia",262503,177289,164309
"762","Hombre","Organizaciones y órganos Extraterritoriales","Valdivia",262560,380000,NA
"763","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Valparaíso",250898,711494,647892
"764","Hombre","Pesca","Valparaíso",298601,200409,4e+05
"765","Hombre","Explotación de Minas y Canteras","Valparaíso",997884,916520,1031177
"766","Hombre","Industrias Manufactureras","Valparaíso",423145,626622,461344
"767","Hombre","Electricidad, Gas y Agua","Valparaíso",370397,909905,1003316
"768","Hombre","Construcción","Valparaíso",395835,372312,413466
