"","sex","isced","geography_name","geography_id","year","ub_weighted_median"
"1219","Hombre","Educación Técnica","Capitán Prat","p113",2010,277810
"1220","Hombre","Educación Técnica","Capitán Prat","p113",2011,199361
"1221","Hombre","Educación Técnica","Capitán Prat","p113",2012,150000
"1222","Hombre","Educación Técnica","Capitán Prat","p113",2014,100000
"1223","Hombre","Educación Técnica","Cardenal Caro","p62",2010,497045
"1224","Hombre","Educación Técnica","Cardenal Caro","p62",2011,498402
"1225","Hombre","Educación Técnica","Cardenal Caro","p62",2012,501765
"1226","Hombre","Educación Técnica","Cardenal Caro","p62",2013,575787
"1227","Hombre","Educación Técnica","Cardenal Caro","p62",2014,603260
"1228","Hombre","Educación Técnica","Cardenal Caro","p62",2015,571008
"1229","Hombre","Educación Técnica","Cauquenes","p72",2010,59959
"1230","Hombre","Educación Técnica","Cauquenes","p72",2011,2000000
"1231","Hombre","Educación Técnica","Cauquenes","p72",2012,539482
"1232","Hombre","Educación Técnica","Cauquenes","p72",2013,600000
"1233","Hombre","Educación Técnica","Cauquenes","p72",2014,439453
"1234","Hombre","Educación Técnica","Cauquenes","p72",2015,466776
"1235","Hombre","Educación Técnica","Cautín","p91",2010,528359
"1236","Hombre","Educación Técnica","Cautín","p91",2011,706153
"1237","Hombre","Educación Técnica","Cautín","p91",2012,522345
"1238","Hombre","Educación Técnica","Cautín","p91",2013,500356
"1239","Hombre","Educación Técnica","Cautín","p91",2014,469763
"1240","Hombre","Educación Técnica","Cautín","p91",2015,516968
"1241","Hombre","Educación Técnica","Chacabuco","p133",2010,1157533
"1242","Hombre","Educación Técnica","Chacabuco","p133",2011,5024166
"1243","Hombre","Educación Técnica","Chacabuco","p133",2012,4022484
"1244","Hombre","Educación Técnica","Chacabuco","p133",2013,990692
"1245","Hombre","Educación Técnica","Chacabuco","p133",2014,756639
"1246","Hombre","Educación Técnica","Chacabuco","p133",2015,652648
"1247","Hombre","Educación Técnica","Chañaral","p32",2010,960940
"1248","Hombre","Educación Técnica","Chañaral","p32",2011,390000
"1249","Hombre","Educación Técnica","Chañaral","p32",2012,553092
"1250","Hombre","Educación Técnica","Chañaral","p32",2013,350474
"1251","Hombre","Educación Técnica","Chañaral","p32",2014,679872
"1252","Hombre","Educación Técnica","Chañaral","p32",2015,717411
"1253","Hombre","Educación Técnica","Chiloé","p102",2010,642733
"1254","Hombre","Educación Técnica","Chiloé","p102",2011,560579
"1255","Hombre","Educación Técnica","Chiloé","p102",2012,632398
"1256","Hombre","Educación Técnica","Chiloé","p102",2013,805000
"1257","Hombre","Educación Técnica","Chiloé","p102",2014,860000
"1258","Hombre","Educación Técnica","Chiloé","p102",2015,500657
"1259","Hombre","Educación Técnica","Choapa","p42",2010,567893
"1260","Hombre","Educación Técnica","Choapa","p42",2011,612700
"1261","Hombre","Educación Técnica","Choapa","p42",2012,731000
"1262","Hombre","Educación Técnica","Choapa","p42",2013,597654
"1263","Hombre","Educación Técnica","Choapa","p42",2014,581129
"1264","Hombre","Educación Técnica","Choapa","p42",2015,700189
"1265","Hombre","Educación Técnica","Colchagua","p63",2010,308346
"1266","Hombre","Educación Técnica","Colchagua","p63",2011,351692
"1267","Hombre","Educación Técnica","Colchagua","p63",2012,681000
"1268","Hombre","Educación Técnica","Colchagua","p63",2013,610000
"1269","Hombre","Educación Técnica","Colchagua","p63",2014,495107
"1270","Hombre","Educación Técnica","Colchagua","p63",2015,683856
"1271","Hombre","Educación Técnica","Concepción","p81",2010,359754
"1272","Hombre","Educación Técnica","Concepción","p81",2011,415950
"1273","Hombre","Educación Técnica","Concepción","p81",2012,473194
"1274","Hombre","Educación Técnica","Concepción","p81",2013,501780
"1275","Hombre","Educación Técnica","Concepción","p81",2014,457446
"1276","Hombre","Educación Técnica","Concepción","p81",2015,500000
"1277","Hombre","Educación Técnica","Copiapó","p31",2010,600587
"1278","Hombre","Educación Técnica","Copiapó","p31",2011,598677
"1279","Hombre","Educación Técnica","Copiapó","p31",2012,659470
"1280","Hombre","Educación Técnica","Copiapó","p31",2013,744572
"1281","Hombre","Educación Técnica","Copiapó","p31",2014,739375
"1282","Hombre","Educación Técnica","Copiapó","p31",2015,1019337
"1283","Hombre","Educación Técnica","Cordillera","p152",2010,800783
"1284","Hombre","Educación Técnica","Cordillera","p152",2011,488145
"1285","Hombre","Educación Técnica","Cordillera","p152",2012,589799
"1286","Hombre","Educación Técnica","Cordillera","p152",2013,498112
"1287","Hombre","Educación Técnica","Cordillera","p152",2014,641223
"1288","Hombre","Educación Técnica","Cordillera","p152",2015,690187
"1289","Hombre","Educación Técnica","Coyhaique","p111",2010,981953
"1290","Hombre","Educación Técnica","Coyhaique","p111",2011,711541
"1291","Hombre","Educación Técnica","Coyhaique","p111",2012,904708
"1292","Hombre","Educación Técnica","Coyhaique","p111",2013,614792
"1293","Hombre","Educación Técnica","Coyhaique","p111",2014,814242
"1294","Hombre","Educación Técnica","Coyhaique","p111",2015,1008740
"1295","Hombre","Educación Técnica","Curicó","p73",2010,510198
"1296","Hombre","Educación Técnica","Curicó","p73",2011,660171
"1297","Hombre","Educación Técnica","Curicó","p73",2012,562526
"1298","Hombre","Educación Técnica","Curicó","p73",2013,456618
"1299","Hombre","Educación Técnica","Curicó","p73",2014,502862
"1300","Hombre","Educación Técnica","Curicó","p73",2015,477022
"1301","Hombre","Educación Técnica","El Loa","p22",2010,658343
"1302","Hombre","Educación Técnica","El Loa","p22",2011,858262
"1303","Hombre","Educación Técnica","El Loa","p22",2012,771130
"1304","Hombre","Educación Técnica","El Loa","p22",2013,981311
"1305","Hombre","Educación Técnica","El Loa","p22",2014,980000
"1306","Hombre","Educación Técnica","El Loa","p22",2015,912254
"1307","Hombre","Educación Técnica","Elqui","p41",2010,575173
"1308","Hombre","Educación Técnica","Elqui","p41",2011,502417
"1309","Hombre","Educación Técnica","Elqui","p41",2012,600000
"1310","Hombre","Educación Técnica","Elqui","p41",2013,673880
"1311","Hombre","Educación Técnica","Elqui","p41",2014,599887
"1312","Hombre","Educación Técnica","Elqui","p41",2015,702852
"1313","Hombre","Educación Técnica","General Carrera","p114",2010,499658
"1314","Hombre","Educación Técnica","General Carrera","p114",2012,1126296
"1315","Hombre","Educación Técnica","General Carrera","p114",2013,1201627
"1316","Hombre","Educación Técnica","General Carrera","p114",2014,252606
"1317","Hombre","Educación Técnica","General Carrera","p114",2015,600162
"1318","Hombre","Educación Técnica","Huasco","p33",2010,546849
"1319","Hombre","Educación Técnica","Huasco","p33",2011,545933
"1320","Hombre","Educación Técnica","Huasco","p33",2012,575347
"1321","Hombre","Educación Técnica","Huasco","p33",2013,841841
"1322","Hombre","Educación Técnica","Huasco","p33",2014,562258
"1323","Hombre","Educación Técnica","Huasco","p33",2015,833310
"1324","Hombre","Educación Técnica","Iquique","p11",2010,681332
"1325","Hombre","Educación Técnica","Iquique","p11",2011,598787
"1326","Hombre","Educación Técnica","Iquique","p11",2012,658152
"1327","Hombre","Educación Técnica","Iquique","p11",2013,799856
"1328","Hombre","Educación Técnica","Iquique","p11",2014,799964
"1329","Hombre","Educación Técnica","Iquique","p11",2015,673844
"1330","Hombre","Educación Técnica","Limarí","p43",2010,445436
"1331","Hombre","Educación Técnica","Limarí","p43",2011,700000
"1332","Hombre","Educación Técnica","Limarí","p43",2012,683067
"1333","Hombre","Educación Técnica","Limarí","p43",2013,595738
"1334","Hombre","Educación Técnica","Limarí","p43",2014,648459
"1335","Hombre","Educación Técnica","Limarí","p43",2015,500135
"1336","Hombre","Educación Técnica","Linares","p74",2010,555543
"1337","Hombre","Educación Técnica","Linares","p74",2011,418658
"1338","Hombre","Educación Técnica","Linares","p74",2012,448507
"1339","Hombre","Educación Técnica","Linares","p74",2013,796979
"1340","Hombre","Educación Técnica","Linares","p74",2014,550000
"1341","Hombre","Educación Técnica","Linares","p74",2015,700189
"1342","Hombre","Educación Técnica","Llanquihue","p101",2010,599611
"1343","Hombre","Educación Técnica","Llanquihue","p101",2011,607349
"1344","Hombre","Educación Técnica","Llanquihue","p101",2012,725587
"1345","Hombre","Educación Técnica","Llanquihue","p101",2013,627728
"1346","Hombre","Educación Técnica","Llanquihue","p101",2014,814376
"1347","Hombre","Educación Técnica","Llanquihue","p101",2015,845144
"1348","Hombre","Educación Técnica","Los Andes","p53",2010,704752
"1349","Hombre","Educación Técnica","Los Andes","p53",2011,601317
"1350","Hombre","Educación Técnica","Los Andes","p53",2012,670392
"1351","Hombre","Educación Técnica","Los Andes","p53",2013,672421
"1352","Hombre","Educación Técnica","Los Andes","p53",2014,699991
"1353","Hombre","Educación Técnica","Los Andes","p53",2015,605738
"1354","Hombre","Educación Técnica","Magallanes","p121",2010,1003160
"1355","Hombre","Educación Técnica","Magallanes","p121",2011,810770
"1356","Hombre","Educación Técnica","Magallanes","p121",2012,883710
"1357","Hombre","Educación Técnica","Magallanes","p121",2013,1182592
"1358","Hombre","Educación Técnica","Magallanes","p121",2014,1169781
"1359","Hombre","Educación Técnica","Magallanes","p121",2015,1001352
"1360","Hombre","Educación Técnica","Maipo","p134",2010,404552
"1361","Hombre","Educación Técnica","Maipo","p134",2011,553913
"1362","Hombre","Educación Técnica","Maipo","p134",2012,679184
"1363","Hombre","Educación Técnica","Maipo","p134",2013,485577
"1364","Hombre","Educación Técnica","Maipo","p134",2014,600000
"1365","Hombre","Educación Técnica","Maipo","p134",2015,603485
"1366","Hombre","Educación Técnica","Malleco","p92",2010,531388
"1367","Hombre","Educación Técnica","Malleco","p92",2011,796906
"1368","Hombre","Educación Técnica","Malleco","p92",2012,735186
"1369","Hombre","Educación Técnica","Malleco","p92",2013,839476
"1370","Hombre","Educación Técnica","Malleco","p92",2014,618218
"1371","Hombre","Educación Técnica","Malleco","p92",2015,792123
"1372","Hombre","Educación Técnica","Marga Marga","p58",2010,494313
"1373","Hombre","Educación Técnica","Marga Marga","p58",2011,479662
"1374","Hombre","Educación Técnica","Marga Marga","p58",2012,450143
"1375","Hombre","Educación Técnica","Marga Marga","p58",2013,471147
"1376","Hombre","Educación Técnica","Marga Marga","p58",2014,499995
"1377","Hombre","Educación Técnica","Marga Marga","p58",2015,636951
"1378","Hombre","Educación Técnica","Melipilla","p135",2010,303089
"1379","Hombre","Educación Técnica","Melipilla","p135",2011,398721
"1380","Hombre","Educación Técnica","Melipilla","p135",2012,690821
"1381","Hombre","Educación Técnica","Melipilla","p135",2013,599815
"1382","Hombre","Educación Técnica","Melipilla","p135",2014,541903
"1383","Hombre","Educación Técnica","Melipilla","p135",2015,550149
"1384","Hombre","Educación Técnica","Ñuble","p84",2010,341054
"1385","Hombre","Educación Técnica","Ñuble","p84",2011,416992
"1386","Hombre","Educación Técnica","Ñuble","p84",2012,616927
"1387","Hombre","Educación Técnica","Ñuble","p84",2013,347661
"1388","Hombre","Educación Técnica","Ñuble","p84",2014,457213
"1389","Hombre","Educación Técnica","Ñuble","p84",2015,600835
"1390","Hombre","Educación Técnica","Osorno","p103",2010,490575
"1391","Hombre","Educación Técnica","Osorno","p103",2011,680956
"1392","Hombre","Educación Técnica","Osorno","p103",2012,402248
"1393","Hombre","Educación Técnica","Osorno","p103",2013,553731
"1394","Hombre","Educación Técnica","Osorno","p103",2014,500000
"1395","Hombre","Educación Técnica","Osorno","p103",2015,601470
"1396","Hombre","Educación Técnica","Petorca","p54",2010,810793
"1397","Hombre","Educación Técnica","Petorca","p54",2011,775214
"1398","Hombre","Educación Técnica","Petorca","p54",2012,885677
"1399","Hombre","Educación Técnica","Petorca","p54",2013,890871
"1400","Hombre","Educación Técnica","Petorca","p54",2014,654152
"1401","Hombre","Educación Técnica","Petorca","p54",2015,647684
"1402","Hombre","Educación Técnica","Quillota","p55",2010,700685
"1403","Hombre","Educación Técnica","Quillota","p55",2011,440000
"1404","Hombre","Educación Técnica","Quillota","p55",2012,679473
"1405","Hombre","Educación Técnica","Quillota","p55",2013,641123
"1406","Hombre","Educación Técnica","Quillota","p55",2014,909380
"1407","Hombre","Educación Técnica","Quillota","p55",2015,582816
"1408","Hombre","Educación Técnica","Ranco","p142",2010,697341
"1409","Hombre","Educación Técnica","Ranco","p142",2011,686873
"1410","Hombre","Educación Técnica","Ranco","p142",2012,1068435
"1411","Hombre","Educación Técnica","Ranco","p142",2013,550746
"1412","Hombre","Educación Técnica","Ranco","p142",2014,606254
"1413","Hombre","Educación Técnica","Ranco","p142",2015,702852
"1414","Hombre","Educación Técnica","San Antonio","p56",2010,750734
"1415","Hombre","Educación Técnica","San Antonio","p56",2011,527584
"1416","Hombre","Educación Técnica","San Antonio","p56",2012,441100
"1417","Hombre","Educación Técnica","San Antonio","p56",2013,454920
"1418","Hombre","Educación Técnica","San Antonio","p56",2014,505211
"1419","Hombre","Educación Técnica","San Antonio","p56",2015,602445
"1420","Hombre","Educación Técnica","San Felipe","p57",2010,498884
"1421","Hombre","Educación Técnica","San Felipe","p57",2011,411608
"1422","Hombre","Educación Técnica","San Felipe","p57",2012,502118
"1423","Hombre","Educación Técnica","San Felipe","p57",2013,493384
"1424","Hombre","Educación Técnica","San Felipe","p57",2014,720689
"1425","Hombre","Educación Técnica","San Felipe","p57",2015,551222
"1426","Hombre","Educación Técnica","Santiago","p131",2010,391383
"1427","Hombre","Educación Técnica","Santiago","p131",2011,451644
"1428","Hombre","Educación Técnica","Santiago","p131",2012,412305
"1429","Hombre","Educación Técnica","Santiago","p131",2013,548286
"1430","Hombre","Educación Técnica","Santiago","p131",2014,508841
"1431","Hombre","Educación Técnica","Santiago","p131",2015,573659
"1432","Hombre","Educación Técnica","Talagante","p136",2010,434348
"1433","Hombre","Educación Técnica","Talagante","p136",2011,495239
"1434","Hombre","Educación Técnica","Talagante","p136",2012,703157
"1435","Hombre","Educación Técnica","Talagante","p136",2013,446343
"1436","Hombre","Educación Técnica","Talagante","p136",2014,505812
"1437","Hombre","Educación Técnica","Talagante","p136",2015,501932
"1438","Hombre","Educación Técnica","Talca","p71",2010,360254
"1439","Hombre","Educación Técnica","Talca","p71",2011,400000
"1440","Hombre","Educación Técnica","Talca","p71",2012,838128
"1441","Hombre","Educación Técnica","Talca","p71",2013,638396
"1442","Hombre","Educación Técnica","Talca","p71",2014,454915
"1443","Hombre","Educación Técnica","Talca","p71",2015,763097
"1444","Hombre","Educación Técnica","Tamarugal","p12",2010,899384
"1445","Hombre","Educación Técnica","Tamarugal","p12",2011,904350
"1446","Hombre","Educación Técnica","Tamarugal","p12",2012,844349
"1447","Hombre","Educación Técnica","Tamarugal","p12",2013,841139
"1448","Hombre","Educación Técnica","Tamarugal","p12",2014,738587
"1449","Hombre","Educación Técnica","Tamarugal","p12",2015,826865
"1450","Hombre","Educación Técnica","Tierra del Fuego","p123",2010,530000
"1451","Hombre","Educación Técnica","Tierra del Fuego","p123",2011,800000
"1452","Hombre","Educación Técnica","Tierra del Fuego","p123",2012,640000
"1453","Hombre","Educación Técnica","Tierra del Fuego","p123",2013,1200000
"1454","Hombre","Educación Técnica","Tierra del Fuego","p123",2014,1236000
"1455","Hombre","Educación Técnica","Tierra del Fuego","p123",2015,1000000
"1456","Hombre","Educación Técnica","Tocopilla","p23",2010,749487
"1457","Hombre","Educación Técnica","Tocopilla","p23",2011,777507
"1458","Hombre","Educación Técnica","Tocopilla","p23",2012,703157
"1459","Hombre","Educación Técnica","Tocopilla","p23",2013,1005361
"1460","Hombre","Educación Técnica","Tocopilla","p23",2014,919485
"1461","Hombre","Educación Técnica","Tocopilla","p23",2015,840084
"1462","Hombre","Educación Técnica","Última Esperanza","p124",2011,348881
"1463","Hombre","Educación Técnica","Última Esperanza","p124",2012,1004510
"1464","Hombre","Educación Técnica","Última Esperanza","p124",2013,1764127
"1465","Hombre","Educación Técnica","Última Esperanza","p124",2014,1201779
"1466","Hombre","Educación Técnica","Última Esperanza","p124",2015,437618
"1467","Hombre","Educación Técnica","Valdivia","p141",2010,844284
"1468","Hombre","Educación Técnica","Valdivia","p141",2011,467247
"1469","Hombre","Educación Técnica","Valdivia","p141",2012,600281
"1470","Hombre","Educación Técnica","Valdivia","p141",2013,539031
"1471","Hombre","Educación Técnica","Valdivia","p141",2014,647992
"1472","Hombre","Educación Técnica","Valdivia","p141",2015,634611
"1473","Hombre","Educación Técnica","Valparaíso","p51",2010,307323
"1474","Hombre","Educación Técnica","Valparaíso","p51",2011,469334
"1475","Hombre","Educación Técnica","Valparaíso","p51",2012,548346
"1476","Hombre","Educación Técnica","Valparaíso","p51",2013,525325
"1477","Hombre","Educación Técnica","Valparaíso","p51",2014,599939
"1478","Hombre","Educación Técnica","Valparaíso","p51",2015,601106
"1479","Hombre","Educación Técnica",NA,NA,2010,80078
"1480","Hombre","Educación Técnica",NA,NA,2011,174441
"1481","Hombre","Educación Universitaria","Antofagasta","p21",2010,947810
"1482","Hombre","Educación Universitaria","Antofagasta","p21",2011,800000
"1483","Hombre","Educación Universitaria","Antofagasta","p21",2012,1004606
"1484","Hombre","Educación Universitaria","Antofagasta","p21",2013,949343
"1485","Hombre","Educación Universitaria","Antofagasta","p21",2014,900000
"1486","Hombre","Educación Universitaria","Antofagasta","p21",2015,946306
"1487","Hombre","Educación Universitaria","Arauco","p82",2010,599590
"1488","Hombre","Educación Universitaria","Arauco","p82",2011,677755
"1489","Hombre","Educación Universitaria","Arauco","p82",2012,1000000
"1490","Hombre","Educación Universitaria","Arauco","p82",2013,712961
"1491","Hombre","Educación Universitaria","Arauco","p82",2014,1145005
"1492","Hombre","Educación Universitaria","Arauco","p82",2015,713327
"1493","Hombre","Educación Universitaria","Arica","p151",2010,571191
"1494","Hombre","Educación Universitaria","Arica","p151",2011,593554
"1495","Hombre","Educación Universitaria","Arica","p151",2012,630832
"1496","Hombre","Educación Universitaria","Arica","p151",2013,558488
"1497","Hombre","Educación Universitaria","Arica","p151",2014,782860
"1498","Hombre","Educación Universitaria","Arica","p151",2015,648837
"1499","Hombre","Educación Universitaria","Aysén","p112",2010,800000
"1500","Hombre","Educación Universitaria","Aysén","p112",2011,1659960
"1501","Hombre","Educación Universitaria","Aysén","p112",2012,1404759
"1502","Hombre","Educación Universitaria","Aysén","p112",2013,1266741
"1503","Hombre","Educación Universitaria","Aysén","p112",2014,1417275
"1504","Hombre","Educación Universitaria","Aysén","p112",2015,1527125
"1505","Hombre","Educación Universitaria","Bíobío","p83",2010,393307
"1506","Hombre","Educación Universitaria","Bíobío","p83",2011,641849
"1507","Hombre","Educación Universitaria","Bíobío","p83",2012,813887
"1508","Hombre","Educación Universitaria","Bíobío","p83",2013,700949
"1509","Hombre","Educación Universitaria","Bíobío","p83",2014,546602
"1510","Hombre","Educación Universitaria","Bíobío","p83",2015,803260
"1511","Hombre","Educación Universitaria","Cachapoal","p61",2010,830000
"1512","Hombre","Educación Universitaria","Cachapoal","p61",2011,676720
"1513","Hombre","Educación Universitaria","Cachapoal","p61",2012,959598
"1514","Hombre","Educación Universitaria","Cachapoal","p61",2013,800989
"1515","Hombre","Educación Universitaria","Cachapoal","p61",2014,999812
"1516","Hombre","Educación Universitaria","Cachapoal","p61",2015,803260
"1517","Hombre","Educación Universitaria","Capitán Prat","p113",2010,1199179
"1518","Hombre","Educación Universitaria","Capitán Prat","p113",2011,1577000
"1519","Hombre","Educación Universitaria","Capitán Prat","p113",2012,652932
"1520","Hombre","Educación Universitaria","Capitán Prat","p113",2013,1800000
"1521","Hombre","Educación Universitaria","Capitán Prat","p113",2014,1600000
"1522","Hombre","Educación Universitaria","Cardenal Caro","p62",2010,599590
"1523","Hombre","Educación Universitaria","Cardenal Caro","p62",2011,799132
"1524","Hombre","Educación Universitaria","Cardenal Caro","p62",2012,900000
"1525","Hombre","Educación Universitaria","Cardenal Caro","p62",2013,1529070
"1526","Hombre","Educación Universitaria","Cardenal Caro","p62",2014,1499719
"1527","Hombre","Educación Universitaria","Cardenal Caro","p62",2015,932947
"1528","Hombre","Educación Universitaria","Cauquenes","p72",2010,1056461
"1529","Hombre","Educación Universitaria","Cauquenes","p72",2011,650000
"1530","Hombre","Educación Universitaria","Cauquenes","p72",2012,842583
"1531","Hombre","Educación Universitaria","Cauquenes","p72",2013,1321789
"1532","Hombre","Educación Universitaria","Cauquenes","p72",2014,1017587
"1533","Hombre","Educación Universitaria","Cauquenes","p72",2015,998764
"1534","Hombre","Educación Universitaria","Cautín","p91",2010,591078
"1535","Hombre","Educación Universitaria","Cautín","p91",2011,649209
"1536","Hombre","Educación Universitaria","Cautín","p91",2012,612102
"1537","Hombre","Educación Universitaria","Cautín","p91",2013,698150
"1538","Hombre","Educación Universitaria","Cautín","p91",2014,801052
"1539","Hombre","Educación Universitaria","Cautín","p91",2015,844748
"1540","Hombre","Educación Universitaria","Chacabuco","p133",2010,1032069
"1541","Hombre","Educación Universitaria","Chacabuco","p133",2011,2492886
"1542","Hombre","Educación Universitaria","Chacabuco","p133",2012,3646606
"1543","Hombre","Educación Universitaria","Chacabuco","p133",2013,3114216
"1544","Hombre","Educación Universitaria","Chacabuco","p133",2014,1773444
"1545","Hombre","Educación Universitaria","Chacabuco","p133",2015,1048404
"1546","Hombre","Educación Universitaria","Chañaral","p32",2010,486170
"1547","Hombre","Educación Universitaria","Chañaral","p32",2011,1123765
"1548","Hombre","Educación Universitaria","Chañaral","p32",2012,2031077
"1549","Hombre","Educación Universitaria","Chañaral","p32",2013,5006778
"1550","Hombre","Educación Universitaria","Chañaral","p32",2014,3306103
"1551","Hombre","Educación Universitaria","Chañaral","p32",2015,3032305
"1552","Hombre","Educación Universitaria","Chiloé","p102",2010,806426
"1553","Hombre","Educación Universitaria","Chiloé","p102",2011,685891
"1554","Hombre","Educación Universitaria","Chiloé","p102",2012,876159
"1555","Hombre","Educación Universitaria","Chiloé","p102",2013,1001026
"1556","Hombre","Educación Universitaria","Chiloé","p102",2014,1044578
"1557","Hombre","Educación Universitaria","Chiloé","p102",2015,785058
"1558","Hombre","Educación Universitaria","Choapa","p42",2010,899384
"1559","Hombre","Educación Universitaria","Choapa","p42",2011,1196164
"1560","Hombre","Educación Universitaria","Choapa","p42",2012,803608
"1561","Hombre","Educación Universitaria","Choapa","p42",2013,1672961
"1562","Hombre","Educación Universitaria","Choapa","p42",2014,1610696
"1563","Hombre","Educación Universitaria","Choapa","p42",2015,1237542
"1564","Hombre","Educación Universitaria","Colchagua","p63",2010,699521
"1565","Hombre","Educación Universitaria","Colchagua","p63",2011,981099
"1566","Hombre","Educación Universitaria","Colchagua","p63",2012,1002951
"1567","Hombre","Educación Universitaria","Colchagua","p63",2013,913083
"1568","Hombre","Educación Universitaria","Colchagua","p63",2014,599963
"1569","Hombre","Educación Universitaria","Colchagua","p63",2015,788038
"1570","Hombre","Educación Universitaria","Concepción","p81",2010,647302
"1571","Hombre","Educación Universitaria","Concepción","p81",2011,674533
"1572","Hombre","Educación Universitaria","Concepción","p81",2012,602706
"1573","Hombre","Educación Universitaria","Concepción","p81",2013,620117
"1574","Hombre","Educación Universitaria","Concepción","p81",2014,666474
"1575","Hombre","Educación Universitaria","Concepción","p81",2015,685750
"1576","Hombre","Educación Universitaria","Copiapó","p31",2010,864936
"1577","Hombre","Educación Universitaria","Copiapó","p31",2011,818501
"1578","Hombre","Educación Universitaria","Copiapó","p31",2012,809709
"1579","Hombre","Educación Universitaria","Copiapó","p31",2013,1031198
"1580","Hombre","Educación Universitaria","Copiapó","p31",2014,871614
"1581","Hombre","Educación Universitaria","Copiapó","p31",2015,894461
"1582","Hombre","Educación Universitaria","Cordillera","p152",2010,700685
"1583","Hombre","Educación Universitaria","Cordillera","p152",2011,699926
"1584","Hombre","Educación Universitaria","Cordillera","p152",2012,934388
"1585","Hombre","Educación Universitaria","Cordillera","p152",2013,996224
"1586","Hombre","Educación Universitaria","Cordillera","p152",2014,960784
"1587","Hombre","Educación Universitaria","Cordillera","p152",2015,866490
"1588","Hombre","Educación Universitaria","Coyhaique","p111",2010,1072184
"1589","Hombre","Educación Universitaria","Coyhaique","p111",2011,1100000
"1590","Hombre","Educación Universitaria","Coyhaique","p111",2012,840647
"1591","Hombre","Educación Universitaria","Coyhaique","p111",2013,1128045
"1592","Hombre","Educación Universitaria","Coyhaique","p111",2014,1428130
"1593","Hombre","Educación Universitaria","Coyhaique","p111",2015,1502688
"1594","Hombre","Educación Universitaria","Curicó","p73",2010,1124000
"1595","Hombre","Educación Universitaria","Curicó","p73",2011,635677
"1596","Hombre","Educación Universitaria","Curicó","p73",2012,778559
"1597","Hombre","Educación Universitaria","Curicó","p73",2013,693238
"1598","Hombre","Educación Universitaria","Curicó","p73",2014,699930
"1599","Hombre","Educación Universitaria","Curicó","p73",2015,947996
"1600","Hombre","Educación Universitaria","El Loa","p22",2010,1276177
"1601","Hombre","Educación Universitaria","El Loa","p22",2011,1276138
"1602","Hombre","Educación Universitaria","El Loa","p22",2012,1287344
"1603","Hombre","Educación Universitaria","El Loa","p22",2013,1500000
"1604","Hombre","Educación Universitaria","El Loa","p22",2014,1609589
"1605","Hombre","Educación Universitaria","El Loa","p22",2015,1500406
"1606","Hombre","Educación Universitaria","Elqui","p41",2010,880861
"1607","Hombre","Educación Universitaria","Elqui","p41",2011,650517
"1608","Hombre","Educación Universitaria","Elqui","p41",2012,713188
"1609","Hombre","Educación Universitaria","Elqui","p41",2013,936727
"1610","Hombre","Educación Universitaria","Elqui","p41",2014,837401
"1611","Hombre","Educación Universitaria","Elqui","p41",2015,836226
"1612","Hombre","Educación Universitaria","General Carrera","p114",2011,803867
"1613","Hombre","Educación Universitaria","General Carrera","p114",2012,724047
"1614","Hombre","Educación Universitaria","General Carrera","p114",2013,608693
"1615","Hombre","Educación Universitaria","General Carrera","p114",2014,1212507
"1616","Hombre","Educación Universitaria","General Carrera","p114",2015,1760476
"1617","Hombre","Educación Universitaria","Huasco","p33",2010,999316
"1618","Hombre","Educación Universitaria","Huasco","p33",2011,1627830
"1619","Hombre","Educación Universitaria","Huasco","p33",2012,1424943
"1620","Hombre","Educación Universitaria","Huasco","p33",2013,1000000
"1621","Hombre","Educación Universitaria","Huasco","p33",2014,989881
"1622","Hombre","Educación Universitaria","Huasco","p33",2015,830394
"1623","Hombre","Educación Universitaria","Iquique","p11",2010,839229
"1624","Hombre","Educación Universitaria","Iquique","p11",2011,688336
"1625","Hombre","Educación Universitaria","Iquique","p11",2012,702693
"1626","Hombre","Educación Universitaria","Iquique","p11",2013,851505
"1627","Hombre","Educación Universitaria","Iquique","p11",2014,858646
"1628","Hombre","Educación Universitaria","Iquique","p11",2015,900237
"1629","Hombre","Educación Universitaria","Limarí","p43",2010,760471
"1630","Hombre","Educación Universitaria","Limarí","p43",2011,774291
"1631","Hombre","Educación Universitaria","Limarí","p43",2012,713805
"1632","Hombre","Educación Universitaria","Limarí","p43",2013,840000
"1633","Hombre","Educación Universitaria","Limarí","p43",2014,614904
"1634","Hombre","Educación Universitaria","Limarí","p43",2015,717731
"1635","Hombre","Educación Universitaria","Linares","p74",2010,510727
"1636","Hombre","Educación Universitaria","Linares","p74",2011,915532
"1637","Hombre","Educación Universitaria","Linares","p74",2012,674529
"1638","Hombre","Educación Universitaria","Linares","p74",2013,910045
"1639","Hombre","Educación Universitaria","Linares","p74",2014,910000
"1640","Hombre","Educación Universitaria","Linares","p74",2015,623330
"1641","Hombre","Educación Universitaria","Llanquihue","p101",2010,672782
"1642","Hombre","Educación Universitaria","Llanquihue","p101",2011,964833
"1643","Hombre","Educación Universitaria","Llanquihue","p101",2012,1000000
"1644","Hombre","Educación Universitaria","Llanquihue","p101",2013,816903
"1645","Hombre","Educación Universitaria","Llanquihue","p101",2014,1000000
"1646","Hombre","Educación Universitaria","Llanquihue","p101",2015,1100000
"1647","Hombre","Educación Universitaria","Los Andes","p53",2010,881727
"1648","Hombre","Educación Universitaria","Los Andes","p53",2011,1000000
