"","provincia","sex","branch","2011","2013","2015"
"388","Chiloé","Mujer","Construcción",233627,178095,346875
"389","Chiloé","Mujer","Comercio",199108,139695,241000
"390","Chiloé","Mujer","Hoteles y Restaurantes",199582,186065,222128
"391","Chiloé","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,208961,240309
"392","Chiloé","Mujer","Intermediación Financiera",410635,300000,426316
"393","Chiloé","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",215196,269328,372409
"394","Chiloé","Mujer","Administración Pública y Defensa",198589,339804,600000
"395","Chiloé","Mujer","Enseñanza",299686,369349,350000
"396","Chiloé","Mujer","Servicios Sociales y de Salud",251243,320278,350000
"397","Chiloé","Mujer","Otras Actividades de Servicios",200781,227401,246818
"398","Chiloé","Mujer","Servicio Doméstico",87520,125085,150000
"399","Choapa","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"400","Choapa","Hombre","Pesca",369720,146129,286944
"401","Choapa","Hombre","Explotación de Minas y Canteras",328200,350000,477326
"402","Choapa","Hombre","Industrias Manufactureras",364798,274105,251773
"403","Choapa","Hombre","Electricidad, Gas y Agua",256957,384688,279153
"404","Choapa","Hombre","Construcción",250899,280000,250000
"405","Choapa","Hombre","Comercio",226607,210000,240000
"406","Choapa","Hombre","Hoteles y Restaurantes",891887,214675,578641
"407","Choapa","Hombre","Transporte, Almacenamiento y Comunicaciones",382900,300000,283622
"408","Choapa","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",698868,453448,311721
"409","Choapa","Hombre","Administración Pública y Defensa",588112,527273,353684
"410","Choapa","Hombre","Enseñanza",355074,260909,434375
"411","Choapa","Hombre","Servicios Sociales y de Salud",201134,372857,736667
"412","Choapa","Hombre","Servicio Doméstico",171362,218500,157862
"413","Choapa","Mujer","Agricultura, Ganadería, Caza y Silvicultura",199108,195283,240000
"414","Choapa","Mujer","Explotación de Minas y Canteras",257889,433279,426263
"415","Choapa","Mujer","Industrias Manufactureras",109025,120000,170423
"416","Choapa","Mujer","Comercio",197609,199898,240000
"417","Choapa","Mujer","Hoteles y Restaurantes",212092,200000,240000
"418","Choapa","Mujer","Transporte, Almacenamiento y Comunicaciones",199108,300000,230336
"419","Choapa","Mujer","Intermediación Financiera",115964,850000,395366
"420","Choapa","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",252111,228353,381750
"421","Choapa","Mujer","Administración Pública y Defensa",379618,583003,250453
"422","Choapa","Mujer","Enseñanza",200716,228014,382878
"423","Choapa","Mujer","Servicios Sociales y de Salud",262193,250000,400000
"424","Choapa","Mujer","Otras Actividades de Servicios",198151,115600,94981
"425","Choapa","Mujer","Servicio Doméstico",109400,150000,108054
"426","Colchagua","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,242000
"427","Colchagua","Hombre","Explotación de Minas y Canteras",290078,283667,300000
"428","Colchagua","Hombre","Industrias Manufactureras",199108,210000,300000
"429","Colchagua","Hombre","Electricidad, Gas y Agua",233028,232105,306084
"430","Colchagua","Hombre","Construcción",251936,220000,250000
"431","Colchagua","Hombre","Comercio",196920,210000,250000
"432","Colchagua","Hombre","Hoteles y Restaurantes",263556,250000,239375
"433","Colchagua","Hombre","Transporte, Almacenamiento y Comunicaciones",240680,229335,300000
"434","Colchagua","Hombre","Intermediación Financiera",509559,800000,571212
"435","Colchagua","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",263040,476667,551869
"436","Colchagua","Hombre","Administración Pública y Defensa",328477,350000,467476
"437","Colchagua","Hombre","Enseñanza",490376,414737,400000
"438","Colchagua","Hombre","Servicios Sociales y de Salud",594407,372475,347632
"439","Colchagua","Hombre","Otras Actividades de Servicios",198359,210000,250000
"440","Colchagua","Hombre","Servicio Doméstico",205400,210000,241000
"441","Colchagua","Hombre","Organizaciones y Órganos Extraterritoriales",547000,NA,NA
"442","Colchagua","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,200000,241000
"443","Colchagua","Mujer","Industrias Manufactureras",195611,210000,299359
"444","Colchagua","Mujer","Construcción",372807,297759,326619
"445","Colchagua","Mujer","Comercio",196920,210000,240217
"446","Colchagua","Mujer","Hoteles y Restaurantes",196272,210000,234950
"447","Colchagua","Mujer","Transporte, Almacenamiento y Comunicaciones",217887,228621,288542
"448","Colchagua","Mujer","Intermediación Financiera",246571,319863,400000
"449","Colchagua","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",457217,205070,320000
"450","Colchagua","Mujer","Administración Pública y Defensa",410711,318095,350000
"451","Colchagua","Mujer","Enseñanza",273500,300000,350000
"452","Colchagua","Mujer","Servicios Sociales y de Salud",303866,300000,350000
"453","Colchagua","Mujer","Otras Actividades de Servicios",194793,200970,250000
"454","Colchagua","Mujer","Servicio Doméstico",139573,149223,180000
"455","Concepción","Hombre","Agricultura, Ganadería, Caza y Silvicultura",218800,210000,256486
"456","Concepción","Hombre","Pesca",197083,250000,264819
"457","Concepción","Hombre","Explotación de Minas y Canteras",437600,550389,600000
"458","Concepción","Hombre","Industrias Manufactureras",328200,300000,300000
"459","Concepción","Hombre","Electricidad, Gas y Agua",456527,323706,392941
"460","Concepción","Hombre","Construcción",218800,250000,330000
"461","Concepción","Hombre","Comercio",410800,250000,280000
"462","Concepción","Hombre","Hoteles y Restaurantes",218800,247065,250000
"463","Concepción","Hombre","Transporte, Almacenamiento y Comunicaciones",218800,300000,310000
"464","Concepción","Hombre","Intermediación Financiera",547000,729687,663722
"465","Concepción","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",306320,400000,300000
"466","Concepción","Hombre","Administración Pública y Defensa",479514,450000,574958
"467","Concepción","Hombre","Enseñanza",307960,500000,546465
"468","Concepción","Hombre","Servicios Sociales y de Salud",480203,349843,489412
"469","Concepción","Hombre","Otras Actividades de Servicios",253546,235577,242389
"470","Concepción","Hombre","Servicio Doméstico",500567,200000,250000
"471","Concepción","Hombre","Organizaciones y Órganos Extraterritoriales",765800,NA,NA
"472","Concepción","Hombre","No Bien Especificado",204578,270104,398000
"473","Concepción","Mujer","Agricultura, Ganadería, Caza y Silvicultura",74543,152929,342754
"474","Concepción","Mujer","Pesca",196920,204330,250000
"475","Concepción","Mujer","Explotación de Minas y Canteras",306320,700000,1300000
"476","Concepción","Mujer","Industrias Manufactureras",199108,200000,203549
"477","Concepción","Mujer","Electricidad, Gas y Agua",170138,278255,582691
"478","Concepción","Mujer","Construcción",284251,344094,313415
"479","Concepción","Mujer","Comercio",204578,200000,240000
"480","Concepción","Mujer","Hoteles y Restaurantes",208838,200000,222185
"481","Concepción","Mujer","Transporte, Almacenamiento y Comunicaciones",370114,210000,279961
"482","Concepción","Mujer","Intermediación Financiera",437600,500000,419686
"483","Concepción","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",218800,280000,249403
"484","Concepción","Mujer","Administración Pública y Defensa",218800,260638,456135
"485","Concepción","Mujer","Enseñanza",307911,346352,370000
"486","Concepción","Mujer","Servicios Sociales y de Salud",328200,280000,350000
"487","Concepción","Mujer","Otras Actividades de Servicios",202800,210000,193000
"488","Concepción","Mujer","Servicio Doméstico",131280,150000,180000
"489","Copiapó","Hombre","Agricultura, Ganadería, Caza y Silvicultura",306320,247045,370000
"490","Copiapó","Hombre","Pesca",410800,326531,300000
"491","Copiapó","Hombre","Explotación de Minas y Canteras",437600,500000,600000
"492","Copiapó","Hombre","Industrias Manufactureras",356683,350000,400000
"493","Copiapó","Hombre","Electricidad, Gas y Agua",287175,406515,451000
"494","Copiapó","Hombre","Construcción",382900,381724,400000
"495","Copiapó","Hombre","Comercio",328200,300000,330000
"496","Copiapó","Hombre","Hoteles y Restaurantes",258130,262097,300000
"497","Copiapó","Hombre","Transporte, Almacenamiento y Comunicaciones",431959,350000,400000
"498","Copiapó","Hombre","Intermediación Financiera",509956,355752,457130
"499","Copiapó","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",360757,400000,450000
"500","Copiapó","Hombre","Administración Pública y Defensa",563921,256923,565537
"501","Copiapó","Hombre","Enseñanza",464342,500000,600000
"502","Copiapó","Hombre","Servicios Sociales y de Salud",541808,350000,500000
"503","Copiapó","Hombre","Otras Actividades de Servicios",328200,325479,300000
"504","Copiapó","Hombre","Servicio Doméstico",242864,422222,134189
"505","Copiapó","Hombre","No Bien Especificado",1251263,514737,NA
"506","Copiapó","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,352500
"507","Copiapó","Mujer","Pesca",199655,230408,227680
"508","Copiapó","Mujer","Explotación de Minas y Canteras",264888,402239,500000
"509","Copiapó","Mujer","Industrias Manufactureras",290774,205851,287192
"510","Copiapó","Mujer","Electricidad, Gas y Agua",302544,306667,370909
"511","Copiapó","Mujer","Construcción",352845,210000,300000
"512","Copiapó","Mujer","Comercio",218800,240000,245000
"513","Copiapó","Mujer","Hoteles y Restaurantes",211466,210000,248138
"514","Copiapó","Mujer","Transporte, Almacenamiento y Comunicaciones",374830,300000,400000
"515","Copiapó","Mujer","Intermediación Financiera",405493,550000,443529
"516","Copiapó","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",305217,320000,304348
"517","Copiapó","Mujer","Administración Pública y Defensa",437600,454528,592914
"518","Copiapó","Mujer","Enseñanza",328200,350000,380000
"519","Copiapó","Mujer","Servicios Sociales y de Salud",328200,369333,400000
"520","Copiapó","Mujer","Otras Actividades de Servicios",209442,280000,300000
"521","Copiapó","Mujer","Servicio Doméstico",179071,190000,200000
"522","Copiapó","Mujer","No Bien Especificado",404323,286705,NA
"523","Cordillera","Hombre","Agricultura, Ganadería, Caza y Silvicultura",214011,230706,327622
"524","Cordillera","Hombre","Explotación de Minas y Canteras",373986,358815,600000
"525","Cordillera","Hombre","Industrias Manufactureras",273500,300000,350000
"526","Cordillera","Hombre","Electricidad, Gas y Agua",328200,400000,409873
"527","Cordillera","Hombre","Construcción",328353,300000,336644
"528","Cordillera","Hombre","Comercio",246480,250000,320000
"529","Cordillera","Hombre","Hoteles y Restaurantes",198610,210000,263460
"530","Cordillera","Hombre","Transporte, Almacenamiento y Comunicaciones",264744,350000,400000
"531","Cordillera","Hombre","Intermediación Financiera",465057,747592,468111
"532","Cordillera","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",306320,340481,450000
"533","Cordillera","Hombre","Administración Pública y Defensa",387296,417217,500000
"534","Cordillera","Hombre","Enseñanza",433342,348780,412615
"535","Cordillera","Hombre","Servicios Sociales y de Salud",443791,219824,400000
"536","Cordillera","Hombre","Otras Actividades de Servicios",304274,178594,350000
"537","Cordillera","Hombre","Servicio Doméstico",242487,300000,292732
"538","Cordillera","Mujer","Agricultura, Ganadería, Caza y Silvicultura",282425,86542,238208
"539","Cordillera","Mujer","Pesca",76580,NA,NA
"540","Cordillera","Mujer","Industrias Manufactureras",230561,200000,280000
"541","Cordillera","Mujer","Electricidad, Gas y Agua",328200,250000,266185
"542","Cordillera","Mujer","Construcción",380104,264308,320000
"543","Cordillera","Mujer","Comercio",211316,210000,250000
"544","Cordillera","Mujer","Hoteles y Restaurantes",373285,214269,250000
"545","Cordillera","Mujer","Transporte, Almacenamiento y Comunicaciones",228269,352762,399074
"546","Cordillera","Mujer","Intermediación Financiera",328200,231998,500000
"547","Cordillera","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",218639,250368,300000
"548","Cordillera","Mujer","Administración Pública y Defensa",591653,320819,503878
"549","Cordillera","Mujer","Enseñanza",208316,250000,305232
"550","Cordillera","Mujer","Servicios Sociales y de Salud",305942,300000,380000
"551","Cordillera","Mujer","Otras Actividades de Servicios",216319,250000,224200
"552","Cordillera","Mujer","Servicio Doméstico",142220,176017,200000
"553","Cordillera","Mujer","Organizaciones y Órganos Extraterritoriales",158630,198000,NA
"554","Coyhaique","Hombre","Agricultura, Ganadería, Caza y Silvicultura",236578,210000,274902
"555","Coyhaique","Hombre","Pesca",492300,350000,567890
"556","Coyhaique","Hombre","Explotación de Minas y Canteras",455469,458537,1573529
"557","Coyhaique","Hombre","Industrias Manufactureras",369720,241250,304128
"558","Coyhaique","Hombre","Electricidad, Gas y Agua",328200,533333,NA
"559","Coyhaique","Hombre","Construcción",306420,300000,400000
"560","Coyhaique","Hombre","Comercio",273500,280000,300000
"561","Coyhaique","Hombre","Hoteles y Restaurantes",214822,250000,250000
"562","Coyhaique","Hombre","Transporte, Almacenamiento y Comunicaciones",328200,300000,350000
"563","Coyhaique","Hombre","Intermediación Financiera",639569,700000,404771
"564","Coyhaique","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",671248,444286,581915
"565","Coyhaique","Hombre","Administración Pública y Defensa",705022,800000,1000000
"566","Coyhaique","Hombre","Enseñanza",542311,418947,843182
"567","Coyhaique","Hombre","Servicios Sociales y de Salud",382900,666571,500000
"568","Coyhaique","Hombre","Otras Actividades de Servicios",682046,393800,273830
"569","Coyhaique","Hombre","Servicio Doméstico",191450,206400,200000
"570","Coyhaique","Hombre","Organizaciones y Órganos Extraterritoriales",667340,NA,NA
"571","Coyhaique","Mujer","Agricultura, Ganadería, Caza y Silvicultura",246480,145789,158636
"572","Coyhaique","Mujer","Pesca",195357,210000,335955
"573","Coyhaique","Mujer","Industrias Manufactureras",205400,208588,188692
"574","Coyhaique","Mujer","Electricidad, Gas y Agua",628553,259146,672068
"575","Coyhaique","Mujer","Construcción",699497,465882,1089262
"576","Coyhaique","Mujer","Comercio",205400,210000,250000
"577","Coyhaique","Mujer","Hoteles y Restaurantes",218800,205000,250000
"578","Coyhaique","Mujer","Transporte, Almacenamiento y Comunicaciones",656400,250000,300000
"579","Coyhaique","Mujer","Intermediación Financiera",413897,391129,400000
"580","Coyhaique","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",278970,300000,276148
"581","Coyhaique","Mujer","Administración Pública y Defensa",383584,400000,587195
"582","Coyhaique","Mujer","Enseñanza",366334,500000,400000
"583","Coyhaique","Mujer","Servicios Sociales y de Salud",275865,404833,560000
"584","Coyhaique","Mujer","Otras Actividades de Servicios",204578,240000,281925
"585","Coyhaique","Mujer","Servicio Doméstico",131280,150000,164054
"586","Curicó","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"587","Curicó","Hombre","Pesca",332539,135000,269737
"588","Curicó","Hombre","Explotación de Minas y Canteras",425355,439024,481787
"589","Curicó","Hombre","Industrias Manufactureras",252401,220000,301576
"590","Curicó","Hombre","Electricidad, Gas y Agua",337731,338828,412632
"591","Curicó","Hombre","Construcción",218800,250000,300000
"592","Curicó","Hombre","Comercio",217538,220000,300000
"593","Curicó","Hombre","Hoteles y Restaurantes",252987,210000,259647
"594","Curicó","Hombre","Transporte, Almacenamiento y Comunicaciones",277537,250000,300000
"595","Curicó","Hombre","Intermediación Financiera",427429,492635,335106
"596","Curicó","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",382900,327590,355000
"597","Curicó","Hombre","Administración Pública y Defensa",400666,384375,500000
"598","Curicó","Hombre","Enseñanza",295599,372761,498835
"599","Curicó","Hombre","Servicios Sociales y de Salud",379895,287021,300000
"600","Curicó","Hombre","Otras Actividades de Servicios",413652,210000,249372
"601","Curicó","Hombre","Servicio Doméstico",178978,210000,241000
"602","Curicó","Hombre","No Bien Especificado",293137,247421,NA
"603","Curicó","Mujer","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"604","Curicó","Mujer","Explotación de Minas y Canteras",207501,NA,NA
"605","Curicó","Mujer","Industrias Manufactureras",205373,210000,240000
"606","Curicó","Mujer","Electricidad, Gas y Agua",270374,210000,282473
"607","Curicó","Mujer","Construcción",305261,253603,700000
"608","Curicó","Mujer","Comercio",199108,210000,240000
"609","Curicó","Mujer","Hoteles y Restaurantes",199108,210000,240252
"610","Curicó","Mujer","Transporte, Almacenamiento y Comunicaciones",254973,225082,292037
"611","Curicó","Mujer","Intermediación Financiera",322997,455542,385484
"612","Curicó","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",282893,239583,300000
"613","Curicó","Mujer","Administración Pública y Defensa",274559,380000,400000
"614","Curicó","Mujer","Enseñanza",350080,254138,311667
"615","Curicó","Mujer","Servicios Sociales y de Salud",328200,297771,300000
"616","Curicó","Mujer","Otras Actividades de Servicios",332188,210000,162726
"617","Curicó","Mujer","Servicio Doméstico",133480,175043,180000
"618","El Loa","Hombre","Agricultura, Ganadería, Caza y Silvicultura",241774,300000,270417
"619","El Loa","Hombre","Explotación de Minas y Canteras",547000,601440,700000
"620","El Loa","Hombre","Industrias Manufactureras",393763,500000,560082
"621","El Loa","Hombre","Electricidad, Gas y Agua",472409,608824,500000
"622","El Loa","Hombre","Construcción",451880,380000,408904
"623","El Loa","Hombre","Comercio",346348,207537,368185
"624","El Loa","Hombre","Hoteles y Restaurantes",415474,283115,420290
"625","El Loa","Hombre","Transporte, Almacenamiento y Comunicaciones",437600,400000,543915
"626","El Loa","Hombre","Intermediación Financiera",449131,407803,1200000
"627","El Loa","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",536298,542424,490858
"628","El Loa","Hombre","Administración Pública y Defensa",437600,334679,580364
"629","El Loa","Hombre","Enseñanza",586647,749693,1006478
"630","El Loa","Hombre","Servicios Sociales y de Salud",437600,500820,398488
"631","El Loa","Hombre","Otras Actividades de Servicios",331891,300000,370243
"632","El Loa","Hombre","Servicio Doméstico",312176,390291,324800
"633","El Loa","Hombre","No Bien Especificado",1335100,NA,570975
"634","El Loa","Mujer","Agricultura, Ganadería, Caza y Silvicultura",191117,140435,314865
"635","El Loa","Mujer","Explotación de Minas y Canteras",360133,383365,500000
"636","El Loa","Mujer","Industrias Manufactureras",226008,100000,219531
"637","El Loa","Mujer","Electricidad, Gas y Agua",505717,NA,600000
"638","El Loa","Mujer","Construcción",301489,370312,667066
"639","El Loa","Mujer","Comercio",251620,200133,250000
"640","El Loa","Mujer","Hoteles y Restaurantes",227552,251957,300000
"641","El Loa","Mujer","Transporte, Almacenamiento y Comunicaciones",316028,300000,332792
"642","El Loa","Mujer","Intermediación Financiera",382900,458571,422446
"643","El Loa","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",321411,223222,350000
"644","El Loa","Mujer","Administración Pública y Defensa",329517,248125,365937
"645","El Loa","Mujer","Enseñanza",328200,485161,400000
"646","El Loa","Mujer","Servicios Sociales y de Salud",328200,480696,356769
"647","El Loa","Mujer","Otras Actividades de Servicios",286022,250000,382806
"648","El Loa","Mujer","Servicio Doméstico",164100,224964,135440
"649","Elqui","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,240000
"650","Elqui","Hombre","Pesca",243872,200000,235510
"651","Elqui","Hombre","Explotación de Minas y Canteras",492300,480757,600000
"652","Elqui","Hombre","Industrias Manufactureras",312186,292419,350000
"653","Elqui","Hombre","Electricidad, Gas y Agua",328200,312295,312803
"654","Elqui","Hombre","Construcción",273500,300000,350000
"655","Elqui","Hombre","Comercio",240680,250000,295802
"656","Elqui","Hombre","Hoteles y Restaurantes",200928,409450,265471
"657","Elqui","Hombre","Transporte, Almacenamiento y Comunicaciones",410800,300000,320000
"658","Elqui","Hombre","Intermediación Financiera",733949,575743,500000
"659","Elqui","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",308084,300000,670598
"660","Elqui","Hombre","Administración Pública y Defensa",334534,365789,600000
"661","Elqui","Hombre","Enseñanza",335135,470606,439200
"662","Elqui","Hombre","Servicios Sociales y de Salud",802267,455357,400000
"663","Elqui","Hombre","Otras Actividades de Servicios",202687,220000,320000
"664","Elqui","Hombre","Servicio Doméstico",216164,226286,249122
"665","Elqui","Mujer","Agricultura, Ganadería, Caza y Silvicultura",171737,197375,240000
"666","Elqui","Mujer","Pesca",118596,262424,NA
"667","Elqui","Mujer","Explotación de Minas y Canteras",408849,323624,509041
"668","Elqui","Mujer","Industrias Manufactureras",201964,183261,200000
"669","Elqui","Mujer","Electricidad, Gas y Agua",196920,204094,289362
"670","Elqui","Mujer","Construcción",198885,250000,297196
"671","Elqui","Mujer","Comercio",196920,210000,240000
"672","Elqui","Mujer","Hoteles y Restaurantes",185418,210000,240000
"673","Elqui","Mujer","Transporte, Almacenamiento y Comunicaciones",218109,300000,300000
"674","Elqui","Mujer","Intermediación Financiera",230636,425862,441094
"675","Elqui","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",235112,46629,350000
"676","Elqui","Mujer","Administración Pública y Defensa",328200,326606,400000
"677","Elqui","Mujer","Enseñanza",542487,280000,371833
"678","Elqui","Mujer","Servicios Sociales y de Salud",236373,290338,310000
"679","Elqui","Mujer","Otras Actividades de Servicios",245004,239567,241643
"680","Elqui","Mujer","Servicio Doméstico",150535,150000,187051
"681","Elqui","Mujer","No Bien Especificado",218800,382393,NA
"682","General Carrera","Hombre","Agricultura, Ganadería, Caza y Silvicultura",307111,209697,200000
"683","General Carrera","Hombre","Explotación de Minas y Canteras",469982,720455,600000
"684","General Carrera","Hombre","Industrias Manufactureras",246480,291535,352041
"685","General Carrera","Hombre","Electricidad, Gas y Agua",361020,NA,404800
"686","General Carrera","Hombre","Construcción",246295,250000,297800
"687","General Carrera","Hombre","Comercio",276105,251071,500000
"688","General Carrera","Hombre","Hoteles y Restaurantes",306320,256818,600000
"689","General Carrera","Hombre","Transporte, Almacenamiento y Comunicaciones",420769,300000,305625
"690","General Carrera","Hombre","Administración Pública y Defensa",486641,607805,575000
"691","General Carrera","Hombre","Enseñanza",765800,409804,899750
"692","General Carrera","Hombre","Servicios Sociales y de Salud",324870,1000000,611724
"693","General Carrera","Hombre","Otras Actividades de Servicios",218800,NA,380000
"694","General Carrera","Hombre","Servicio Doméstico",200470,60000,214828
"695","General Carrera","Mujer","Agricultura, Ganadería, Caza y Silvicultura",259987,211892,118713
"696","General Carrera","Mujer","Industrias Manufactureras",191346,165149,67209
"697","General Carrera","Mujer","Comercio",202281,220000,221500
"698","General Carrera","Mujer","Hoteles y Restaurantes",830530,244444,244872
"699","General Carrera","Mujer","Transporte, Almacenamiento y Comunicaciones",407802,302400,309107
"700","General Carrera","Mujer","Intermediación Financiera",689220,NA,1950000
"701","General Carrera","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",210006,NA,245000
"702","General Carrera","Mujer","Administración Pública y Defensa",400174,722703,600000
"703","General Carrera","Mujer","Enseñanza",390649,348438,329184
"704","General Carrera","Mujer","Servicios Sociales y de Salud",475890,267568,671429
"705","General Carrera","Mujer","Otras Actividades de Servicios",238098,210000,NA
"706","General Carrera","Mujer","Servicio Doméstico",143903,177143,229032
"707","Huasco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",208225,200000,300000
"708","Huasco","Hombre","Pesca",410800,300000,229091
"709","Huasco","Hombre","Explotación de Minas y Canteras",437600,450000,500000
"710","Huasco","Hombre","Industrias Manufactureras",328200,320000,350000
"711","Huasco","Hombre","Electricidad, Gas y Agua",223239,353659,513415
"712","Huasco","Hombre","Construcción",306320,300000,300000
"713","Huasco","Hombre","Comercio",273500,226027,314435
"714","Huasco","Hombre","Hoteles y Restaurantes",301003,250000,500000
"715","Huasco","Hombre","Transporte, Almacenamiento y Comunicaciones",328200,328351,400000
"716","Huasco","Hombre","Intermediación Financiera",177228,350000,798473
"717","Huasco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",328200,450000,500000
"718","Huasco","Hombre","Administración Pública y Defensa",267148,503636,300000
"719","Huasco","Hombre","Enseñanza",328200,439583,494597
"720","Huasco","Hombre","Servicios Sociales y de Salud",344610,377542,789189
"721","Huasco","Hombre","Otras Actividades de Servicios",237383,304000,560619
"722","Huasco","Hombre","Servicio Doméstico",205400,200000,94583
"723","Huasco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",197757,196459,237391
"724","Huasco","Mujer","Pesca",222334,213514,NA
"725","Huasco","Mujer","Explotación de Minas y Canteras",311408,432000,469500
"726","Huasco","Mujer","Industrias Manufactureras",163850,99176,150000
"727","Huasco","Mujer","Electricidad, Gas y Agua",252551,163608,331264
"728","Huasco","Mujer","Construcción",184944,300000,280909
"729","Huasco","Mujer","Comercio",199108,200000,220000
"730","Huasco","Mujer","Hoteles y Restaurantes",199108,210000,245660
"731","Huasco","Mujer","Transporte, Almacenamiento y Comunicaciones",205400,202923,261563
"732","Huasco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",197801,300000,243939
"733","Huasco","Mujer","Administración Pública y Defensa",328200,278356,404605
"734","Huasco","Mujer","Enseñanza",293853,210000,250000
"735","Huasco","Mujer","Servicios Sociales y de Salud",268163,334400,350000
"736","Huasco","Mujer","Otras Actividades de Servicios",155751,125484,178652
"737","Huasco","Mujer","Servicio Doméstico",131280,188335,151918
"738","Huasco","Mujer","Organizaciones y Órganos Extraterritoriales",144509,NA,NA
"739","Iquique","Hombre","Agricultura, Ganadería, Caza y Silvicultura",413190,202174,392571
"740","Iquique","Hombre","Pesca",313421,300000,348224
"741","Iquique","Hombre","Explotación de Minas y Canteras",547000,638831,650000
"742","Iquique","Hombre","Industrias Manufactureras",317260,400000,450000
"743","Iquique","Hombre","Electricidad, Gas y Agua",358066,400000,448649
"744","Iquique","Hombre","Construcción",328200,370000,400000
"745","Iquique","Hombre","Comercio",328200,310000,350000
"746","Iquique","Hombre","Hoteles y Restaurantes",273500,287000,400000
"747","Iquique","Hombre","Transporte, Almacenamiento y Comunicaciones",410800,382105,380000
"748","Iquique","Hombre","Intermediación Financiera",547000,491176,1820118
"749","Iquique","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",327604,400000,501569
"750","Iquique","Hombre","Administración Pública y Defensa",492588,600000,600000
"751","Iquique","Hombre","Enseñanza",537963,603514,900000
"752","Iquique","Hombre","Servicios Sociales y de Salud",520479,1000000,1000000
"753","Iquique","Hombre","Otras Actividades de Servicios",253475,400000,350000
"754","Iquique","Hombre","Servicio Doméstico",254315,296084,288451
"755","Iquique","Mujer","Agricultura, Ganadería, Caza y Silvicultura",499507,100000,NA
"756","Iquique","Mujer","Pesca",196920,100000,267857
"757","Iquique","Mujer","Explotación de Minas y Canteras",330023,364800,807634
"758","Iquique","Mujer","Industrias Manufactureras",200060,200000,231714
"759","Iquique","Mujer","Electricidad, Gas y Agua",218800,636170,100000
"760","Iquique","Mujer","Construcción",283135,300000,300000
"761","Iquique","Mujer","Comercio",207860,230000,250000
"762","Iquique","Mujer","Hoteles y Restaurantes",199108,236140,245000
"763","Iquique","Mujer","Transporte, Almacenamiento y Comunicaciones",255996,300000,300000
"764","Iquique","Mujer","Intermediación Financiera",765800,350000,479518
"765","Iquique","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,315773,350000
"766","Iquique","Mujer","Administración Pública y Defensa",403813,600000,600000
"767","Iquique","Mujer","Enseñanza",273500,422976,400000
"768","Iquique","Mujer","Servicios Sociales y de Salud",350080,500000,500000
"769","Iquique","Mujer","Otras Actividades de Servicios",199865,250426,304865
"770","Iquique","Mujer","Servicio Doméstico",196920,200000,240000
"771","Iquique","Mujer","Organizaciones y Órganos Extraterritoriales",112682,NA,NA
"772","Iquique","Mujer","No Bien Especificado",218800,250000,558209
"773","Limarí","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,241000
"774","Limarí","Hombre","Pesca",202390,400000,139612
"775","Limarí","Hombre","Explotación de Minas y Canteras",435169,450000,450000
"776","Limarí","Hombre","Industrias Manufactureras",336273,348425,274009
"777","Limarí","Hombre","Electricidad, Gas y Agua",286553,318440,512581
"778","Limarí","Hombre","Construcción",271568,220000,299285
"779","Limarí","Hombre","Comercio",205400,200000,241000
"780","Limarí","Hombre","Hoteles y Restaurantes",372377,379670,272995
"781","Limarí","Hombre","Transporte, Almacenamiento y Comunicaciones",295292,296296,291966
