"","region","sex","branch","2011","2013","2015"
"386","Metropolitana","Hombre","Organizaciones y Órganos Extraterritoriales",1396827,344258,3148701
"387","Metropolitana","Hombre","No Bien Especificado",232659,353187,245060
"388","Metropolitana","Mujer","Agricultura, Ganadería, Caza y Silvicultura",199108,210000,250000
"389","Metropolitana","Mujer","Pesca",421528,150000,343785
"390","Metropolitana","Mujer","Explotación de Minas y Canteras",1203400,1000000,982766
"391","Metropolitana","Mujer","Industrias Manufactureras",218800,220000,270000
"392","Metropolitana","Mujer","Electricidad, Gas y Agua",437600,250000,350000
"393","Metropolitana","Mujer","Construcción",505046,362059,350000
"394","Metropolitana","Mujer","Comercio",205400,210000,250000
"395","Metropolitana","Mujer","Hoteles y Restaurantes",207860,210000,250000
"396","Metropolitana","Mujer","Transporte, Almacenamiento y Comunicaciones",271874,320000,350000
"397","Metropolitana","Mujer","Intermediación Financiera",437600,572593,500000
"398","Metropolitana","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",437600,320467,400000
"399","Metropolitana","Mujer","Administración Pública y Defensa",418731,499176,500000
"400","Metropolitana","Mujer","Enseñanza",328200,370000,400000
"401","Metropolitana","Mujer","Servicios Sociales y de Salud",328200,350000,400000
"402","Metropolitana","Mujer","Otras Actividades de Servicios",334037,280007,297289
"403","Metropolitana","Mujer","Servicio Doméstico",196920,200000,241000
"404","Metropolitana","Mujer","Organizaciones y Órganos Extraterritoriales",175924,199843,1484328
"405","Metropolitana","Mujer","No Bien Especificado",209158,337005,279863
"406","O'Higgins","Hombre","Agricultura, Ganadería, Caza y Silvicultura",202390,210000,250000
"407","O'Higgins","Hombre","Pesca",308100,221379,240000
"408","O'Higgins","Hombre","Explotación de Minas y Canteras",437600,600000,600000
"409","O'Higgins","Hombre","Industrias Manufactureras",308100,280000,350000
"410","O'Higgins","Hombre","Electricidad, Gas y Agua",354793,297067,300000
"411","O'Higgins","Hombre","Construcción",275752,250000,300000
"412","O'Higgins","Hombre","Comercio",218800,229878,259500
"413","O'Higgins","Hombre","Hoteles y Restaurantes",221151,248349,251818
"414","O'Higgins","Hombre","Transporte, Almacenamiento y Comunicaciones",308100,300000,350000
"415","O'Higgins","Hombre","Intermediación Financiera",522836,580155,714286
"416","O'Higgins","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",213074,488871,450000
"417","O'Higgins","Hombre","Administración Pública y Defensa",332915,400000,400000
"418","O'Higgins","Hombre","Enseñanza",382900,228684,450000
"419","O'Higgins","Hombre","Servicios Sociales y de Salud",441477,500000,396092
"420","O'Higgins","Hombre","Otras Actividades de Servicios",203781,238866,250000
"421","O'Higgins","Hombre","Servicio Doméstico",267084,210663,241000
"422","O'Higgins","Hombre","Organizaciones y Órganos Extraterritoriales",547000,NA,NA
"423","O'Higgins","Hombre","No Bien Especificado",1027000,248960,286667
"424","O'Higgins","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,241000
"425","O'Higgins","Mujer","Pesca",328640,100000,110000
"426","O'Higgins","Mujer","Explotación de Minas y Canteras",254663,300000,1527500
"427","O'Higgins","Mujer","Industrias Manufactureras",204453,210000,250000
"428","O'Higgins","Mujer","Electricidad, Gas y Agua",196511,207200,257216
"429","O'Higgins","Mujer","Construcción",368895,211214,302522
"430","O'Higgins","Mujer","Comercio",199108,210000,240000
"431","O'Higgins","Mujer","Hoteles y Restaurantes",196920,210000,241000
"432","O'Higgins","Mujer","Transporte, Almacenamiento y Comunicaciones",221325,210000,250000
"433","O'Higgins","Mujer","Intermediación Financiera",218800,366923,470000
"434","O'Higgins","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",267481,246552,300000
"435","O'Higgins","Mujer","Administración Pública y Defensa",355014,380000,389057
"436","O'Higgins","Mujer","Enseñanza",273500,380000,400000
"437","O'Higgins","Mujer","Servicios Sociales y de Salud",198907,254521,350000
"438","O'Higgins","Mujer","Otras Actividades de Servicios",193330,210000,246964
"439","O'Higgins","Mujer","Servicio Doméstico",131280,150000,180000
"440","O'Higgins","Mujer","No Bien Especificado",616200,288965,209000
"441","Tarapacá","Hombre","Agricultura, Ganadería, Caza y Silvicultura",278633,154462,199077
"442","Tarapacá","Hombre","Pesca",313421,280000,311250
"443","Tarapacá","Hombre","Explotación de Minas y Canteras",547000,612400,606250
"444","Tarapacá","Hombre","Industrias Manufactureras",328200,388728,440204
"445","Tarapacá","Hombre","Electricidad, Gas y Agua",358066,400000,430631
"446","Tarapacá","Hombre","Construcción",328200,368679,390000
"447","Tarapacá","Hombre","Comercio",328200,300000,350000
"448","Tarapacá","Hombre","Hoteles y Restaurantes",273500,295328,400000
"449","Tarapacá","Hombre","Transporte, Almacenamiento y Comunicaciones",410800,389796,380000
"450","Tarapacá","Hombre","Intermediación Financiera",547000,491176,1786982
"451","Tarapacá","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",328200,400000,500000
"452","Tarapacá","Hombre","Administración Pública y Defensa",458034,600000,600000
"453","Tarapacá","Hombre","Enseñanza",537300,600000,900000
"454","Tarapacá","Hombre","Servicios Sociales y de Salud",492300,1000000,1000000
"455","Tarapacá","Hombre","Otras Actividades de Servicios",251726,394462,350000
"456","Tarapacá","Hombre","Servicio Doméstico",231671,300000,287788
"457","Tarapacá","Mujer","Agricultura, Ganadería, Caza y Silvicultura",205400,150000,100000
"458","Tarapacá","Mujer","Pesca",196920,100000,177115
"459","Tarapacá","Mujer","Explotación de Minas y Canteras",328200,350000,588235
"460","Tarapacá","Mujer","Industrias Manufactureras",200648,200000,200000
"461","Tarapacá","Mujer","Electricidad, Gas y Agua",218800,636170,110227
"462","Tarapacá","Mujer","Construcción",273500,300000,300000
"463","Tarapacá","Mujer","Comercio",207860,226876,250000
"464","Tarapacá","Mujer","Hoteles y Restaurantes",199108,237778,246697
"465","Tarapacá","Mujer","Transporte, Almacenamiento y Comunicaciones",247470,300000,300000
"466","Tarapacá","Mujer","Intermediación Financiera",763897,350000,500000
"467","Tarapacá","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,317018,350000
"468","Tarapacá","Mujer","Administración Pública y Defensa",328200,600000,549600
"469","Tarapacá","Mujer","Enseñanza",273500,400000,380000
"470","Tarapacá","Mujer","Servicios Sociales y de Salud",371960,497593,457724
"471","Tarapacá","Mujer","Otras Actividades de Servicios",202707,252341,300000
"472","Tarapacá","Mujer","Servicio Doméstico",196920,194629,240000
"473","Tarapacá","Mujer","Organizaciones y Órganos Extraterritoriales",112682,NA,NA
"474","Tarapacá","Mujer","No Bien Especificado",218800,311359,555970
"475","Valparaíso","Hombre","Agricultura, Ganadería, Caza y Silvicultura",203484,210000,245000
"476","Valparaíso","Hombre","Pesca",218800,200000,240000
"477","Valparaíso","Hombre","Explotación de Minas y Canteras",452576,547168,600000
"478","Valparaíso","Hombre","Industrias Manufactureras",272512,250000,320000
"479","Valparaíso","Hombre","Electricidad, Gas y Agua",273500,300000,500000
"480","Valparaíso","Hombre","Construcción",262560,264365,300000
"481","Valparaíso","Hombre","Comercio",246480,250000,250000
"482","Valparaíso","Hombre","Hoteles y Restaurantes",240680,220000,250000
"483","Valparaíso","Hombre","Transporte, Almacenamiento y Comunicaciones",308100,300000,351741
"484","Valparaíso","Hombre","Intermediación Financiera",636806,671171,659615
"485","Valparaíso","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",306320,400000,380000
"486","Valparaíso","Hombre","Administración Pública y Defensa",363914,474212,600000
"487","Valparaíso","Hombre","Enseñanza",273500,410360,500000
"488","Valparaíso","Hombre","Servicios Sociales y de Salud",265261,400000,400000
"489","Valparaíso","Hombre","Otras Actividades de Servicios",273500,280000,250000
"490","Valparaíso","Hombre","Servicio Doméstico",221402,210000,250000
"491","Valparaíso","Hombre","Organizaciones y Órganos Extraterritoriales",513500,550000,960978
"492","Valparaíso","Hombre","No Bien Especificado",452071,363543,396970
"493","Valparaíso","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,241000
"494","Valparaíso","Mujer","Pesca",196920,331984,NA
"495","Valparaíso","Mujer","Explotación de Minas y Canteras",430197,400000,682254
"496","Valparaíso","Mujer","Industrias Manufactureras",199108,160000,240000
"497","Valparaíso","Mujer","Electricidad, Gas y Agua",50913,247689,253648
"498","Valparaíso","Mujer","Construcción",366970,246276,359016
"499","Valparaíso","Mujer","Comercio",199108,200000,230000
"500","Valparaíso","Mujer","Hoteles y Restaurantes",199108,200000,240000
"501","Valparaíso","Mujer","Transporte, Almacenamiento y Comunicaciones",282137,300000,265625
"502","Valparaíso","Mujer","Intermediación Financiera",515930,476786,524348
"503","Valparaíso","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,215000,300000
"504","Valparaíso","Mujer","Administración Pública y Defensa",334917,427449,450000
"505","Valparaíso","Mujer","Enseñanza",328200,280000,360000
"506","Valparaíso","Mujer","Servicios Sociales y de Salud",251620,300000,351465
"507","Valparaíso","Mujer","Otras Actividades de Servicios",196920,210000,241000
"508","Valparaíso","Mujer","Servicio Doméstico",142220,150000,157456
"509","Valparaíso","Mujer","Organizaciones y Órganos Extraterritoriales",447692,NA,NA
