"","comuna","sex","branch","2011","2013","2015"
"784","Cerro Navia","Mujer","Administración Pública y Defensa",20540,236061,273750
"785","Cerro Navia","Mujer","Enseñanza",196920,232534,264112
"786","Cerro Navia","Mujer","Servicios Sociales y de Salud",253317,267851,250273
"787","Cerro Navia","Mujer","Otras Actividades de Servicios",193036,232434,245015
"788","Cerro Navia","Mujer","Servicio Doméstico",187562,210000,182846
"789","Chañaral","Hombre","Agricultura, Ganadería, Caza y Silvicultura",262560,NA,NA
"790","Chañaral","Hombre","Pesca",286468,280000,188750
"791","Chañaral","Hombre","Explotación de Minas y Canteras",446783,450746,500000
"792","Chañaral","Hombre","Industrias Manufactureras",398068,336875,400000
"793","Chañaral","Hombre","Electricidad, Gas y Agua",306320,600000,300000
"794","Chañaral","Hombre","Construcción",341416,287013,306579
"795","Chañaral","Hombre","Comercio",418625,209206,300000
"796","Chañaral","Hombre","Hoteles y Restaurantes",199108,206275,336842
"797","Chañaral","Hombre","Transporte, Almacenamiento y Comunicaciones",328200,363393,450000
"798","Chañaral","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",1101478,350000,429167
"799","Chañaral","Hombre","Administración Pública y Defensa",430367,296983,453000
"800","Chañaral","Hombre","Enseñanza",563027,614394,622917
"801","Chañaral","Hombre","Servicios Sociales y de Salud",576792,680000,350000
"802","Chañaral","Hombre","Otras Actividades de Servicios",498741,210000,300000
"803","Chañaral","Hombre","Servicio Doméstico",382900,NA,45000
"804","Chañaral","Mujer","Pesca",164100,NA,305000
"805","Chañaral","Mujer","Explotación de Minas y Canteras",199108,210000,333333
"806","Chañaral","Mujer","Industrias Manufactureras",20540,162540,197500
"807","Chañaral","Mujer","Comercio",199108,150132,245455
"808","Chañaral","Mujer","Hoteles y Restaurantes",199655,210000,240200
"809","Chañaral","Mujer","Transporte, Almacenamiento y Comunicaciones",402477,210000,280000
"810","Chañaral","Mujer","Intermediación Financiera",196920,800000,427500
"811","Chañaral","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",656400,NA,264062
"812","Chañaral","Mujer","Administración Pública y Defensa",547000,463564,396923
"813","Chañaral","Mujer","Enseñanza",292435,376324,300000
"814","Chañaral","Mujer","Servicios Sociales y de Salud",528477,257612,377273
"815","Chañaral","Mujer","Otras Actividades de Servicios",116320,120000,276250
"816","Chañaral","Mujer","Servicio Doméstico",51750,53000,80000
"817","Chanco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",204578,241828,240500
"818","Chanco","Hombre","Explotación de Minas y Canteras",311115,211935,500000
"819","Chanco","Hombre","Industrias Manufactureras",204578,271304,270500
"820","Chanco","Hombre","Construcción",204578,210000,247000
"821","Chanco","Hombre","Comercio",239838,210000,244000
"822","Chanco","Hombre","Transporte, Almacenamiento y Comunicaciones",822401,289117,270000
"823","Chanco","Hombre","Administración Pública y Defensa",203984,NA,295833
"824","Chanco","Hombre","Enseñanza",459480,237800,NA
"825","Chanco","Hombre","Servicios Sociales y de Salud",218800,700000,NA
"826","Chanco","Hombre","Otras Actividades de Servicios",249180,NA,120000
"827","Chanco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",131280,164340,144800
"828","Chanco","Mujer","Industrias Manufactureras",203147,NA,200000
"829","Chanco","Mujer","Comercio",92877,191428,80000
"830","Chanco","Mujer","Hoteles y Restaurantes",102700,260000,256000
"831","Chanco","Mujer","Intermediación Financiera",178337,NA,242000
"832","Chanco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",87520,NA,NA
"833","Chanco","Mujer","Administración Pública y Defensa",118699,258000,183500
"834","Chanco","Mujer","Enseñanza",219600,300000,185000
"835","Chanco","Mujer","Servicios Sociales y de Salud",273500,350000,NA
"836","Chanco","Mujer","Otras Actividades de Servicios",164320,210000,NA
"837","Chanco","Mujer","Servicio Doméstico",114089,130000,241000
"838","Chépica","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,195000,240000
"839","Chépica","Hombre","Explotación de Minas y Canteras",240680,500000,NA
"840","Chépica","Hombre","Industrias Manufactureras",199108,210476,270000
"841","Chépica","Hombre","Construcción",217341,228872,300000
"842","Chépica","Hombre","Comercio",198334,152787,380000
"843","Chépica","Hombre","Transporte, Almacenamiento y Comunicaciones",376475,204450,250000
"844","Chépica","Hombre","Intermediación Financiera",239983,NA,NA
"845","Chépica","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",204578,100000,NA
"846","Chépica","Hombre","Administración Pública y Defensa",319448,NA,700000
"847","Chépica","Hombre","Enseñanza",238634,500000,800000
"848","Chépica","Hombre","Servicios Sociales y de Salud",821600,NA,NA
"849","Chépica","Hombre","Servicio Doméstico",76580,101304,270000
"850","Chépica","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,198867,240000
"851","Chépica","Mujer","Industrias Manufactureras",82160,29087,NA
"852","Chépica","Mujer","Comercio",168585,203980,225000
"853","Chépica","Mujer","Hoteles y Restaurantes",410800,NA,NA
"854","Chépica","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,NA,NA
"855","Chépica","Mujer","Administración Pública y Defensa",673454,NA,295618
"856","Chépica","Mujer","Enseñanza",196920,259036,300000
"857","Chépica","Mujer","Servicio Doméstico",218800,133116,139000
"858","Chiguayante","Hombre","Agricultura, Ganadería, Caza y Silvicultura",341592,247580,405000
"859","Chiguayante","Hombre","Pesca",1422200,283918,NA
"860","Chiguayante","Hombre","Industrias Manufactureras",437600,363095,313044
"861","Chiguayante","Hombre","Electricidad, Gas y Agua",547000,663372,421875
"862","Chiguayante","Hombre","Construcción",387942,280000,300000
"863","Chiguayante","Hombre","Comercio",328200,230000,293854
"864","Chiguayante","Hombre","Hoteles y Restaurantes",109400,244615,284177
"865","Chiguayante","Hombre","Transporte, Almacenamiento y Comunicaciones",328200,304340,330808
"866","Chiguayante","Hombre","Intermediación Financiera",547000,440226,481061
"867","Chiguayante","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",598892,456647,586705
"868","Chiguayante","Hombre","Administración Pública y Defensa",437600,451049,400368
"869","Chiguayante","Hombre","Enseñanza",631821,642920,520859
"870","Chiguayante","Hombre","Servicios Sociales y de Salud",2147243,388679,372848
"871","Chiguayante","Hombre","Otras Actividades de Servicios",1004636,211974,252898
"872","Chiguayante","Hombre","Servicio Doméstico",513500,210000,250000
"873","Chiguayante","Hombre","No Bien Especificado",204578,250000,NA
"874","Chiguayante","Mujer","Industrias Manufactureras",221426,147553,196526
"875","Chiguayante","Mujer","Construcción",984600,300000,585656
"876","Chiguayante","Mujer","Comercio",211257,210000,240199
"877","Chiguayante","Mujer","Hoteles y Restaurantes",312729,165373,224641
"878","Chiguayante","Mujer","Transporte, Almacenamiento y Comunicaciones",415720,269837,162098
"879","Chiguayante","Mujer","Intermediación Financiera",400893,585217,775281
"880","Chiguayante","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",767601,220625,258224
"881","Chiguayante","Mujer","Administración Pública y Defensa",405839,451293,591946
"882","Chiguayante","Mujer","Enseñanza",547000,300000,300000
"883","Chiguayante","Mujer","Servicios Sociales y de Salud",505781,256822,332720
"884","Chiguayante","Mujer","Otras Actividades de Servicios",218800,223516,109104
"885","Chiguayante","Mujer","Servicio Doméstico",205792,166665,170583
"886","Chile Chico","Hombre","Agricultura, Ganadería, Caza y Silvicultura",319563,140179,194118
"887","Chile Chico","Hombre","Explotación de Minas y Canteras",510898,716667,600000
"888","Chile Chico","Hombre","Industrias Manufactureras",465171,292971,500000
"889","Chile Chico","Hombre","Electricidad, Gas y Agua",361020,NA,399059
"890","Chile Chico","Hombre","Construcción",280295,250000,300000
"891","Chile Chico","Hombre","Comercio",286703,257694,500000
"892","Chile Chico","Hombre","Hoteles y Restaurantes",306320,255556,460000
"893","Chile Chico","Hombre","Transporte, Almacenamiento y Comunicaciones",593133,300000,332727
"894","Chile Chico","Hombre","Administración Pública y Defensa",712986,631892,575000
"895","Chile Chico","Hombre","Enseñanza",777956,471765,544400
"896","Chile Chico","Hombre","Servicios Sociales y de Salud",350861,NA,611000
"897","Chile Chico","Hombre","Otras Actividades de Servicios",218800,NA,380000
"898","Chile Chico","Hombre","Servicio Doméstico",410800,NA,213500
"899","Chile Chico","Mujer","Agricultura, Ganadería, Caza y Silvicultura",252196,212258,30000
"900","Chile Chico","Mujer","Industrias Manufactureras",183195,200000,177000
"901","Chile Chico","Mujer","Comercio",199223,220000,217727
"902","Chile Chico","Mujer","Hoteles y Restaurantes",762914,288182,292857
"903","Chile Chico","Mujer","Transporte, Almacenamiento y Comunicaciones",821600,302400,311250
"904","Chile Chico","Mujer","Intermediación Financiera",689220,NA,1950000
"905","Chile Chico","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",246480,NA,245000
"906","Chile Chico","Mujer","Administración Pública y Defensa",437600,787429,600000
"907","Chile Chico","Mujer","Enseñanza",435873,348214,322500
"908","Chile Chico","Mujer","Servicios Sociales y de Salud",475890,329032,669565
"909","Chile Chico","Mujer","Otras Actividades de Servicios",308100,210000,NA
"910","Chile Chico","Mujer","Servicio Doméstico",145531,180000,228406
"911","Chillán","Hombre","Agricultura, Ganadería, Caza y Silvicultura",200426,210000,240512
"912","Chillán","Hombre","Explotación de Minas y Canteras",437600,495690,757871
"913","Chillán","Hombre","Industrias Manufactureras",198991,210000,296050
"914","Chillán","Hombre","Electricidad, Gas y Agua",676980,230000,338661
"915","Chillán","Hombre","Construcción",199108,220000,280183
"916","Chillán","Hombre","Comercio",203885,224278,250000
"917","Chillán","Hombre","Hoteles y Restaurantes",201168,210000,319251
"918","Chillán","Hombre","Transporte, Almacenamiento y Comunicaciones",199108,212515,251593
"919","Chillán","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",335926,236526,600000
"920","Chillán","Hombre","Administración Pública y Defensa",526481,682123,600000
"921","Chillán","Hombre","Enseñanza",216146,312857,437741
"922","Chillán","Hombre","Servicios Sociales y de Salud",382900,437105,800000
"923","Chillán","Hombre","Otras Actividades de Servicios",199108,210411,236480
"924","Chillán","Hombre","Servicio Doméstico",369720,102254,NA
"925","Chillán","Mujer","Agricultura, Ganadería, Caza y Silvicultura",199108,194764,206847
"926","Chillán","Mujer","Industrias Manufactureras",149459,210000,157215
"927","Chillán","Mujer","Electricidad, Gas y Agua",426660,NA,1000000
"928","Chillán","Mujer","Construcción",131280,157626,225000
"929","Chillán","Mujer","Comercio",199046,148210,240000
"930","Chillán","Mujer","Hoteles y Restaurantes",162311,196500,240000
"931","Chillán","Mujer","Transporte, Almacenamiento y Comunicaciones",250764,220037,297414
"932","Chillán","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",622142,301087,291938
"933","Chillán","Mujer","Administración Pública y Defensa",196891,293739,415166
"934","Chillán","Mujer","Enseñanza",268950,324034,499786
"935","Chillán","Mujer","Servicios Sociales y de Salud",240680,280000,600000
"936","Chillán","Mujer","Otras Actividades de Servicios",105797,142593,203186
"937","Chillán","Mujer","Servicio Doméstico",109400,100000,100000
"938","Chillán Viejo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",181398,206923,180000
"939","Chillán Viejo","Hombre","Industrias Manufactureras",202390,337436,241000
"940","Chillán Viejo","Hombre","Construcción",261438,354916,319710
"941","Chillán Viejo","Hombre","Comercio",196920,210000,250000
"942","Chillán Viejo","Hombre","Hoteles y Restaurantes",159961,170000,234000
"943","Chillán Viejo","Hombre","Transporte, Almacenamiento y Comunicaciones",302128,746522,250000
"944","Chillán Viejo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",210862,2500000,346805
"945","Chillán Viejo","Hombre","Administración Pública y Defensa",447331,450000,688690
"946","Chillán Viejo","Hombre","Enseñanza",235210,516327,381667
"947","Chillán Viejo","Hombre","Servicios Sociales y de Salud",196920,210000,929661
"948","Chillán Viejo","Hombre","Servicio Doméstico",197352,250000,129333
"949","Chillán Viejo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",154287,168169,212973
"950","Chillán Viejo","Mujer","Industrias Manufactureras",125943,589767,221518
"951","Chillán Viejo","Mujer","Electricidad, Gas y Agua",422284,115000,NA
"952","Chillán Viejo","Mujer","Comercio",150236,136054,215301
"953","Chillán Viejo","Mujer","Hoteles y Restaurantes",198144,180000,227131
"954","Chillán Viejo","Mujer","Transporte, Almacenamiento y Comunicaciones",202390,NA,NA
"955","Chillán Viejo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",131280,500000,178315
"956","Chillán Viejo","Mujer","Enseñanza",996889,326986,292910
"957","Chillán Viejo","Mujer","Servicios Sociales y de Salud",499903,230732,599175
"958","Chillán Viejo","Mujer","Servicio Doméstico",132977,146380,200000
"959","Chimbarongo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,241000
"960","Chimbarongo","Hombre","Industrias Manufactureras",153889,210000,245158
"961","Chimbarongo","Hombre","Electricidad, Gas y Agua",251988,NA,NA
"962","Chimbarongo","Hombre","Construcción",346938,250654,246349
"963","Chimbarongo","Hombre","Comercio",196920,210813,247705
"964","Chimbarongo","Hombre","Hoteles y Restaurantes",267020,195236,249500
"965","Chimbarongo","Hombre","Transporte, Almacenamiento y Comunicaciones",218116,263772,251000
"966","Chimbarongo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",229740,539344,600000
"967","Chimbarongo","Hombre","Administración Pública y Defensa",406169,400000,490000
"968","Chimbarongo","Hombre","Servicios Sociales y de Salud",284440,2389286,241000
"969","Chimbarongo","Hombre","Otras Actividades de Servicios",216148,250000,249091
"970","Chimbarongo","Hombre","Servicio Doméstico",205400,NA,231405
"971","Chimbarongo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,210000,240000
"972","Chimbarongo","Mujer","Industrias Manufactureras",430902,212577,123830
"973","Chimbarongo","Mujer","Comercio",196920,100000,151532
"974","Chimbarongo","Mujer","Hoteles y Restaurantes",205636,384744,95000
"975","Chimbarongo","Mujer","Transporte, Almacenamiento y Comunicaciones",218800,215393,250000
"976","Chimbarongo","Mujer","Intermediación Financiera",142220,NA,NA
"977","Chimbarongo","Mujer","Administración Pública y Defensa",313540,380000,351597
"978","Chimbarongo","Mujer","Enseñanza",306320,202571,282099
"979","Chimbarongo","Mujer","Servicios Sociales y de Salud",224392,400000,363099
"980","Chimbarongo","Mujer","Otras Actividades de Servicios",218800,NA,210407
"981","Chimbarongo","Mujer","Servicio Doméstico",362892,177800,240440
"982","Cholchol","Hombre","Agricultura, Ganadería, Caza y Silvicultura",201545,100000,99000
"983","Cholchol","Hombre","Industrias Manufactureras",243303,300000,270000
"984","Cholchol","Hombre","Construcción",222252,244750,262758
"985","Cholchol","Hombre","Comercio",164100,138182,55000
"986","Cholchol","Hombre","Hoteles y Restaurantes",238380,200000,NA
"987","Cholchol","Hombre","Transporte, Almacenamiento y Comunicaciones",253243,261579,NA
"988","Cholchol","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",218800,210000,700000
"989","Cholchol","Hombre","Administración Pública y Defensa",853320,264878,300000
"990","Cholchol","Hombre","Enseñanza",204578,210000,485000
"991","Cholchol","Mujer","Agricultura, Ganadería, Caza y Silvicultura",82160,29235,100000
"992","Cholchol","Mujer","Comercio",207731,147727,100000
"993","Cholchol","Mujer","Hoteles y Restaurantes",131280,50000,120000
"994","Cholchol","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",328200,NA,NA
"995","Cholchol","Mujer","Administración Pública y Defensa",279426,214831,297000
"996","Cholchol","Mujer","Enseñanza",190874,208429,250000
"997","Cholchol","Mujer","Servicios Sociales y de Salud",251620,100000,300000
"998","Cholchol","Mujer","Otras Actividades de Servicios",191445,NA,NA
"999","Cholchol","Mujer","Servicio Doméstico",183792,210000,120000
"1000","Chonchi","Hombre","Agricultura, Ganadería, Caza y Silvicultura",189557,150000,190000
"1001","Chonchi","Hombre","Pesca",218800,266667,240000
"1002","Chonchi","Hombre","Industrias Manufactureras",199108,250000,247500
"1003","Chonchi","Hombre","Construcción",211923,181889,220000
"1004","Chonchi","Hombre","Comercio",204396,207222,222321
"1005","Chonchi","Hombre","Transporte, Almacenamiento y Comunicaciones",207075,210000,319954
"1006","Chonchi","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",448087,NA,250000
"1007","Chonchi","Hombre","Administración Pública y Defensa",284440,237500,793184
"1008","Chonchi","Hombre","Servicios Sociales y de Salud",350080,500000,NA
"1009","Chonchi","Hombre","Otras Actividades de Servicios",199108,249655,450820
"1010","Chonchi","Hombre","Servicio Doméstico",131456,150000,85000
"1011","Chonchi","Mujer","Agricultura, Ganadería, Caza y Silvicultura",61620,NA,150000
"1012","Chonchi","Mujer","Pesca",218800,NA,273334
"1013","Chonchi","Mujer","Industrias Manufactureras",196920,198622,248834
"1014","Chonchi","Mujer","Comercio",197358,43722,209590
"1015","Chonchi","Mujer","Hoteles y Restaurantes",109400,146359,182500
"1016","Chonchi","Mujer","Administración Pública y Defensa",352685,NA,652000
"1017","Chonchi","Mujer","Enseñanza",724029,483786,320500
"1018","Chonchi","Mujer","Servicios Sociales y de Salud",3172600,344938,350000
"1019","Chonchi","Mujer","Servicio Doméstico",172305,132778,153326
"1020","Cisnes","Hombre","Agricultura, Ganadería, Caza y Silvicultura",251052,218718,400000
"1021","Cisnes","Hombre","Pesca",373828,348000,300000
"1022","Cisnes","Hombre","Industrias Manufactureras",348400,215455,240000
"1023","Cisnes","Hombre","Electricidad, Gas y Agua",492300,337857,240000
"1024","Cisnes","Hombre","Construcción",202390,450000,350000
"1025","Cisnes","Hombre","Comercio",319521,803030,325000
"1026","Cisnes","Hombre","Hoteles y Restaurantes",711621,190000,319000
"1027","Cisnes","Hombre","Transporte, Almacenamiento y Comunicaciones",432551,724242,1200000
"1028","Cisnes","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",743920,210000,450000
"1029","Cisnes","Hombre","Administración Pública y Defensa",955811,600000,820000
"1030","Cisnes","Hombre","Enseñanza",382900,374667,332000
"1031","Cisnes","Hombre","Servicios Sociales y de Salud",328200,380000,800000
"1032","Cisnes","Hombre","Otras Actividades de Servicios",328200,NA,NA
"1033","Cisnes","Mujer","Agricultura, Ganadería, Caza y Silvicultura",448656,250000,NA
"1034","Cisnes","Mujer","Pesca",308454,NA,400000
"1035","Cisnes","Mujer","Industrias Manufactureras",204578,210000,600000
"1036","Cisnes","Mujer","Construcción",273500,363571,870000
"1037","Cisnes","Mujer","Comercio",380823,460417,220000
"1038","Cisnes","Mujer","Hoteles y Restaurantes",450988,256509,158500
"1039","Cisnes","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",190011,148125,NA
"1040","Cisnes","Mujer","Administración Pública y Defensa",203210,280000,442000
"1041","Cisnes","Mujer","Enseñanza",260372,300000,NA
"1042","Cisnes","Mujer","Servicios Sociales y de Salud",328200,240000,1300000
"1043","Cisnes","Mujer","Servicio Doméstico",109400,143333,NA
"1044","Cobquecura","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,40882,250000
"1045","Cobquecura","Hombre","Explotación de Minas y Canteras",164320,NA,NA
"1046","Cobquecura","Hombre","Construcción",211275,200000,289000
"1047","Cobquecura","Hombre","Comercio",215341,203382,322500
"1048","Cobquecura","Hombre","Hoteles y Restaurantes",205400,453867,433695
"1049","Cobquecura","Hombre","Administración Pública y Defensa",525120,366667,448500
"1050","Cobquecura","Hombre","Enseñanza",382900,860943,670000
"1051","Cobquecura","Hombre","Servicios Sociales y de Salud",382900,NA,NA
"1052","Cobquecura","Mujer","Agricultura, Ganadería, Caza y Silvicultura",175040,300000,190000
"1053","Cobquecura","Mujer","Industrias Manufactureras",369720,250000,18000
"1054","Cobquecura","Mujer","Construcción",1312800,NA,NA
"1055","Cobquecura","Mujer","Comercio",196920,50000,NA
"1056","Cobquecura","Mujer","Hoteles y Restaurantes",120877,270000,225000
"1057","Cobquecura","Mujer","Transporte, Almacenamiento y Comunicaciones",199108,235000,NA
"1058","Cobquecura","Mujer","Administración Pública y Defensa",684247,950000,300000
"1059","Cobquecura","Mujer","Enseñanza",168726,378000,422500
"1060","Cobquecura","Mujer","Servicios Sociales y de Salud",215991,396226,395000
"1061","Cobquecura","Mujer","Servicio Doméstico",109400,58378,126000
"1062","Cochrane","Hombre","Agricultura, Ganadería, Caza y Silvicultura",312482,214286,241000
"1063","Cochrane","Hombre","Industrias Manufactureras",616200,650000,500000
"1064","Cochrane","Hombre","Construcción",396575,232776,331579
"1065","Cochrane","Hombre","Comercio",393683,400000,300000
"1066","Cochrane","Hombre","Hoteles y Restaurantes",616200,NA,273913
"1067","Cochrane","Hombre","Intermediación Financiera",199108,NA,NA
"1068","Cochrane","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",765800,400000,600000
"1069","Cochrane","Hombre","Administración Pública y Defensa",530813,2316667,600000
"1070","Cochrane","Hombre","Enseñanza",266598,NA,700000
"1071","Cochrane","Hombre","Servicios Sociales y de Salud",492300,361667,671429
"1072","Cochrane","Hombre","Otras Actividades de Servicios",188505,500000,NA
"1073","Cochrane","Mujer","Agricultura, Ganadería, Caza y Silvicultura",410800,600000,115000
"1074","Cochrane","Mujer","Electricidad, Gas y Agua",656400,NA,NA
"1075","Cochrane","Mujer","Construcción",204578,NA,700000
"1076","Cochrane","Mujer","Comercio",175769,211167,642857
"1077","Cochrane","Mujer","Hoteles y Restaurantes",473313,181240,238333
"1078","Cochrane","Mujer","Transporte, Almacenamiento y Comunicaciones",410800,300000,300000
"1079","Cochrane","Mujer","Intermediación Financiera",526803,900000,NA
"1080","Cochrane","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",273500,NA,NA
"1081","Cochrane","Mujer","Administración Pública y Defensa",189585,1013333,1000000
"1082","Cochrane","Mujer","Enseñanza",325675,873000,622727
"1083","Cochrane","Mujer","Servicios Sociales y de Salud",1203400,233333,598421
"1084","Cochrane","Mujer","Otras Actividades de Servicios",187407,210000,350000
"1085","Cochrane","Mujer","Servicio Doméstico",90886,178149,164909
"1086","Codegua","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199108,239561,250000
"1087","Codegua","Hombre","Explotación de Minas y Canteras",875200,NA,533102
"1088","Codegua","Hombre","Industrias Manufactureras",202390,220714,241000
"1089","Codegua","Hombre","Construcción",273902,260417,409123
"1090","Codegua","Hombre","Comercio",199108,186716,282791
"1091","Codegua","Hombre","Hoteles y Restaurantes",347294,NA,241000
"1092","Codegua","Hombre","Transporte, Almacenamiento y Comunicaciones",363926,235591,284783
"1093","Codegua","Hombre","Enseñanza",335234,555105,705128
"1094","Codegua","Hombre","Servicios Sociales y de Salud",273500,528500,400000
"1095","Codegua","Hombre","Servicio Doméstico",269124,280000,344011
"1096","Codegua","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,190000,250000
"1097","Codegua","Mujer","Industrias Manufactureras",158995,210000,NA
"1098","Codegua","Mujer","Comercio",196920,207241,118000
"1099","Codegua","Mujer","Hoteles y Restaurantes",821600,300000,300000
"1100","Codegua","Mujer","Transporte, Almacenamiento y Comunicaciones",199108,210000,200000
"1101","Codegua","Mujer","Administración Pública y Defensa",225119,281789,360000
"1102","Codegua","Mujer","Enseñanza",426877,400968,241000
"1103","Codegua","Mujer","Servicios Sociales y de Salud",298404,210000,360667
"1104","Codegua","Mujer","Servicio Doméstico",152756,158565,157031
"1105","Coelemu","Hombre","Agricultura, Ganadería, Caza y Silvicultura",200592,239505,235000
"1106","Coelemu","Hombre","Industrias Manufactureras",208474,300000,240000
"1107","Coelemu","Hombre","Electricidad, Gas y Agua",206219,210000,280000
"1108","Coelemu","Hombre","Construcción",273500,285849,311206
"1109","Coelemu","Hombre","Comercio",200632,239630,210000
"1110","Coelemu","Hombre","Transporte, Almacenamiento y Comunicaciones",211689,400000,160000
"1111","Coelemu","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",225892,500000,220000
"1112","Coelemu","Hombre","Administración Pública y Defensa",521815,416842,240000
"1113","Coelemu","Hombre","Enseñanza",582008,290741,500000
"1114","Coelemu","Hombre","Otras Actividades de Servicios",153160,200000,250000
"1115","Coelemu","Mujer","Agricultura, Ganadería, Caza y Silvicultura",92430,330852,40000
"1116","Coelemu","Mujer","Industrias Manufactureras",82160,169821,145000
"1117","Coelemu","Mujer","Comercio",199108,179268,200000
"1118","Coelemu","Mujer","Hoteles y Restaurantes",120340,166379,NA
"1119","Coelemu","Mujer","Intermediación Financiera",410800,190000,240000
"1120","Coelemu","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",575120,NA,NA
"1121","Coelemu","Mujer","Administración Pública y Defensa",166536,285828,562919
"1122","Coelemu","Mujer","Enseñanza",469791,218864,500000
"1123","Coelemu","Mujer","Servicios Sociales y de Salud",269603,240000,355000
"1124","Coelemu","Mujer","Otras Actividades de Servicios",164320,250000,220000
"1125","Coelemu","Mujer","Servicio Doméstico",155779,78929,90000
"1126","Coihueco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",196920,200000,230000
"1127","Coihueco","Hombre","Industrias Manufactureras",136962,183691,240000
"1128","Coihueco","Hombre","Electricidad, Gas y Agua",196920,NA,NA
"1129","Coihueco","Hombre","Construcción",201296,210000,400000
"1130","Coihueco","Hombre","Comercio",203200,227043,50000
"1131","Coihueco","Hombre","Transporte, Almacenamiento y Comunicaciones",267586,106255,300000
"1132","Coihueco","Hombre","Enseñanza",430421,300000,240000
"1133","Coihueco","Hombre","Servicios Sociales y de Salud",296159,NA,410000
"1134","Coihueco","Hombre","Servicio Doméstico",87520,NA,NA
"1135","Coihueco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",57113,119467,130000
"1136","Coihueco","Mujer","Construcción",199108,NA,NA
"1137","Coihueco","Mujer","Comercio",123240,253636,230000
"1138","Coihueco","Mujer","Hoteles y Restaurantes",168476,100000,191420
"1139","Coihueco","Mujer","Administración Pública y Defensa",153657,300000,280000
"1140","Coihueco","Mujer","Enseñanza",528287,303143,241000
"1141","Coihueco","Mujer","Servicios Sociales y de Salud",208273,2000000,240000
"1142","Coihueco","Mujer","Otras Actividades de Servicios",249903,NA,NA
"1143","Coihueco","Mujer","Servicio Doméstico",109400,120980,140000
"1144","Coinco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",199804,210000,240000
"1145","Coinco","Hombre","Explotación de Minas y Canteras",525120,950000,NA
"1146","Coinco","Hombre","Industrias Manufactureras",216497,210000,390000
"1147","Coinco","Hombre","Electricidad, Gas y Agua",656400,NA,NA
"1148","Coinco","Hombre","Construcción",194732,234706,300000
"1149","Coinco","Hombre","Comercio",202390,400000,322500
"1150","Coinco","Hombre","Transporte, Almacenamiento y Comunicaciones",171621,285714,300000
"1151","Coinco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",240680,350000,300000
"1152","Coinco","Hombre","Enseñanza",474199,461270,NA
"1153","Coinco","Hombre","Servicios Sociales y de Salud",2188000,700000,425000
"1154","Coinco","Hombre","Otras Actividades de Servicios",273500,NA,NA
"1155","Coinco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",196920,153125,240000
"1156","Coinco","Mujer","Industrias Manufactureras",122795,360000,NA
"1157","Coinco","Mujer","Comercio",83627,183793,115000
"1158","Coinco","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,50000,NA
"1159","Coinco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",76580,NA,NA
"1160","Coinco","Mujer","Enseñanza",373069,210702,350000
"1161","Coinco","Mujer","Otras Actividades de Servicios",246480,230000,170000
"1162","Coinco","Mujer","Servicio Doméstico",122244,70000,168000
"1163","Colbún","Hombre","Agricultura, Ganadería, Caza y Silvicultura",164320,210000,230790
"1164","Colbún","Hombre","Explotación de Minas y Canteras",623171,1152062,576053
