"","provincia","sex","branch","2011","2013","2015"
"387","Chiloé","Mujer","Electricidad, Gas y Agua",138801,250000,337882
"388","Chiloé","Mujer","Construcción",493361,170702,490571
"389","Chiloé","Mujer","Comercio",262434,153591,277248
"390","Chiloé","Mujer","Hoteles y Restaurantes",269972,188670,260720
"391","Chiloé","Mujer","Transporte, Almacenamiento y Comunicaciones",1356616,226413,247337
"392","Chiloé","Mujer","Intermediación Financiera",429668,300000,496336
"393","Chiloé","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",257620,286615,454325
"394","Chiloé","Mujer","Administración Pública y Defensa",281481,377195,713318
"395","Chiloé","Mujer","Enseñanza",392053,398916,412473
"396","Chiloé","Mujer","Servicios Sociales y de Salud",540299,354705,463216
"397","Chiloé","Mujer","Otras Actividades de Servicios",280790,249891,315268
"398","Chiloé","Mujer","Servicio Doméstico",99550,128156,157648
"399","Choapa","Hombre","Agricultura, Ganadería, Caza y Silvicultura",203602,248998,268405
"400","Choapa","Hombre","Pesca",353418,209877,288726
"401","Choapa","Hombre","Explotación de Minas y Canteras",453430,402271,514165
"402","Choapa","Hombre","Industrias Manufactureras",445443,360957,405729
"403","Choapa","Hombre","Electricidad, Gas y Agua",232954,394344,314000
"404","Choapa","Hombre","Construcción",296211,304515,305251
"405","Choapa","Hombre","Comercio",295062,258911,305832
"406","Choapa","Hombre","Hoteles y Restaurantes",3008878,224188,1225890
"407","Choapa","Hombre","Transporte, Almacenamiento y Comunicaciones",423731,395048,385462
"408","Choapa","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",614986,585350,400057
"409","Choapa","Hombre","Administración Pública y Defensa",580771,573905,413733
"410","Choapa","Hombre","Enseñanza",454368,298763,415568
"411","Choapa","Hombre","Servicios Sociales y de Salud",283311,679939,1312149
"412","Choapa","Hombre","Servicio Doméstico",159830,218500,150497
"413","Choapa","Mujer","Agricultura, Ganadería, Caza y Silvicultura",187753,159702,212424
"414","Choapa","Mujer","Explotación de Minas y Canteras",277368,433279,648973
"415","Choapa","Mujer","Industrias Manufactureras",123544,158035,160056
"416","Choapa","Mujer","Comercio",203695,169521,236387
"417","Choapa","Mujer","Hoteles y Restaurantes",1191609,193568,267251
"418","Choapa","Mujer","Transporte, Almacenamiento y Comunicaciones",215909,283051,232703
"419","Choapa","Mujer","Intermediación Financiera",115964,850000,389533
"420","Choapa","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",351830,229229,636352
"421","Choapa","Mujer","Administración Pública y Defensa",316922,567090,333875
"422","Choapa","Mujer","Enseñanza",315654,354411,437038
"423","Choapa","Mujer","Servicios Sociales y de Salud",262941,392742,502737
"424","Choapa","Mujer","Otras Actividades de Servicios",209419,142203,267261
"425","Choapa","Mujer","Servicio Doméstico",122854,142216,130060
"426","Colchagua","Hombre","Agricultura, Ganadería, Caza y Silvicultura",247046,246892,294811
"427","Colchagua","Hombre","Explotación de Minas y Canteras",342241,553435,532696
"428","Colchagua","Hombre","Industrias Manufactureras",273154,265122,338738
"429","Colchagua","Hombre","Electricidad, Gas y Agua",284660,289452,325946
"430","Colchagua","Hombre","Construcción",337461,255799,334401
"431","Colchagua","Hombre","Comercio",283725,273687,292516
"432","Colchagua","Hombre","Hoteles y Restaurantes",329314,368546,243412
"433","Colchagua","Hombre","Transporte, Almacenamiento y Comunicaciones",358648,287346,382860
"434","Colchagua","Hombre","Intermediación Financiera",539140,729448,686160
"435","Colchagua","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",450872,512008,610836
"436","Colchagua","Hombre","Administración Pública y Defensa",351145,452680,513828
"437","Colchagua","Hombre","Enseñanza",571389,469162,527804
"438","Colchagua","Hombre","Servicios Sociales y de Salud",1136268,826380,575718
"439","Colchagua","Hombre","Otras Actividades de Servicios",233384,203736,226179
"440","Colchagua","Hombre","Servicio Doméstico",244855,200819,244946
"441","Colchagua","Hombre","Organizaciones y Órganos Extraterritoriales",547000,NA,NA
"442","Colchagua","Mujer","Agricultura, Ganadería, Caza y Silvicultura",186470,195939,259842
"443","Colchagua","Mujer","Industrias Manufactureras",222741,169037,323034
"444","Colchagua","Mujer","Construcción",372807,362712,322672
"445","Colchagua","Mujer","Comercio",247093,206154,243303
"446","Colchagua","Mujer","Hoteles y Restaurantes",216389,248907,197881
"447","Colchagua","Mujer","Transporte, Almacenamiento y Comunicaciones",207836,289262,289207
"448","Colchagua","Mujer","Intermediación Financiera",328234,373407,528201
"449","Colchagua","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",584135,253735,431689
"450","Colchagua","Mujer","Administración Pública y Defensa",435445,419748,365564
"451","Colchagua","Mujer","Enseñanza",340673,393662,469560
"452","Colchagua","Mujer","Servicios Sociales y de Salud",422442,394092,417504
"453","Colchagua","Mujer","Otras Actividades de Servicios",248614,195952,232324
"454","Colchagua","Mujer","Servicio Doméstico",156669,142101,159925
"455","Concepción","Hombre","Agricultura, Ganadería, Caza y Silvicultura",263611,282521,363595
"456","Concepción","Hombre","Pesca",281749,320383,370647
"457","Concepción","Hombre","Explotación de Minas y Canteras",690123,683121,706038
"458","Concepción","Hombre","Industrias Manufactureras",523391,423188,470259
"459","Concepción","Hombre","Electricidad, Gas y Agua",763512,357844,470492
"460","Concepción","Hombre","Construcción",410634,315641,444115
"461","Concepción","Hombre","Comercio",685827,332903,378496
"462","Concepción","Hombre","Hoteles y Restaurantes",252369,390454,335794
"463","Concepción","Hombre","Transporte, Almacenamiento y Comunicaciones",335730,337076,392944
"464","Concepción","Hombre","Intermediación Financiera",599998,723276,827112
"465","Concepción","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",595321,550971,509093
"466","Concepción","Hombre","Administración Pública y Defensa",631851,531945,681795
"467","Concepción","Hombre","Enseñanza",559130,587453,663301
"468","Concepción","Hombre","Servicios Sociales y de Salud",977293,571998,914348
"469","Concepción","Hombre","Otras Actividades de Servicios",366768,338489,291980
"470","Concepción","Hombre","Servicio Doméstico",607942,176403,224873
"471","Concepción","Hombre","Organizaciones y Órganos Extraterritoriales",765800,NA,NA
"472","Concepción","Hombre","No Bien Especificado",204578,307906,475936
"473","Concepción","Mujer","Agricultura, Ganadería, Caza y Silvicultura",206585,191526,399744
"474","Concepción","Mujer","Pesca",233391,244026,361902
"475","Concepción","Mujer","Explotación de Minas y Canteras",306320,700000,1300000
"476","Concepción","Mujer","Industrias Manufactureras",226294,253972,260744
"477","Concepción","Mujer","Electricidad, Gas y Agua",484118,386466,647602
"478","Concepción","Mujer","Construcción",581042,476116,456738
"479","Concepción","Mujer","Comercio",317763,230032,254853
"480","Concepción","Mujer","Hoteles y Restaurantes",473439,212039,210237
"481","Concepción","Mujer","Transporte, Almacenamiento y Comunicaciones",571652,275332,328778
"482","Concepción","Mujer","Intermediación Financiera",736954,479447,604330
"483","Concepción","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",359245,410247,409993
"484","Concepción","Mujer","Administración Pública y Defensa",310327,376150,573867
"485","Concepción","Mujer","Enseñanza",465282,392566,469050
"486","Concepción","Mujer","Servicios Sociales y de Salud",494608,398522,481453
"487","Concepción","Mujer","Otras Actividades de Servicios",338316,238203,247901
"488","Concepción","Mujer","Servicio Doméstico",138650,144455,169053
"489","Copiapó","Hombre","Agricultura, Ganadería, Caza y Silvicultura",334772,258544,403177
"490","Copiapó","Hombre","Pesca",549625,345878,412369
"491","Copiapó","Hombre","Explotación de Minas y Canteras",541913,612764,764421
"492","Copiapó","Hombre","Industrias Manufactureras",398902,397953,457443
"493","Copiapó","Hombre","Electricidad, Gas y Agua",493032,488587,698324
"494","Copiapó","Hombre","Construcción",448001,463132,523279
"495","Copiapó","Hombre","Comercio",427807,387544,420570
"496","Copiapó","Hombre","Hoteles y Restaurantes",533919,502497,403443
"497","Copiapó","Hombre","Transporte, Almacenamiento y Comunicaciones",607958,481343,522934
"498","Copiapó","Hombre","Intermediación Financiera",611655,390834,598566
"499","Copiapó","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",601254,975257,671680
"500","Copiapó","Hombre","Administración Pública y Defensa",735741,503899,783903
"501","Copiapó","Hombre","Enseñanza",683698,707058,772849
"502","Copiapó","Hombre","Servicios Sociales y de Salud",967424,494546,865021
"503","Copiapó","Hombre","Otras Actividades de Servicios",381216,487403,433032
"504","Copiapó","Hombre","Servicio Doméstico",236851,384454,183425
"505","Copiapó","Hombre","No Bien Especificado",1277734,575294,NA
"506","Copiapó","Mujer","Agricultura, Ganadería, Caza y Silvicultura",203325,279605,355743
"507","Copiapó","Mujer","Pesca",237263,208904,207116
"508","Copiapó","Mujer","Explotación de Minas y Canteras",395357,544160,724576
"509","Copiapó","Mujer","Industrias Manufactureras",347766,164688,281933
"510","Copiapó","Mujer","Electricidad, Gas y Agua",302544,378333,458795
"511","Copiapó","Mujer","Construcción",371866,242596,525058
"512","Copiapó","Mujer","Comercio",277858,281529,281299
"513","Copiapó","Mujer","Hoteles y Restaurantes",326826,298907,292181
"514","Copiapó","Mujer","Transporte, Almacenamiento y Comunicaciones",340836,330888,511071
"515","Copiapó","Mujer","Intermediación Financiera",428071,890850,627406
"516","Copiapó","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",545433,424859,430556
"517","Copiapó","Mujer","Administración Pública y Defensa",483988,559481,713301
"518","Copiapó","Mujer","Enseñanza",427910,441829,501011
"519","Copiapó","Mujer","Servicios Sociales y de Salud",411152,437550,530282
"520","Copiapó","Mujer","Otras Actividades de Servicios",231229,272672,408323
"521","Copiapó","Mujer","Servicio Doméstico",165064,169257,198496
"522","Copiapó","Mujer","No Bien Especificado",404323,286705,NA
"523","Cordillera","Hombre","Agricultura, Ganadería, Caza y Silvicultura",281778,274276,430327
"524","Cordillera","Hombre","Explotación de Minas y Canteras",376654,422427,535987
"525","Cordillera","Hombre","Industrias Manufactureras",330221,325255,457642
"526","Cordillera","Hombre","Electricidad, Gas y Agua",386034,424427,492654
"527","Cordillera","Hombre","Construcción",376493,360446,398145
"528","Cordillera","Hombre","Comercio",296516,308941,414971
"529","Cordillera","Hombre","Hoteles y Restaurantes",230474,300584,321103
"530","Cordillera","Hombre","Transporte, Almacenamiento y Comunicaciones",313373,378691,444090
"531","Cordillera","Hombre","Intermediación Financiera",451781,823790,640887
"532","Cordillera","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",508698,435867,549024
"533","Cordillera","Hombre","Administración Pública y Defensa",394223,395221,590158
"534","Cordillera","Hombre","Enseñanza",448749,456553,523759
"535","Cordillera","Hombre","Servicios Sociales y de Salud",544352,320743,523047
"536","Cordillera","Hombre","Otras Actividades de Servicios",449401,227989,445728
"537","Cordillera","Hombre","Servicio Doméstico",243514,265657,294871
"538","Cordillera","Mujer","Agricultura, Ganadería, Caza y Silvicultura",335821,122046,249940
"539","Cordillera","Mujer","Pesca",76580,NA,NA
"540","Cordillera","Mujer","Industrias Manufactureras",259510,208871,402241
"541","Cordillera","Mujer","Electricidad, Gas y Agua",328200,251269,249711
"542","Cordillera","Mujer","Construcción",380104,266396,380373
"543","Cordillera","Mujer","Comercio",244077,212458,279949
"544","Cordillera","Mujer","Hoteles y Restaurantes",326936,226823,272389
"545","Cordillera","Mujer","Transporte, Almacenamiento y Comunicaciones",278144,438351,422260
"546","Cordillera","Mujer","Intermediación Financiera",470689,242261,575672
"547","Cordillera","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",385101,322659,384566
"548","Cordillera","Mujer","Administración Pública y Defensa",582172,430309,660588
"549","Cordillera","Mujer","Enseñanza",318588,313925,408941
"550","Cordillera","Mujer","Servicios Sociales y de Salud",287195,367205,431854
"551","Cordillera","Mujer","Otras Actividades de Servicios",248347,217870,271567
"552","Cordillera","Mujer","Servicio Doméstico",168913,173295,216664
"553","Cordillera","Mujer","Organizaciones y Órganos Extraterritoriales",158630,198000,NA
"554","Coyhaique","Hombre","Agricultura, Ganadería, Caza y Silvicultura",391059,268914,372213
"555","Coyhaique","Hombre","Pesca",510323,428352,584730
"556","Coyhaique","Hombre","Explotación de Minas y Canteras",533648,634477,1375401
"557","Coyhaique","Hombre","Industrias Manufactureras",589318,337906,395413
"558","Coyhaique","Hombre","Electricidad, Gas y Agua",393542,754839,NA
"559","Coyhaique","Hombre","Construcción",462409,483317,532585
"560","Coyhaique","Hombre","Comercio",424104,377578,396611
"561","Coyhaique","Hombre","Hoteles y Restaurantes",353037,464009,279436
"562","Coyhaique","Hombre","Transporte, Almacenamiento y Comunicaciones",487400,388833,476870
"563","Coyhaique","Hombre","Intermediación Financiera",576494,599390,1492516
"564","Coyhaique","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",859102,608253,711590
"565","Coyhaique","Hombre","Administración Pública y Defensa",971317,925652,1021774
"566","Coyhaique","Hombre","Enseñanza",721341,595559,1179745
"567","Coyhaique","Hombre","Servicios Sociales y de Salud",1196125,934990,495489
"568","Coyhaique","Hombre","Otras Actividades de Servicios",616302,446061,268436
"569","Coyhaique","Hombre","Servicio Doméstico",210009,259075,200000
"570","Coyhaique","Hombre","Organizaciones y Órganos Extraterritoriales",667340,NA,NA
"571","Coyhaique","Mujer","Agricultura, Ganadería, Caza y Silvicultura",482075,384679,180665
"572","Coyhaique","Mujer","Pesca",411382,219711,362273
"573","Coyhaique","Mujer","Industrias Manufactureras",231772,237363,196976
"574","Coyhaique","Mujer","Electricidad, Gas y Agua",653198,259146,672068
"575","Coyhaique","Mujer","Construcción",846105,1152552,1138687
"576","Coyhaique","Mujer","Comercio",305937,238495,280578
"577","Coyhaique","Mujer","Hoteles y Restaurantes",350644,203391,232097
"578","Coyhaique","Mujer","Transporte, Almacenamiento y Comunicaciones",604223,410825,394297
"579","Coyhaique","Mujer","Intermediación Financiera",404361,492195,584768
"580","Coyhaique","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",549478,336933,404585
"581","Coyhaique","Mujer","Administración Pública y Defensa",623087,571310,649496
"582","Coyhaique","Mujer","Enseñanza",551712,660260,609322
"583","Coyhaique","Mujer","Servicios Sociales y de Salud",565654,551740,601831
"584","Coyhaique","Mujer","Otras Actividades de Servicios",250098,329687,368263
"585","Coyhaique","Mujer","Servicio Doméstico",140293,146901,186496
"586","Curicó","Hombre","Agricultura, Ganadería, Caza y Silvicultura",257278,235882,294526
"587","Curicó","Hombre","Pesca",394852,116306,278187
"588","Curicó","Hombre","Explotación de Minas y Canteras",385886,622449,834496
"589","Curicó","Hombre","Industrias Manufactureras",400700,300661,369030
"590","Curicó","Hombre","Electricidad, Gas y Agua",356696,498709,447290
"591","Curicó","Hombre","Construcción",316556,328857,377267
"592","Curicó","Hombre","Comercio",311231,333413,343699
"593","Curicó","Hombre","Hoteles y Restaurantes",634463,251820,347647
"594","Curicó","Hombre","Transporte, Almacenamiento y Comunicaciones",464546,294811,364463
"595","Curicó","Hombre","Intermediación Financiera",375018,884942,432647
"596","Curicó","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",551153,642187,614202
"597","Curicó","Hombre","Administración Pública y Defensa",438802,536368,528518
"598","Curicó","Hombre","Enseñanza",385407,544729,498828
"599","Curicó","Hombre","Servicios Sociales y de Salud",1380095,488991,510953
"600","Curicó","Hombre","Otras Actividades de Servicios",671807,305297,289980
"601","Curicó","Hombre","Servicio Doméstico",203846,237429,256571
"602","Curicó","Hombre","No Bien Especificado",293137,231659,NA
"603","Curicó","Mujer","Agricultura, Ganadería, Caza y Silvicultura",195670,204078,256159
"604","Curicó","Mujer","Explotación de Minas y Canteras",207501,NA,NA
"605","Curicó","Mujer","Industrias Manufactureras",282762,216151,261845
"606","Curicó","Mujer","Electricidad, Gas y Agua",271156,195214,282473
"607","Curicó","Mujer","Construcción",523939,320369,700000
"608","Curicó","Mujer","Comercio",235808,219900,236038
"609","Curicó","Mujer","Hoteles y Restaurantes",245822,232472,226537
"610","Curicó","Mujer","Transporte, Almacenamiento y Comunicaciones",311837,274645,383388
"611","Curicó","Mujer","Intermediación Financiera",318643,532387,469919
"612","Curicó","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",470884,372237,449977
"613","Curicó","Mujer","Administración Pública y Defensa",342476,504144,504849
"614","Curicó","Mujer","Enseñanza",405368,342642,421474
"615","Curicó","Mujer","Servicios Sociales y de Salud",727632,384478,364554
"616","Curicó","Mujer","Otras Actividades de Servicios",476984,197290,190071
"617","Curicó","Mujer","Servicio Doméstico",133247,189928,185247
"618","El Loa","Hombre","Agricultura, Ganadería, Caza y Silvicultura",235507,274881,271928
"619","El Loa","Hombre","Explotación de Minas y Canteras",730816,800713,846630
"620","El Loa","Hombre","Industrias Manufactureras",513616,543494,607907
"621","El Loa","Hombre","Electricidad, Gas y Agua",514468,655000,525464
"622","El Loa","Hombre","Construcción",629740,435631,559369
"623","El Loa","Hombre","Comercio",535736,279772,439537
"624","El Loa","Hombre","Hoteles y Restaurantes",508406,286875,733452
"625","El Loa","Hombre","Transporte, Almacenamiento y Comunicaciones",560591,469642,682221
"626","El Loa","Hombre","Intermediación Financiera",449131,407803,1200000
"627","El Loa","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",614717,769259,582758
"628","El Loa","Hombre","Administración Pública y Defensa",538788,429610,749845
"629","El Loa","Hombre","Enseñanza",670177,761279,940075
"630","El Loa","Hombre","Servicios Sociales y de Salud",499848,516906,474412
"631","El Loa","Hombre","Otras Actividades de Servicios",403099,308501,560683
"632","El Loa","Hombre","Servicio Doméstico",388957,425166,324800
"633","El Loa","Hombre","No Bien Especificado",1335100,NA,570975
"634","El Loa","Mujer","Agricultura, Ganadería, Caza y Silvicultura",165054,145570,303028
"635","El Loa","Mujer","Explotación de Minas y Canteras",518740,457069,610296
"636","El Loa","Mujer","Industrias Manufactureras",716999,264425,370832
"637","El Loa","Mujer","Electricidad, Gas y Agua",505717,NA,600000
"638","El Loa","Mujer","Construcción",549871,388016,779638
"639","El Loa","Mujer","Comercio",337832,248724,280456
"640","El Loa","Mujer","Hoteles y Restaurantes",392304,310598,397396
"641","El Loa","Mujer","Transporte, Almacenamiento y Comunicaciones",381607,316981,364879
"642","El Loa","Mujer","Intermediación Financiera",422401,487576,712881
"643","El Loa","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",593302,351973,587536
"644","El Loa","Mujer","Administración Pública y Defensa",336132,299042,537394
"645","El Loa","Mujer","Enseñanza",401549,500806,462559
"646","El Loa","Mujer","Servicios Sociales y de Salud",481259,884174,455773
"647","El Loa","Mujer","Otras Actividades de Servicios",342505,254163,398550
"648","El Loa","Mujer","Servicio Doméstico",181497,217235,162884
"649","Elqui","Hombre","Agricultura, Ganadería, Caza y Silvicultura",265448,301324,285633
"650","Elqui","Hombre","Pesca",323010,204038,277243
"651","Elqui","Hombre","Explotación de Minas y Canteras",602189,680695,730178
"652","Elqui","Hombre","Industrias Manufactureras",408908,375802,471649
"653","Elqui","Hombre","Electricidad, Gas y Agua",855310,535798,344293
"654","Elqui","Hombre","Construcción",362036,362170,457562
"655","Elqui","Hombre","Comercio",358658,363203,384797
"656","Elqui","Hombre","Hoteles y Restaurantes",257391,487908,322372
"657","Elqui","Hombre","Transporte, Almacenamiento y Comunicaciones",458819,355121,358318
"658","Elqui","Hombre","Intermediación Financiera",1122148,860508,681754
"659","Elqui","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",481795,450369,864076
"660","Elqui","Hombre","Administración Pública y Defensa",436550,468197,738861
"661","Elqui","Hombre","Enseñanza",474002,538104,582094
"662","Elqui","Hombre","Servicios Sociales y de Salud",906500,576801,575420
"663","Elqui","Hombre","Otras Actividades de Servicios",501730,264456,406857
"664","Elqui","Hombre","Servicio Doméstico",229518,223240,254968
"665","Elqui","Mujer","Agricultura, Ganadería, Caza y Silvicultura",162053,216725,241319
"666","Elqui","Mujer","Pesca",97803,296852,NA
"667","Elqui","Mujer","Explotación de Minas y Canteras",452304,607274,489324
"668","Elqui","Mujer","Industrias Manufactureras",252734,181417,207803
"669","Elqui","Mujer","Electricidad, Gas y Agua",196920,180828,289362
"670","Elqui","Mujer","Construcción",209737,265299,346659
"671","Elqui","Mujer","Comercio",286855,206009,241350
"672","Elqui","Mujer","Hoteles y Restaurantes",215622,197939,248903
"673","Elqui","Mujer","Transporte, Almacenamiento y Comunicaciones",283406,354565,314470
"674","Elqui","Mujer","Intermediación Financiera",262267,479913,565578
"675","Elqui","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",283694,213753,530766
"676","Elqui","Mujer","Administración Pública y Defensa",386527,460488,571838
"677","Elqui","Mujer","Enseñanza",519000,365978,432103
"678","Elqui","Mujer","Servicios Sociales y de Salud",262030,414331,444401
"679","Elqui","Mujer","Otras Actividades de Servicios",745715,314112,255063
"680","Elqui","Mujer","Servicio Doméstico",138548,156569,183136
"681","Elqui","Mujer","No Bien Especificado",218800,345032,NA
"682","General Carrera","Hombre","Agricultura, Ganadería, Caza y Silvicultura",301899,218554,209274
"683","General Carrera","Hombre","Explotación de Minas y Canteras",688418,646445,754130
"684","General Carrera","Hombre","Industrias Manufactureras",299884,279302,352041
"685","General Carrera","Hombre","Electricidad, Gas y Agua",361020,NA,404800
"686","General Carrera","Hombre","Construcción",403517,323908,608767
"687","General Carrera","Hombre","Comercio",384306,318720,402184
"688","General Carrera","Hombre","Hoteles y Restaurantes",306320,425150,522222
"689","General Carrera","Hombre","Transporte, Almacenamiento y Comunicaciones",981823,321395,408113
"690","General Carrera","Hombre","Administración Pública y Defensa",546316,627414,575000
"691","General Carrera","Hombre","Enseñanza",714059,515998,897301
"692","General Carrera","Hombre","Servicios Sociales y de Salud",365806,1000000,744119
"693","General Carrera","Hombre","Otras Actividades de Servicios",218800,NA,380000
"694","General Carrera","Hombre","Servicio Doméstico",200470,60000,234103
"695","General Carrera","Mujer","Agricultura, Ganadería, Caza y Silvicultura",261248,263478,118713
"696","General Carrera","Mujer","Industrias Manufactureras",214248,165149,100000
"697","General Carrera","Mujer","Comercio",240044,226554,213048
"698","General Carrera","Mujer","Hoteles y Restaurantes",996584,255792,460152
"699","General Carrera","Mujer","Transporte, Almacenamiento y Comunicaciones",407802,302400,346111
"700","General Carrera","Mujer","Intermediación Financiera",689220,NA,1950000
"701","General Carrera","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",230230,NA,245000
"702","General Carrera","Mujer","Administración Pública y Defensa",451351,646746,500179
"703","General Carrera","Mujer","Enseñanza",491370,426456,481508
"704","General Carrera","Mujer","Servicios Sociales y de Salud",615609,271957,711571
"705","General Carrera","Mujer","Otras Actividades de Servicios",238098,216385,NA
"706","General Carrera","Mujer","Servicio Doméstico",161979,155248,216857
"707","Huasco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",264421,260548,326935
"708","Huasco","Hombre","Pesca",401183,536403,285960
"709","Huasco","Hombre","Explotación de Minas y Canteras",522486,548620,563284
"710","Huasco","Hombre","Industrias Manufactureras",392817,362637,410833
"711","Huasco","Hombre","Electricidad, Gas y Agua",274656,499571,710908
"712","Huasco","Hombre","Construcción",403593,370457,333732
"713","Huasco","Hombre","Comercio",340025,253469,355150
"714","Huasco","Hombre","Hoteles y Restaurantes",418715,350485,443527
"715","Huasco","Hombre","Transporte, Almacenamiento y Comunicaciones",467068,403938,547776
"716","Huasco","Hombre","Intermediación Financiera",177228,350000,798473
"717","Huasco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",459979,1156366,917305
"718","Huasco","Hombre","Administración Pública y Defensa",395613,464138,408874
"719","Huasco","Hombre","Enseñanza",453263,445151,507936
"720","Huasco","Hombre","Servicios Sociales y de Salud",820125,431683,850833
"721","Huasco","Hombre","Otras Actividades de Servicios",281070,346688,817262
"722","Huasco","Hombre","Servicio Doméstico",205400,200000,94583
"723","Huasco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",220606,197190,264817
"724","Huasco","Mujer","Pesca",222334,213235,NA
"725","Huasco","Mujer","Explotación de Minas y Canteras",464197,421095,475007
"726","Huasco","Mujer","Industrias Manufactureras",234439,146774,165866
"727","Huasco","Mujer","Electricidad, Gas y Agua",252551,182512,335458
"728","Huasco","Mujer","Construcción",214273,300000,280909
"729","Huasco","Mujer","Comercio",246028,178308,238867
"730","Huasco","Mujer","Hoteles y Restaurantes",203855,239914,299329
"731","Huasco","Mujer","Transporte, Almacenamiento y Comunicaciones",192347,222680,262047
"732","Huasco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",299037,277858,291042
"733","Huasco","Mujer","Administración Pública y Defensa",346080,359923,410867
"734","Huasco","Mujer","Enseñanza",350515,308912,285939
"735","Huasco","Mujer","Servicios Sociales y de Salud",501099,432700,400299
"736","Huasco","Mujer","Otras Actividades de Servicios",207919,147982,193070
"737","Huasco","Mujer","Servicio Doméstico",157467,189580,163017
"738","Huasco","Mujer","Organizaciones y Órganos Extraterritoriales",144509,NA,NA
"739","Iquique","Hombre","Agricultura, Ganadería, Caza y Silvicultura",417000,210163,392571
"740","Iquique","Hombre","Pesca",407295,645619,399090
"741","Iquique","Hombre","Explotación de Minas y Canteras",707747,791366,914094
"742","Iquique","Hombre","Industrias Manufactureras",396184,555201,730671
"743","Iquique","Hombre","Electricidad, Gas y Agua",719674,649866,413520
"744","Iquique","Hombre","Construcción",432585,498456,486630
"745","Iquique","Hombre","Comercio",462673,443485,503957
"746","Iquique","Hombre","Hoteles y Restaurantes",403431,381145,501524
"747","Iquique","Hombre","Transporte, Almacenamiento y Comunicaciones",494230,450430,461710
"748","Iquique","Hombre","Intermediación Financiera",675828,682920,1807034
"749","Iquique","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",538054,678387,955229
"750","Iquique","Hombre","Administración Pública y Defensa",661117,793409,788423
"751","Iquique","Hombre","Enseñanza",677635,790855,800237
"752","Iquique","Hombre","Servicios Sociales y de Salud",871381,1218290,1457735
"753","Iquique","Hombre","Otras Actividades de Servicios",350060,527045,503827
"754","Iquique","Hombre","Servicio Doméstico",286161,309009,275929
"755","Iquique","Mujer","Agricultura, Ganadería, Caza y Silvicultura",496118,171302,NA
"756","Iquique","Mujer","Pesca",319774,139461,324118
"757","Iquique","Mujer","Explotación de Minas y Canteras",622416,564580,784102
"758","Iquique","Mujer","Industrias Manufactureras",307621,208238,287043
"759","Iquique","Mujer","Electricidad, Gas y Agua",256934,732453,100000
"760","Iquique","Mujer","Construcción",354226,624652,481995
"761","Iquique","Mujer","Comercio",287032,284998,299937
"762","Iquique","Mujer","Hoteles y Restaurantes",250462,292582,272688
"763","Iquique","Mujer","Transporte, Almacenamiento y Comunicaciones",443596,347736,334280
"764","Iquique","Mujer","Intermediación Financiera",778421,580389,626894
"765","Iquique","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",512605,588122,468739
"766","Iquique","Mujer","Administración Pública y Defensa",511344,942540,617470
"767","Iquique","Mujer","Enseñanza",391048,485100,507843
"768","Iquique","Mujer","Servicios Sociales y de Salud",509434,602222,637574
"769","Iquique","Mujer","Otras Actividades de Servicios",338148,481599,472775
"770","Iquique","Mujer","Servicio Doméstico",177177,187802,216878
"771","Iquique","Mujer","Organizaciones y Órganos Extraterritoriales",112682,NA,NA
"772","Iquique","Mujer","No Bien Especificado",218800,383398,546089
"773","Limarí","Hombre","Agricultura, Ganadería, Caza y Silvicultura",236174,219223,235835
"774","Limarí","Hombre","Pesca",202390,400000,149900
"775","Limarí","Hombre","Explotación de Minas y Canteras",587915,689746,455447
"776","Limarí","Hombre","Industrias Manufactureras",363812,366219,352846
"777","Limarí","Hombre","Electricidad, Gas y Agua",331559,305836,479482
"778","Limarí","Hombre","Construcción",297735,247113,346292
"779","Limarí","Hombre","Comercio",250822,271129,289417
"780","Limarí","Hombre","Hoteles y Restaurantes",322183,476417,560503
