"","region","sex","branch","2011","2013","2015"
"386","Metropolitana","Hombre","Organizaciones y Órganos Extraterritoriales",1396827,344258,3189841
"387","Metropolitana","Hombre","No Bien Especificado",295019,577196,264000
"388","Metropolitana","Mujer","Agricultura, Ganadería, Caza y Silvicultura",468608,368117,316795
"389","Metropolitana","Mujer","Pesca",421528,150000,416839
"390","Metropolitana","Mujer","Explotación de Minas y Canteras",1455482,989152,1273772
"391","Metropolitana","Mujer","Industrias Manufactureras",397876,298709,373693
"392","Metropolitana","Mujer","Electricidad, Gas y Agua",654146,657336,660974
"393","Metropolitana","Mujer","Construcción",695551,492169,481808
"394","Metropolitana","Mujer","Comercio",311960,266044,304043
"395","Metropolitana","Mujer","Hoteles y Restaurantes",260861,267118,285786
"396","Metropolitana","Mujer","Transporte, Almacenamiento y Comunicaciones",445977,464393,512103
"397","Metropolitana","Mujer","Intermediación Financiera",628327,816093,757943
"398","Metropolitana","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",738995,626655,637267
"399","Metropolitana","Mujer","Administración Pública y Defensa",573003,661597,683490
"400","Metropolitana","Mujer","Enseñanza",451229,511359,510771
"401","Metropolitana","Mujer","Servicios Sociales y de Salud",588959,537609,588755
"402","Metropolitana","Mujer","Otras Actividades de Servicios",449442,374246,376208
"403","Metropolitana","Mujer","Servicio Doméstico",204819,200535,249562
"404","Metropolitana","Mujer","Organizaciones y Órganos Extraterritoriales",256777,621176,1124614
"405","Metropolitana","Mujer","No Bien Especificado",281616,457868,319758
"406","O'Higgins","Hombre","Agricultura, Ganadería, Caza y Silvicultura",262576,251880,320623
"407","O'Higgins","Hombre","Pesca",409206,263861,234175
"408","O'Higgins","Hombre","Explotación de Minas y Canteras",525946,774340,827387
"409","O'Higgins","Hombre","Industrias Manufactureras",343814,339491,416356
"410","O'Higgins","Hombre","Electricidad, Gas y Agua",507049,334421,390519
"411","O'Higgins","Hombre","Construcción",390873,311509,370965
"412","O'Higgins","Hombre","Comercio",322119,306332,314052
"413","O'Higgins","Hombre","Hoteles y Restaurantes",541143,350161,385444
"414","O'Higgins","Hombre","Transporte, Almacenamiento y Comunicaciones",446160,315298,432419
"415","O'Higgins","Hombre","Intermediación Financiera",513848,605838,739359
"416","O'Higgins","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",410533,694745,667840
"417","O'Higgins","Hombre","Administración Pública y Defensa",434867,611493,553739
"418","O'Higgins","Hombre","Enseñanza",485353,328896,560302
"419","O'Higgins","Hombre","Servicios Sociales y de Salud",1054422,784280,689575
"420","O'Higgins","Hombre","Otras Actividades de Servicios",298994,308545,281469
"421","O'Higgins","Hombre","Servicio Doméstico",309309,219185,290248
"422","O'Higgins","Hombre","Organizaciones y Órganos Extraterritoriales",547000,NA,NA
"423","O'Higgins","Hombre","No Bien Especificado",1027000,331137,279143
"424","O'Higgins","Mujer","Agricultura, Ganadería, Caza y Silvicultura",187547,221018,263022
"425","O'Higgins","Mujer","Pesca",273867,100000,135806
"426","O'Higgins","Mujer","Explotación de Minas y Canteras",335578,319555,1315947
"427","O'Higgins","Mujer","Industrias Manufactureras",324685,207526,292880
"428","O'Higgins","Mujer","Electricidad, Gas y Agua",252675,233136,235785
"429","O'Higgins","Mujer","Construcción",592985,293914,358145
"430","O'Higgins","Mujer","Comercio",248361,220338,230527
"431","O'Higgins","Mujer","Hoteles y Restaurantes",255890,232331,260796
"432","O'Higgins","Mujer","Transporte, Almacenamiento y Comunicaciones",345866,254892,298706
"433","O'Higgins","Mujer","Intermediación Financiera",385860,769080,630493
"434","O'Higgins","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",353032,346892,410482
"435","O'Higgins","Mujer","Administración Pública y Defensa",472127,530092,515801
"436","O'Higgins","Mujer","Enseñanza",352898,377502,472453
"437","O'Higgins","Mujer","Servicios Sociales y de Salud",317429,368884,456452
"438","O'Higgins","Mujer","Otras Actividades de Servicios",252020,220386,274165
"439","O'Higgins","Mujer","Servicio Doméstico",137480,154069,172464
"440","O'Higgins","Mujer","No Bien Especificado",616200,466613,209000
"441","Tarapacá","Hombre","Agricultura, Ganadería, Caza y Silvicultura",297793,164799,214621
"442","Tarapacá","Hombre","Pesca",407295,574744,350866
"443","Tarapacá","Hombre","Explotación de Minas y Canteras",675174,762442,882808
"444","Tarapacá","Hombre","Industrias Manufactureras",403977,543796,720165
"445","Tarapacá","Hombre","Electricidad, Gas y Agua",719674,649866,402259
"446","Tarapacá","Hombre","Construcción",426208,493128,480506
"447","Tarapacá","Hombre","Comercio",460311,438748,498306
"448","Tarapacá","Hombre","Hoteles y Restaurantes",402112,373550,493874
"449","Tarapacá","Hombre","Transporte, Almacenamiento y Comunicaciones",491964,446976,459264
"450","Tarapacá","Hombre","Intermediación Financiera",675828,682920,1787505
"451","Tarapacá","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",537936,669706,944011
"452","Tarapacá","Hombre","Administración Pública y Defensa",638942,762592,775158
"453","Tarapacá","Hombre","Enseñanza",676212,777261,797477
"454","Tarapacá","Hombre","Servicios Sociales y de Salud",857302,1218290,1444293
"455","Tarapacá","Hombre","Otras Actividades de Servicios",354680,507865,498043
"456","Tarapacá","Hombre","Servicio Doméstico",284362,307879,275641
"457","Tarapacá","Mujer","Agricultura, Ganadería, Caza y Silvicultura",251417,161854,130676
"458","Tarapacá","Mujer","Pesca",319774,139461,226560
"459","Tarapacá","Mujer","Explotación de Minas y Canteras",577017,536060,720162
"460","Tarapacá","Mujer","Industrias Manufactureras",303251,207700,276654
"461","Tarapacá","Mujer","Electricidad, Gas y Agua",256934,732453,110227
"462","Tarapacá","Mujer","Construcción",343240,605621,483065
"463","Tarapacá","Mujer","Comercio",286023,281973,297301
"464","Tarapacá","Mujer","Hoteles y Restaurantes",252613,289589,271207
"465","Tarapacá","Mujer","Transporte, Almacenamiento y Comunicaciones",434997,338859,335455
"466","Tarapacá","Mujer","Intermediación Financiera",769942,580389,622658
"467","Tarapacá","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",505840,585487,464247
"468","Tarapacá","Mujer","Administración Pública y Defensa",467889,861381,594812
"469","Tarapacá","Mujer","Enseñanza",386636,478842,497170
"470","Tarapacá","Mujer","Servicios Sociales y de Salud",505900,599487,625850
"471","Tarapacá","Mujer","Otras Actividades de Servicios",332558,473312,454913
"472","Tarapacá","Mujer","Servicio Doméstico",176029,185791,215530
"473","Tarapacá","Mujer","Organizaciones y Órganos Extraterritoriales",112682,NA,NA
"474","Tarapacá","Mujer","No Bien Especificado",218800,382329,534865
"475","Valparaíso","Hombre","Agricultura, Ganadería, Caza y Silvicultura",253357,302257,326560
"476","Valparaíso","Hombre","Pesca",328981,209416,284366
"477","Valparaíso","Hombre","Explotación de Minas y Canteras",709862,713949,814005
"478","Valparaíso","Hombre","Industrias Manufactureras",399617,496835,440598
"479","Valparaíso","Hombre","Electricidad, Gas y Agua",560063,528605,948359
"480","Valparaíso","Hombre","Construcción",364466,353988,403843
"481","Valparaíso","Hombre","Comercio",349156,368827,361778
"482","Valparaíso","Hombre","Hoteles y Restaurantes",326125,286291,293338
"483","Valparaíso","Hombre","Transporte, Almacenamiento y Comunicaciones",450419,518826,471632
"484","Valparaíso","Hombre","Intermediación Financiera",911254,905682,831167
"485","Valparaíso","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",651161,710592,608109
"486","Valparaíso","Hombre","Administración Pública y Defensa",517501,555826,705298
"487","Valparaíso","Hombre","Enseñanza",449390,562193,655280
"488","Valparaíso","Hombre","Servicios Sociales y de Salud",715467,670616,780177
"489","Valparaíso","Hombre","Otras Actividades de Servicios",425497,331555,375927
"490","Valparaíso","Hombre","Servicio Doméstico",255849,206568,262729
"491","Valparaíso","Hombre","Organizaciones y Órganos Extraterritoriales",513500,550000,960978
"492","Valparaíso","Hombre","No Bien Especificado",452071,736606,470435
"493","Valparaíso","Mujer","Agricultura, Ganadería, Caza y Silvicultura",199295,207190,263576
"494","Valparaíso","Mujer","Pesca",196920,290673,NA
"495","Valparaíso","Mujer","Explotación de Minas y Canteras",632530,663348,854712
"496","Valparaíso","Mujer","Industrias Manufactureras",281084,202805,254157
"497","Valparaíso","Mujer","Electricidad, Gas y Agua",83022,293295,307231
"498","Valparaíso","Mujer","Construcción",719667,357053,408303
"499","Valparaíso","Mujer","Comercio",253107,208817,253666
"500","Valparaíso","Mujer","Hoteles y Restaurantes",294008,209119,242775
"501","Valparaíso","Mujer","Transporte, Almacenamiento y Comunicaciones",412812,366884,363602
"502","Valparaíso","Mujer","Intermediación Financiera",1033522,658084,725951
"503","Valparaíso","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",426978,343452,459347
"504","Valparaíso","Mujer","Administración Pública y Defensa",485291,512694,561775
"505","Valparaíso","Mujer","Enseñanza",412139,368383,454215
"506","Valparaíso","Mujer","Servicios Sociales y de Salud",370661,454867,487570
"507","Valparaíso","Mujer","Otras Actividades de Servicios",310525,226311,271718
"508","Valparaíso","Mujer","Servicio Doméstico",142789,151258,174134
"509","Valparaíso","Mujer","Organizaciones y Órganos Extraterritoriales",447692,NA,NA
