"","comuna","sex","branch","2011","2013","2015"
"1142","Coihueco","Mujer","Otras Actividades de Servicios",249903,NA,NA
"1143","Coihueco","Mujer","Servicio Doméstico",109400,132612,140000
"1144","Coinco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",249933,262823,245983
"1145","Coinco","Hombre","Explotación de Minas y Canteras",525120,950000,NA
"1146","Coinco","Hombre","Industrias Manufactureras",226469,261647,379000
"1147","Coinco","Hombre","Electricidad, Gas y Agua",656400,NA,NA
"1148","Coinco","Hombre","Construcción",184985,262531,663333
"1149","Coinco","Hombre","Comercio",194576,285195,360833
"1150","Coinco","Hombre","Transporte, Almacenamiento y Comunicaciones",175274,301686,333000
"1151","Coinco","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",240680,350000,300000
"1152","Coinco","Hombre","Enseñanza",474199,461270,NA
"1153","Coinco","Hombre","Servicios Sociales y de Salud",2188000,700000,425000
"1154","Coinco","Hombre","Otras Actividades de Servicios",273500,NA,NA
"1155","Coinco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",187152,157045,245714
"1156","Coinco","Mujer","Industrias Manufactureras",122795,346667,NA
"1157","Coinco","Mujer","Comercio",135389,234169,125000
"1158","Coinco","Mujer","Transporte, Almacenamiento y Comunicaciones",196920,50000,NA
"1159","Coinco","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",76580,NA,NA
"1160","Coinco","Mujer","Enseñanza",418421,219449,390000
"1161","Coinco","Mujer","Otras Actividades de Servicios",246480,230000,170000
"1162","Coinco","Mujer","Servicio Doméstico",119908,95018,167600
"1163","Colbún","Hombre","Agricultura, Ganadería, Caza y Silvicultura",198237,261314,214769
"1164","Colbún","Hombre","Explotación de Minas y Canteras",704006,1152062,539273
"1165","Colbún","Hombre","Industrias Manufactureras",140222,260557,91938
"1166","Colbún","Hombre","Electricidad, Gas y Agua",244931,NA,496992
"1167","Colbún","Hombre","Construcción",321594,357597,406938
"1168","Colbún","Hombre","Comercio",158361,196846,249948
"1169","Colbún","Hombre","Hoteles y Restaurantes",229129,211667,555849
"1170","Colbún","Hombre","Transporte, Almacenamiento y Comunicaciones",255651,71792,442595
"1171","Colbún","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",320214,1050000,407666
"1172","Colbún","Hombre","Administración Pública y Defensa",308100,303060,456236
"1173","Colbún","Hombre","Enseñanza",200749,377719,892355
"1174","Colbún","Hombre","Servicios Sociales y de Salud",218800,NA,NA
"1175","Colbún","Mujer","Agricultura, Ganadería, Caza y Silvicultura",134083,106000,183152
"1176","Colbún","Mujer","Industrias Manufactureras",242175,NA,106529
"1177","Colbún","Mujer","Comercio",131735,63871,256481
"1178","Colbún","Mujer","Hoteles y Restaurantes",161232,225702,206738
"1179","Colbún","Mujer","Administración Pública y Defensa",395778,186491,453966
"1180","Colbún","Mujer","Enseñanza",314286,259259,348555
"1181","Colbún","Mujer","Servicios Sociales y de Salud",218675,320719,250000
"1182","Colbún","Mujer","Servicio Doméstico",43760,202000,175180
"1183","Colina","Hombre","Agricultura, Ganadería, Caza y Silvicultura",346336,165154,281461
"1184","Colina","Hombre","Explotación de Minas y Canteras",576362,430400,591341
"1185","Colina","Hombre","Industrias Manufactureras",304741,245811,340449
"1186","Colina","Hombre","Construcción",403787,377703,414108
"1187","Colina","Hombre","Comercio",361035,226629,336403
"1188","Colina","Hombre","Hoteles y Restaurantes",263765,268164,214149
"1189","Colina","Hombre","Transporte, Almacenamiento y Comunicaciones",434653,284168,456281
"1190","Colina","Hombre","Intermediación Financiera",218800,NA,NA
"1191","Colina","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",516693,279444,430110
"1192","Colina","Hombre","Administración Pública y Defensa",481320,350000,423548
"1193","Colina","Hombre","Enseñanza",218800,380000,410100
"1194","Colina","Hombre","Servicios Sociales y de Salud",1355662,250000,350000
"1195","Colina","Hombre","Otras Actividades de Servicios",265342,305069,532476
"1196","Colina","Hombre","Servicio Doméstico",311317,232208,295523
"1197","Colina","Mujer","Industrias Manufactureras",236021,191077,199630
"1198","Colina","Mujer","Construcción",218800,224454,300000
"1199","Colina","Mujer","Comercio",220518,250440,244745
"1200","Colina","Mujer","Hoteles y Restaurantes",277373,182262,205722
"1201","Colina","Mujer","Transporte, Almacenamiento y Comunicaciones",373096,168062,318496
"1202","Colina","Mujer","Intermediación Financiera",437600,NA,NA
"1203","Colina","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",398255,258171,305421
"1204","Colina","Mujer","Enseñanza",303766,242112,371704
"1205","Colina","Mujer","Servicios Sociales y de Salud",603301,380175,375205
"1206","Colina","Mujer","Otras Actividades de Servicios",262560,202365,220823
"1207","Colina","Mujer","Servicio Doméstico",179040,214121,245708
"1208","Collipulli","Hombre","Agricultura, Ganadería, Caza y Silvicultura",184951,188847,252006
"1209","Collipulli","Hombre","Pesca",153160,NA,NA
"1210","Collipulli","Hombre","Explotación de Minas y Canteras",616760,450000,709091
"1211","Collipulli","Hombre","Industrias Manufactureras",287313,298995,492767
"1212","Collipulli","Hombre","Electricidad, Gas y Agua",199108,NA,NA
"1213","Collipulli","Hombre","Construcción",544280,285306,284251
"1214","Collipulli","Hombre","Comercio",143503,82397,428501
"1215","Collipulli","Hombre","Hoteles y Restaurantes",197063,1000000,300000
"1216","Collipulli","Hombre","Transporte, Almacenamiento y Comunicaciones",290723,235273,362145
"1217","Collipulli","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",2740247,NA,445202
"1218","Collipulli","Hombre","Administración Pública y Defensa",743053,600000,717324
"1219","Collipulli","Hombre","Servicios Sociales y de Salud",296630,3000000,430990
"1220","Collipulli","Hombre","Otras Actividades de Servicios",369720,96222,80238
"1221","Collipulli","Mujer","Agricultura, Ganadería, Caza y Silvicultura",130164,157441,195492
"1222","Collipulli","Mujer","Industrias Manufactureras",298731,88405,206977
"1223","Collipulli","Mujer","Construcción",199108,NA,375628
"1224","Collipulli","Mujer","Comercio",158904,149665,152107
"1225","Collipulli","Mujer","Hoteles y Restaurantes",833826,588841,216680
"1226","Collipulli","Mujer","Intermediación Financiera",19692,NA,NA
"1227","Collipulli","Mujer","Administración Pública y Defensa",296468,187314,367932
"1228","Collipulli","Mujer","Enseñanza",369081,294834,547323
"1229","Collipulli","Mujer","Servicios Sociales y de Salud",406866,839057,1583673
"1230","Collipulli","Mujer","Servicio Doméstico",120705,101010,152135
"1231","Coltauco","Hombre","Agricultura, Ganadería, Caza y Silvicultura",316967,261514,325063
"1232","Coltauco","Hombre","Explotación de Minas y Canteras",218800,378367,614467
"1233","Coltauco","Hombre","Industrias Manufactureras",367507,310203,404999
"1234","Coltauco","Hombre","Construcción",331705,273109,331838
"1235","Coltauco","Hombre","Comercio",338507,191366,261184
"1236","Coltauco","Hombre","Transporte, Almacenamiento y Comunicaciones",597432,320000,487589
"1237","Coltauco","Hombre","Administración Pública y Defensa",853320,350000,425123
"1238","Coltauco","Hombre","Servicios Sociales y de Salud",889700,NA,679333
"1239","Coltauco","Hombre","Servicio Doméstico",246480,250000,239184
"1240","Coltauco","Mujer","Agricultura, Ganadería, Caza y Silvicultura",224470,200768,240361
"1241","Coltauco","Mujer","Industrias Manufactureras",1027000,270000,220904
"1242","Coltauco","Mujer","Comercio",212178,247000,266054
"1243","Coltauco","Mujer","Transporte, Almacenamiento y Comunicaciones",254090,298750,254726
"1244","Coltauco","Mujer","Administración Pública y Defensa",513818,NA,503864
"1245","Coltauco","Mujer","Enseñanza",478660,315126,449475
"1246","Coltauco","Mujer","Servicios Sociales y de Salud",227183,280000,414162
"1247","Coltauco","Mujer","Servicio Doméstico",129359,153333,161340
"1248","Combarbalá","Hombre","Agricultura, Ganadería, Caza y Silvicultura",197520,196804,214200
"1249","Combarbalá","Hombre","Explotación de Minas y Canteras",416689,467802,437332
"1250","Combarbalá","Hombre","Industrias Manufactureras",218800,378378,287500
"1251","Combarbalá","Hombre","Construcción",333467,269890,150000
"1252","Combarbalá","Hombre","Comercio",186211,300905,377572
"1253","Combarbalá","Hombre","Hoteles y Restaurantes",369720,NA,NA
"1254","Combarbalá","Hombre","Transporte, Almacenamiento y Comunicaciones",301378,263930,350000
"1255","Combarbalá","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",245056,NA,NA
"1256","Combarbalá","Hombre","Administración Pública y Defensa",317260,322216,NA
"1257","Combarbalá","Hombre","Enseñanza",467503,835714,700000
"1258","Combarbalá","Hombre","Servicios Sociales y de Salud",201543,274248,480000
"1259","Combarbalá","Mujer","Agricultura, Ganadería, Caza y Silvicultura",158441,121057,233800
"1260","Combarbalá","Mujer","Industrias Manufactureras",308100,77758,NA
"1261","Combarbalá","Mujer","Comercio",169418,116155,136566
"1262","Combarbalá","Mujer","Hoteles y Restaurantes",173014,137405,NA
"1263","Combarbalá","Mujer","Enseñanza",265525,407893,489000
"1264","Combarbalá","Mujer","Servicios Sociales y de Salud",161996,837876,637000
"1265","Combarbalá","Mujer","Servicio Doméstico",82050,58243,150000
"1266","Concepción","Hombre","Agricultura, Ganadería, Caza y Silvicultura",484393,304273,392736
"1267","Concepción","Hombre","Pesca",875200,300000,411604
"1268","Concepción","Hombre","Explotación de Minas y Canteras",372413,569543,622488
"1269","Concepción","Hombre","Industrias Manufactureras",598719,439493,513030
"1270","Concepción","Hombre","Electricidad, Gas y Agua",415088,477828,574215
"1271","Concepción","Hombre","Construcción",609952,274187,623087
"1272","Concepción","Hombre","Comercio",542442,368365,372500
"1273","Concepción","Hombre","Hoteles y Restaurantes",183464,388161,337233
"1274","Concepción","Hombre","Transporte, Almacenamiento y Comunicaciones",570571,379104,402730
"1275","Concepción","Hombre","Intermediación Financiera",1049788,901395,685748
"1276","Concepción","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",592038,619847,369354
"1277","Concepción","Hombre","Administración Pública y Defensa",637868,596608,861335
"1278","Concepción","Hombre","Enseñanza",494894,531976,726878
"1279","Concepción","Hombre","Servicios Sociales y de Salud",917135,574626,1057887
"1280","Concepción","Hombre","Otras Actividades de Servicios",277752,486969,270309
"1281","Concepción","Hombre","Servicio Doméstico",492960,247833,250365
"1282","Concepción","Hombre","Organizaciones y Órganos Extraterritoriales",765800,NA,NA
"1283","Concepción","Mujer","Agricultura, Ganadería, Caza y Silvicultura",1094000,68000,382015
"1284","Concepción","Mujer","Explotación de Minas y Canteras",306320,700000,1300000
"1285","Concepción","Mujer","Industrias Manufactureras",215117,225923,265423
"1286","Concepción","Mujer","Electricidad, Gas y Agua",1094000,650000,564583
"1287","Concepción","Mujer","Construcción",1021623,259135,270033
"1288","Concepción","Mujer","Comercio",470351,253144,276520
"1289","Concepción","Mujer","Hoteles y Restaurantes",630729,210941,235281
"1290","Concepción","Mujer","Transporte, Almacenamiento y Comunicaciones",255047,217742,352815
"1291","Concepción","Mujer","Intermediación Financiera",1641000,563419,759342
"1292","Concepción","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",312060,465020,411366
"1293","Concepción","Mujer","Administración Pública y Defensa",385861,690935,958958
"1294","Concepción","Mujer","Enseñanza",653988,435357,596869
"1295","Concepción","Mujer","Servicios Sociales y de Salud",262489,478221,523529
"1296","Concepción","Mujer","Otras Actividades de Servicios",419227,285043,320515
"1297","Concepción","Mujer","Servicio Doméstico",139217,126419,165358
"1298","Conchalí","Hombre","Agricultura, Ganadería, Caza y Silvicultura",270058,NA,240036
"1299","Conchalí","Hombre","Explotación de Minas y Canteras",238054,713482,1334829
"1300","Conchalí","Hombre","Industrias Manufactureras",386821,304979,366260
"1301","Conchalí","Hombre","Construcción",382220,273214,375885
"1302","Conchalí","Hombre","Comercio",322334,274652,322246
"1303","Conchalí","Hombre","Hoteles y Restaurantes",300094,301673,296741
"1304","Conchalí","Hombre","Transporte, Almacenamiento y Comunicaciones",302082,416728,420121
"1305","Conchalí","Hombre","Intermediación Financiera",717872,1000000,579613
"1306","Conchalí","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",516391,291426,514625
"1307","Conchalí","Hombre","Administración Pública y Defensa",439072,368012,469212
"1308","Conchalí","Hombre","Enseñanza",350195,430157,485428
"1309","Conchalí","Hombre","Servicios Sociales y de Salud",441479,368125,498045
"1310","Conchalí","Hombre","Otras Actividades de Servicios",214946,555166,342322
"1311","Conchalí","Hombre","Servicio Doméstico",268549,265870,319506
"1312","Conchalí","Mujer","Industrias Manufactureras",254956,194699,268491
"1313","Conchalí","Mujer","Comercio",268373,229505,233408
"1314","Conchalí","Mujer","Hoteles y Restaurantes",116596,249844,276492
"1315","Conchalí","Mujer","Transporte, Almacenamiento y Comunicaciones",405819,233212,375308
"1316","Conchalí","Mujer","Intermediación Financiera",449915,NA,526330
"1317","Conchalí","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",243331,211809,352243
"1318","Conchalí","Mujer","Administración Pública y Defensa",268803,351770,501373
"1319","Conchalí","Mujer","Enseñanza",423015,321766,360413
"1320","Conchalí","Mujer","Servicios Sociales y de Salud",445679,326486,405505
"1321","Conchalí","Mujer","Otras Actividades de Servicios",295690,200000,297909
"1322","Conchalí","Mujer","Servicio Doméstico",217844,190182,214838
"1323","Concón","Hombre","Agricultura, Ganadería, Caza y Silvicultura",186690,NA,966654
"1324","Concón","Hombre","Pesca",214196,280336,154831
"1325","Concón","Hombre","Industrias Manufactureras",449788,468063,553789
"1326","Concón","Hombre","Construcción",578920,776334,523222
"1327","Concón","Hombre","Comercio",754914,310000,539521
"1328","Concón","Hombre","Hoteles y Restaurantes",350080,187831,389580
"1329","Concón","Hombre","Transporte, Almacenamiento y Comunicaciones",539904,600000,656886
"1330","Concón","Hombre","Intermediación Financiera",1788412,2126821,1227804
"1331","Concón","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",240680,861846,867423
"1332","Concón","Hombre","Administración Pública y Defensa",881547,859316,1208488
"1333","Concón","Hombre","Enseñanza",568399,914705,544843
"1334","Concón","Hombre","Otras Actividades de Servicios",156422,NA,375635
"1335","Concón","Hombre","Servicio Doméstico",410800,NA,301902
"1336","Concón","Mujer","Explotación de Minas y Canteras",1094000,2000000,235000
"1337","Concón","Mujer","Industrias Manufactureras",1101922,30000,313809
"1338","Concón","Mujer","Comercio",140723,243589,397605
"1339","Concón","Mujer","Hoteles y Restaurantes",553706,525333,228747
"1340","Concón","Mujer","Transporte, Almacenamiento y Comunicaciones",1312800,359939,251627
"1341","Concón","Mujer","Intermediación Financiera",292690,850000,1087720
"1342","Concón","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",249979,203546,759051
"1343","Concón","Mujer","Administración Pública y Defensa",1203400,966667,1096123
"1344","Concón","Mujer","Enseñanza",164100,703412,537130
"1345","Concón","Mujer","Otras Actividades de Servicios",2054000,NA,272507
"1346","Concón","Mujer","Servicio Doméstico",97232,191241,224547
"1347","Constitución","Hombre","Agricultura, Ganadería, Caza y Silvicultura",307397,401574,291922
"1348","Constitución","Hombre","Pesca",135220,220412,221398
"1349","Constitución","Hombre","Explotación de Minas y Canteras",428981,1500000,1678182
"1350","Constitución","Hombre","Industrias Manufactureras",515088,353277,343276
"1351","Constitución","Hombre","Construcción",287560,357805,341712
"1352","Constitución","Hombre","Comercio",600101,220204,404260
"1353","Constitución","Hombre","Hoteles y Restaurantes",1027000,NA,329583
"1354","Constitución","Hombre","Transporte, Almacenamiento y Comunicaciones",472165,678236,425477
"1355","Constitución","Hombre","Intermediación Financiera",415720,NA,700000
"1356","Constitución","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",269042,623077,336554
"1357","Constitución","Hombre","Administración Pública y Defensa",590760,NA,339483
"1358","Constitución","Hombre","Enseñanza",601700,249346,584557
"1359","Constitución","Hombre","Servicios Sociales y de Salud",2054000,250000,372222
"1360","Constitución","Hombre","Otras Actividades de Servicios",127421,NA,360362
"1361","Constitución","Mujer","Agricultura, Ganadería, Caza y Silvicultura",214047,319733,256271
"1362","Constitución","Mujer","Pesca",32820,NA,NA
"1363","Constitución","Mujer","Industrias Manufactureras",288657,448305,309329
"1364","Constitución","Mujer","Construcción",299013,174359,NA
"1365","Constitución","Mujer","Comercio",329502,239394,229163
"1366","Constitución","Mujer","Hoteles y Restaurantes",221607,183379,202118
"1367","Constitución","Mujer","Transporte, Almacenamiento y Comunicaciones",1643200,210000,NA
"1368","Constitución","Mujer","Intermediación Financiera",98460,NA,350000
"1369","Constitución","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",215432,355266,NA
"1370","Constitución","Mujer","Administración Pública y Defensa",433034,322922,283724
"1371","Constitución","Mujer","Enseñanza",452852,340812,406935
"1372","Constitución","Mujer","Servicios Sociales y de Salud",667377,437777,584617
"1373","Constitución","Mujer","Otras Actividades de Servicios",366150,175586,220083
"1374","Constitución","Mujer","Servicio Doméstico",116638,83170,144011
"1375","Contulmo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",174890,172356,269444
"1376","Contulmo","Hombre","Industrias Manufactureras",253106,275072,150000
"1377","Contulmo","Hombre","Construcción",111960,185828,231323
"1378","Contulmo","Hombre","Comercio",151930,1000000,348975
"1379","Contulmo","Hombre","Transporte, Almacenamiento y Comunicaciones",350080,393504,230497
"1380","Contulmo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",207176,250000,NA
"1381","Contulmo","Hombre","Administración Pública y Defensa",173581,306995,577340
"1382","Contulmo","Hombre","Enseñanza",929900,341504,833333
"1383","Contulmo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",161912,75286,197000
"1384","Contulmo","Mujer","Industrias Manufactureras",410800,145759,20000
"1385","Contulmo","Mujer","Comercio",184582,186188,55000
"1386","Contulmo","Mujer","Hoteles y Restaurantes",179267,497627,161589
"1387","Contulmo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",161912,174000,228887
"1388","Contulmo","Mujer","Administración Pública y Defensa",256914,285363,192111
"1389","Contulmo","Mujer","Enseñanza",331044,251256,590182
"1390","Contulmo","Mujer","Otras Actividades de Servicios",87520,120000,185000
"1391","Contulmo","Mujer","Servicio Doméstico",91964,130141,NA
"1392","Copiapó","Hombre","Agricultura, Ganadería, Caza y Silvicultura",348834,263096,426736
"1393","Copiapó","Hombre","Pesca",160206,456206,403600
"1394","Copiapó","Hombre","Explotación de Minas y Canteras",547266,624515,802125
"1395","Copiapó","Hombre","Industrias Manufactureras",410763,381412,492372
"1396","Copiapó","Hombre","Electricidad, Gas y Agua",508134,518388,705400
"1397","Copiapó","Hombre","Construcción",451480,487384,538668
"1398","Copiapó","Hombre","Comercio",430622,402725,418377
"1399","Copiapó","Hombre","Hoteles y Restaurantes",537451,562596,437562
"1400","Copiapó","Hombre","Transporte, Almacenamiento y Comunicaciones",598552,484258,531153
"1401","Copiapó","Hombre","Intermediación Financiera",663223,383348,599038
"1402","Copiapó","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",584951,984649,706369
"1403","Copiapó","Hombre","Administración Pública y Defensa",791117,505852,837438
"1404","Copiapó","Hombre","Enseñanza",690928,713133,787704
"1405","Copiapó","Hombre","Servicios Sociales y de Salud",1103648,499847,968172
"1406","Copiapó","Hombre","Otras Actividades de Servicios",352698,497589,442622
"1407","Copiapó","Hombre","Servicio Doméstico",250345,384583,181737
"1408","Copiapó","Hombre","No Bien Especificado",1428635,574378,NA
"1409","Copiapó","Mujer","Agricultura, Ganadería, Caza y Silvicultura",202930,289077,360096
"1410","Copiapó","Mujer","Explotación de Minas y Canteras",432932,585119,720879
"1411","Copiapó","Mujer","Industrias Manufactureras",356240,148061,294409
"1412","Copiapó","Mujer","Electricidad, Gas y Agua",415720,378599,463412
"1413","Copiapó","Mujer","Construcción",398962,259445,525519
"1414","Copiapó","Mujer","Comercio",282498,307103,287677
"1415","Copiapó","Mujer","Hoteles y Restaurantes",302903,342411,280726
"1416","Copiapó","Mujer","Transporte, Almacenamiento y Comunicaciones",336563,344217,516784
"1417","Copiapó","Mujer","Intermediación Financiera",439215,897886,627333
"1418","Copiapó","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",570261,443618,439551
"1419","Copiapó","Mujer","Administración Pública y Defensa",516047,584339,731560
"1420","Copiapó","Mujer","Enseñanza",435445,449149,506628
"1421","Copiapó","Mujer","Servicios Sociales y de Salud",414177,430147,531183
"1422","Copiapó","Mujer","Otras Actividades de Servicios",229394,296832,415145
"1423","Copiapó","Mujer","Servicio Doméstico",167479,172649,198410
"1424","Copiapó","Mujer","No Bien Especificado",492300,288235,NA
"1425","Coquimbo","Hombre","Agricultura, Ganadería, Caza y Silvicultura",330882,323608,272418
"1426","Coquimbo","Hombre","Pesca",255018,230719,293432
"1427","Coquimbo","Hombre","Explotación de Minas y Canteras",569518,531419,612513
"1428","Coquimbo","Hombre","Industrias Manufactureras",377056,316318,452931
"1429","Coquimbo","Hombre","Electricidad, Gas y Agua",310541,336431,367843
"1430","Coquimbo","Hombre","Construcción",306928,392423,438355
"1431","Coquimbo","Hombre","Comercio",381343,405797,383299
"1432","Coquimbo","Hombre","Hoteles y Restaurantes",247250,255284,305738
"1433","Coquimbo","Hombre","Transporte, Almacenamiento y Comunicaciones",494325,339481,350084
"1434","Coquimbo","Hombre","Intermediación Financiera",697034,1395973,358911
"1435","Coquimbo","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",343089,426277,1008047
"1436","Coquimbo","Hombre","Administración Pública y Defensa",276809,500983,703642
"1437","Coquimbo","Hombre","Enseñanza",486134,488620,439259
"1438","Coquimbo","Hombre","Servicios Sociales y de Salud",611911,560226,584149
"1439","Coquimbo","Hombre","Otras Actividades de Servicios",692210,216463,345500
"1440","Coquimbo","Hombre","Servicio Doméstico",204869,259149,244375
"1441","Coquimbo","Mujer","Agricultura, Ganadería, Caza y Silvicultura",192117,298200,285980
"1442","Coquimbo","Mujer","Pesca",103490,296596,NA
"1443","Coquimbo","Mujer","Explotación de Minas y Canteras",243114,263634,464887
"1444","Coquimbo","Mujer","Industrias Manufactureras",235994,228572,228302
"1445","Coquimbo","Mujer","Electricidad, Gas y Agua",196920,164571,289362
"1446","Coquimbo","Mujer","Construcción",216137,268280,286915
"1447","Coquimbo","Mujer","Comercio",201349,207305,265012
"1448","Coquimbo","Mujer","Hoteles y Restaurantes",240972,205309,244272
"1449","Coquimbo","Mujer","Transporte, Almacenamiento y Comunicaciones",248821,405790,334989
"1450","Coquimbo","Mujer","Intermediación Financiera",292086,210000,636186
"1451","Coquimbo","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",264363,352648,571145
"1452","Coquimbo","Mujer","Administración Pública y Defensa",318578,418002,588478
"1453","Coquimbo","Mujer","Enseñanza",326785,350657,417816
"1454","Coquimbo","Mujer","Servicios Sociales y de Salud",272348,447553,383741
"1455","Coquimbo","Mujer","Otras Actividades de Servicios",824037,392425,264356
"1456","Coquimbo","Mujer","Servicio Doméstico",136442,159064,178245
"1457","Coronel","Hombre","Agricultura, Ganadería, Caza y Silvicultura",308502,230468,353942
"1458","Coronel","Hombre","Pesca",253212,240791,314543
"1459","Coronel","Hombre","Explotación de Minas y Canteras",345094,562182,562985
"1460","Coronel","Hombre","Industrias Manufactureras",342144,286082,429036
"1461","Coronel","Hombre","Electricidad, Gas y Agua",459750,322610,478241
"1462","Coronel","Hombre","Construcción",287874,300566,394735
"1463","Coronel","Hombre","Comercio",347532,316050,285321
"1464","Coronel","Hombre","Transporte, Almacenamiento y Comunicaciones",281162,295393,363499
"1465","Coronel","Hombre","Intermediación Financiera",262560,350000,350000
"1466","Coronel","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",373439,270158,498698
"1467","Coronel","Hombre","Administración Pública y Defensa",489738,310413,642425
"1468","Coronel","Hombre","Enseñanza",474286,401763,520708
"1469","Coronel","Hombre","Servicios Sociales y de Salud",376904,385899,416898
"1470","Coronel","Hombre","Otras Actividades de Servicios",251477,255455,236472
"1471","Coronel","Mujer","Pesca",45948,83261,276088
"1472","Coronel","Mujer","Industrias Manufactureras",164610,177485,247764
"1473","Coronel","Mujer","Electricidad, Gas y Agua",158630,177000,NA
"1474","Coronel","Mujer","Construcción",262560,360417,271315
"1475","Coronel","Mujer","Comercio",263579,184689,245066
"1476","Coronel","Mujer","Hoteles y Restaurantes",265584,177504,216348
"1477","Coronel","Mujer","Intermediación Financiera",203616,532632,NA
"1478","Coronel","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler",406396,267337,268483
"1479","Coronel","Mujer","Administración Pública y Defensa",353526,209646,247750
"1480","Coronel","Mujer","Enseñanza",340156,336115,485023
"1481","Coronel","Mujer","Servicios Sociales y de Salud",336180,234021,352119
"1482","Coronel","Mujer","Otras Actividades de Servicios",210823,190771,151543
"1483","Coronel","Mujer","Servicio Doméstico",194518,137920,155828
"1484","Corral","Hombre","Agricultura, Ganadería, Caza y Silvicultura",297063,168218,288889
"1485","Corral","Hombre","Pesca",293133,146865,159789
"1486","Corral","Hombre","Industrias Manufactureras",283639,320314,264286
"1487","Corral","Hombre","Construcción",221109,222857,243100
"1488","Corral","Hombre","Comercio",159283,227097,201667
"1489","Corral","Hombre","Transporte, Almacenamiento y Comunicaciones",226299,288061,256000
"1490","Corral","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",208512,159130,241000
"1491","Corral","Hombre","Administración Pública y Defensa",253673,349149,244500
"1492","Corral","Mujer","Electricidad, Gas y Agua",153160,NA,192000
"1493","Corral","Mujer","Comercio",258757,119487,122750
"1494","Corral","Mujer","Hoteles y Restaurantes",196920,60822,187750
"1495","Corral","Mujer","Administración Pública y Defensa",197525,430000,147667
"1496","Corral","Mujer","Enseñanza",233022,302597,324000
"1497","Corral","Mujer","Servicios Sociales y de Salud",300850,NA,160000
"1498","Coyhaique","Hombre","Agricultura, Ganadería, Caza y Silvicultura",402079,268434,371107
"1499","Coyhaique","Hombre","Pesca",501538,441843,584199
"1500","Coyhaique","Hombre","Explotación de Minas y Canteras",530067,626713,1372917
"1501","Coyhaique","Hombre","Industrias Manufactureras",580530,336369,395023
"1502","Coyhaique","Hombre","Electricidad, Gas y Agua",397039,775338,NA
"1503","Coyhaique","Hombre","Construcción",470641,481522,531524
"1504","Coyhaique","Hombre","Comercio",431014,378314,396211
"1505","Coyhaique","Hombre","Hoteles y Restaurantes",359661,460242,279175
"1506","Coyhaique","Hombre","Transporte, Almacenamiento y Comunicaciones",486940,387970,476991
"1507","Coyhaique","Hombre","Intermediación Financiera",577128,598684,1507368
"1508","Coyhaique","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler",897491,606928,718118
"1509","Coyhaique","Hombre","Administración Pública y Defensa",982498,924136,1021253
"1510","Coyhaique","Hombre","Enseñanza",719090,593159,1177684
"1511","Coyhaique","Hombre","Servicios Sociales y de Salud",1272875,958859,496164
"1512","Coyhaique","Hombre","Otras Actividades de Servicios",612092,448242,268386
"1513","Coyhaique","Hombre","Servicio Doméstico",211371,258595,200000
"1514","Coyhaique","Hombre","Organizaciones y Órganos Extraterritoriales",667340,NA,NA
"1515","Coyhaique","Mujer","Agricultura, Ganadería, Caza y Silvicultura",457999,363403,180911
"1516","Coyhaique","Mujer","Pesca",477369,218952,362133
"1517","Coyhaique","Mujer","Industrias Manufactureras",231695,237251,196353
"1518","Coyhaique","Mujer","Electricidad, Gas y Agua",653587,258158,669191
"1519","Coyhaique","Mujer","Construcción",827842,1155299,1136956
"1520","Coyhaique","Mujer","Comercio",307897,238729,280453
"1521","Coyhaique","Mujer","Hoteles y Restaurantes",359083,203519,232193
"1522","Coyhaique","Mujer","Transporte, Almacenamiento y Comunicaciones",594422,409399,395350
"1523","Coyhaique","Mujer","Intermediación Financiera",404395,492763,585928
